time(second),IR,RED
60.76,7765,9986
60.78,7755,10022
60.8,7824,10080
60.82,7860,10041
60.84,7804,10091
60.86,7783,10019
60.88,7823,9958
60.9,7869,10051
60.92,7827,10040
60.94,7845,10007
60.96,7795,9953
60.98,7822,9963
61,7811,10011
61.02,7848,10001
61.04,7841,10044
61.06,7840,9995
61.08,7820,10001
61.1,7813,10080
61.12,7786,10021
61.14,7764,10013
61.16,7776,9942
61.18,7831,9991
61.2,7799,10031
61.22,7770,10033
61.24,7744,9964
61.26,7697,9913
61.28,7798,9961
61.3,7753,9978
61.32,7742,9969
61.34,7769,9964
61.36,7824,9988
61.38,7773,10050
61.4,7805,10008
61.42,7805,10046
61.44,7878,10052
61.46,7805,10000
61.48,7801,9994
61.5,7807,10070
61.52,7781,9993
61.54,7833,9959
61.56,7763,9957
61.58,7704,9913
61.6,7731,9906
61.62,7700,9910
61.64,7732,9844
61.66,7687,9908
61.68,7689,9852
61.7,7710,9777
61.72,7680,9800
61.74,7672,9758
61.76,7714,9849
61.78,7679,9914
61.8,7771,9927
61.82,7768,9954
61.84,7755,9859
61.86,7739,9792
61.88,7685,9881
61.9,7684,9919
61.92,7697,9881
61.94,7677,9834
61.96,7772,9886
61.98,7757,9908
62,7750,9978
62.02,7758,9926
62.04,7763,9883
62.06,7772,9939
62.08,7737,9927
62.1,7715,9854
62.12,7775,9954
62.14,7758,9955
62.16,7739,9921
62.18,7767,9892
62.2,7695,9905
62.22,7748,9949
62.24,7717,9876
62.26,7667,9811
62.28,7723,9805
62.3,7714,9833
62.32,7678,9800
62.34,7738,9824
62.36,7682,9818
62.38,7742,9822
62.4,7678,9875
62.42,7683,9909
62.44,7735,9824
62.46,7673,9849
62.48,7768,9853
62.5,7716,9974
62.52,7730,9868
62.54,7722,9835
62.56,77578125,10634
62.58,8115,10595
62.6,8190,10590
62.62,8165,10666
62.64,8175,10662
62.66,8140,10590
62.68,8133,10598
62.7,8183,10600
62.72,8116,10560
62.74,8167,10580
62.76,8150,10566
62.78,8163,10605
62.8,8130,10587
62.82,8160,10529
62.84,8192,10662
62.86,8117,10558
62.88,8138,10597
62.9,8115,10594
62.92,8111,10535
62.94,8131,10501
62.96,8144,10583
62.98,8109,10599
63,8100,10582
63.02,8153,10622
63.04,8156,10559
63.06,8155,10587
63.08,8141,10582
63.1,8139,10604
63.12,8177,10559
63.14,8083,10549
63.16,8153,10535
63.18,8131,10577
63.2,8119,10490
63.22,8112,10478
63.24,8112,10545
63.26,8083,10493
63.28,8124,10473
63.3,8134,10526
63.32,8080,10470
63.34,8042,10519
63.36,8105,10543
63.38,8166,10569
63.4,8095,10487
63.42,8079,10503
63.44,8105,10585
63.46,8123,10505
63.48,8092,10570
63.5,8153,10508
63.52,8202,10596
63.54,8146,10572
63.56,8173,10510
63.58,8203,10606
63.6,8122,10529
63.62,8165,10465
63.64,8129,10482
63.66,8107,10471
63.68,8135,10501
63.7,8123,10508
63.72,8060,10475
63.74,8080,10423
63.76,8098,10372
63.78,8065,10489
63.8,8079,10464
63.82,7997,10408
63.84,8042,10432
63.86,8071,10428
63.88,7957,10355
63.9,8041,10367
63.92,8014,10373
63.94,7948,10348
63.96,8005,10314
63.98,7991,10302
64,7963,10276
64.02,8001,10272
64.04,7954,10323
64.06,7986,10293
64.08,7930,10262
64.1,7925,10322
64.12,7937,10243
64.14,7959,10202
64.16,7891,10279
64.18,7895,10230
64.2,7979,10279
64.22,7921,10220
64.24,7966,10253
64.26,7870,10191
64.28,7891,10179
64.3,7835,10188
64.32,7856,10132
64.34,7901,10174
64.36,7902,10207
64.38,7855,10182
64.4,7831,10123
64.42,7800,10188
64.44,7838,10106
64.46,7836,10061
64.48,7827,10099
64.5,7839,10118
64.52,7894,10177
64.54,7883,10193
64.56,7835,10098
64.58,7788,10057
64.6,7794,10087
64.62,7832,10015
64.64,7838,10066
64.66,7814,10107
64.68,7804,10112
64.7,7793,10020
64.72,7869,10017
64.74,7815,10099
64.76,7775,9998
64.78,7778,9958
64.8,7819,9964
64.82,7759,10018
64.84,7760,9969
64.86,7755,9966
64.88,7767,9967
64.9,7792,9995
64.92,7805,10044
64.94,7796,10004
64.96,7806,10082
64.98,7810,10093
65,7774,10076
65.02,7808,10102
65.04,7839,10115
65.06,7794,10063
65.08,7814,10101
65.1,7817,10057
65.12,7850,10029
65.14,7793,10030
65.16,7821,9987
65.18,7765,10017
65.2,7783,10027
65.22,7829,10038
65.24,7801,10006
65.26,7789,9959
65.28,7822,10056
65.3,7825,10082
65.32,7867,10050
65.34,7897,10083
65.36,7785,10047
65.38,7848,10113
65.4,7853,10088
65.42,7815,9986
65.44,7852,10065
65.46,7801,10006
65.48,7863,10030
65.5,7788,10058
65.52,7787,10014
65.54,7826,9998
65.56,7856,10052
65.58,7785,10028
65.6,7796,10007
65.62,7785,9976
65.64,7857,10059
65.66,7834,10036
65.68,7843,9980
65.7,7805,10004
65.72,7837,10041
65.74,7767,10005
65.76,7800,10057
65.78,7794,10033
65.8,7851,10082
65.82,7792,10001
65.84,7854,10038
65.86,7823,10081
65.88,7779,10056
65.9,7823,10076
65.92,7830,10090
65.94,7828,10090
65.96,7828,10035
65.98,7851,10087
66,7823,10088
66.02,7807,9970
66.04,7839,10003
66.06,7822,9981
66.08,7844,9978
66.1,7793,10033
66.12,7783,9936
66.14,7787,9960
66.16,7817,10007
66.18,7759,10018
66.2,7765,9986
66.22,7755,10022
66.24,7824,10080
66.26,7860,10041
66.28,7804,10091
66.3,7783,10019
66.32,7823,9958
66.34,7869,10051
66.36,7827,10040
66.38,7845,10007
66.4,7795,9953
66.42,7822,9963
66.44,7811,10011
66.46,7848,10001
66.48,7841,10044
66.5,7840,9995
66.52,7820,10001
66.54,7813,10080
66.56,7786,10021
66.58,7764,10013
66.6,7776,9942
66.62,7831,9991
66.64,7799,10031
66.66,7770,10033
66.68,7744,9964
66.7,7697,9913
66.72,7798,9961
66.74,7753,9978
66.76,7742,9969
66.78,7769,9964
66.8,7824,9988
66.82,7773,10050
66.84,7805,10008
66.86,7805,10046
66.88,7878,10052
66.9,7805,10000
66.92,7801,9994
66.94,7807,10070
66.96,7781,9993
66.98,7833,9959
67,7763,9957
67.02,7704,9913
67.04,7731,9906
67.06,7700,9910
67.08,7732,9844
67.1,7687,9908
67.12,7689,9852
67.14,7710,9777
67.16,7680,9800
67.18,7672,9758
67.2,7714,9849
67.22,7679,9914
67.24,7771,9927
67.26,7768,9954
67.28,7755,9859
67.3,7739,9792
67.32,7685,9881
67.34,7684,9919
67.36,7697,9881
67.38,7677,9834
67.4,7772,9886
67.42,7757,9908
67.44,7750,9978
67.46,7758,9926
67.48,7763,9883
67.5,7772,9939
67.52,7737,9927
67.54,7715,9854
67.56,7775,9954
67.58,7758,9955
67.6,7739,9921
67.62,7767,9892
67.64,7695,9905
67.66,7748,9949
67.68,7717,9876
67.7,7667,9811
67.72,7723,9805
67.74,7714,9833
67.76,7678,9800
67.78,7738,9824
67.8,7682,9818
67.82,7742,9822
67.84,7678,9875
67.86,7683,9909
67.88,7735,9824
67.9,7673,9849
67.92,7768,9853
67.94,7716,9974
67.96,7730,9868
67.98,7722,9835
68,77577680,9806
68.02,7795,9914
68.04,7754,9840
68.06,7790,9841
68.08,7755,9908
68.1,7828,9864
68.12,7803,9875
68.14,7742,9887
68.16,7857,9949
68.18,7810,9948
68.2,7770,9879
68.22,7772,9852
68.24,7731,9861
68.26,7715,9741
68.28,7720,9806
68.3,7748,9820
68.32,7779,9824
68.34,7691,9826
68.36,7738,9759
68.38,7747,9699
68.4,7683,9629
68.42,7625,9679
68.44,7604,9588
68.46,7600,9595
68.48,7674,9655
68.5,7653,9732
68.52,7658,9740
68.54,7651,9688
68.56,7596,9584
68.58,7644,9732
68.6,7653,9656
68.62,7708,9696
68.64,7666,9785
68.66,7697,9732
68.68,7728,9735
68.7,7738,9673
68.72,7691,9751
68.74,7643,9692
68.76,7687,9741
68.78,7756,9705
68.8,7680,9685
68.82,7635,9715
68.84,7732,9726
68.86,7753,9784
68.88,7760,9840
68.9,7762,9754
68.92,7722,9781
68.94,7685,9775
68.96,7690,9689
68.98,7678,9741
69,7677,9764
69.02,7774,9842
69.04,7715,9745
69.06,7717,9706
69.08,7686,9792
69.1,7666,9726
69.12,7700,9750
69.14,7730,9754
69.16,7745,9730
69.18,7740,9830
69.2,7748,9784
69.22,7778,9786
69.24,7740,9856
69.26,7718,9796
69.28,7735,9824
69.3,7776,9840
69.32,7800,9815
69.34,7699,9807
69.36,7767,9831
69.38,7732,9815
69.4,7690,9731
69.42,7768,9824
69.44,7719,9736
69.46,7773,9793
69.48,7705,9788
69.5,7658,9704
69.52,7731,9809
69.54,7690,9736
69.56,7733,9730
69.58,7713,9779
69.6,7777,9802
69.62,7723,9763
69.64,7721,9746
69.66,7764,9760
69.68,7698,9771
69.7,7697,9737
69.72,7745,9813
69.74,7700,9743
69.76,7727,9791
69.78,7704,9818
69.8,7710,9812
69.82,7802,9796
69.84,7758,9745
69.86,7738,9823
69.88,7705,9797
69.9,7673,9703
69.92,7777,9733
69.94,7695,9763
69.96,7739,9701
69.98,7759,9762
70,7680,9806
70.02,7795,9914
70.04,7754,9840
70.06,7790,9841
70.08,7755,9908
70.1,7828,9864
70.12,7803,9875
70.14,7742,9887
70.16,7857,9949
70.18,7810,9948
70.2,7770,9879
70.22,7772,9852
70.24,7731,9861
70.26,7715,9741
70.28,7720,9806
70.3,7748,9820
70.32,7779,9824
70.34,7691,9826
70.36,7738,9759
70.38,7747,9699
70.4,7683,9629
70.42,7625,9679
70.44,7604,9588
70.46,7600,9595
70.48,7674,9655
70.5,7653,9732
70.52,7658,9740
70.54,7651,9688
70.56,7596,9584
70.58,7644,9732
70.6,7653,9656
70.62,7708,9696
70.64,7666,9785
70.66,7697,9732
70.68,7728,9735
70.7,7738,9673
70.72,7691,9751
70.74,7643,9692
70.76,7687,9741
70.78,7756,9705
70.8,7680,9685
70.82,7635,9715
70.84,7732,9726
70.86,7753,9784
70.88,7760,9840
70.9,7762,9754
70.92,7722,9781
70.94,7685,9775
70.96,7690,9689
70.98,7678,9741
71,7677,9764
71.02,7774,9842
71.04,7715,9745
71.06,7717,9706
71.08,7686,9792
71.1,7666,9726
71.12,7700,9750
71.14,7730,9754
71.16,7745,9730
71.18,7740,9830
71.2,7748,9784
71.22,7778,9786
71.24,7740,9856
71.26,7718,9796
71.28,7735,9824
71.3,7776,9840
71.32,7800,9815
71.34,7699,9807
71.36,7767,9831
71.38,7732,9815
71.4,7690,9731
71.42,7768,9824
71.44,7719,9736
71.46,7773,9793
71.48,7705,9788
71.5,7658,9704
71.52,7731,9809
71.54,7690,9736
71.56,7733,9730
71.58,7713,9779
71.6,7777,9802
71.62,7723,9763
71.64,7721,9746
71.66,7764,9760
71.68,7698,9771
71.7,7697,9737
71.72,7745,9813
71.74,7700,9743
71.76,7727,9791
71.78,7704,9818
71.8,7710,9812
71.82,7802,9796
71.84,7758,9745
71.86,7738,9823
71.88,7705,9797
71.9,7673,9703
71.92,7777,9733
71.94,7695,9763
71.96,7739,9701
71.98,7759,9762
72,7784,9828
72.02,7729,9769
72.04,7709,9715
72.06,7709,9633
72.08,7615,9657
72.1,7577,9576
72.12,7597,9533
72.14,7542,9548
72.16,7600,9592
72.18,7577,9571
72.2,7548,9506
72.22,7603,9607
72.24,7578,9554
72.26,7581,9573
72.28,7511,9483
72.3,7612,9604
72.32,7656,9663
72.34,7618,9554
72.36,7643,9628
72.38,7655,9678
72.4,7597,9640
72.42,7664,9684
72.44,7623,9646
72.46,7618,9587
72.48,7510,9534
72.5,7562,9555
72.52,7639,9697
72.54,7583,9573
72.56,7601,9616
72.58,7560,9604
72.6,7538,9485
72.62,7547,9510
72.64,7521,9484
72.66,7521,9413
72.68,7485,9490
72.7,7435,9420
72.72,7431,9389
72.74,7439,9434
72.76,7396,9314
72.78,7366,9341
72.8,7372,9335
72.82,7310,9311
72.84,7396,9352
72.86,7391,9416
72.88,7370,9376
72.9,7398,9347
72.92,7446,9333
72.94,7360,9378
72.96,7442,9342
72.98,7382,9372
73,7365,9325
73.02,7393,9353
73.04,7326,9306
73.06,7338,9311
73.08,7408,9312
73.1,7383,9247
73.12,7359,9244
73.14,7359,9322
73.16,7339,9249
73.18,7361,9201
73.2,7371,9316
73.22,7330,9308
73.24,7308,9250
73.26,7333,9279
73.28,7324,9272
73.3,7340,9236
73.32,7368,9308
73.34,7348,9229
73.36,7372,9240
73.38,7308,9226
73.4,7327,9237
73.42,7301,9222
73.44,7328,9259
73.46,7390,9323
73.48,7372,9276
73.5,7409,9286
73.52,7357,9347
73.54,7350,9253
73.56,7389,9308
73.58,7320,9211
73.6,7348,9336
73.62,7339,9301
73.64,7393,9298
73.66,7426,9322
73.68,7368,9234
73.7,7405,9306
73.72,7379,9286
73.74,7399,9376
73.76,7382,9342
73.78,7307,9288
73.8,7370,9373
73.82,7353,9382
73.84,7354,9293
73.86,7383,9336
73.88,7376,9324
73.9,7372,9295
73.92,7394,9299
73.94,7369,9422
73.96,7377,9338
73.98,7327,9251
74,7680,9806
74.02,7795,9914
74.04,7754,9840
74.06,7790,9841
74.08,7755,9908
74.1,7828,9864
74.12,7803,9875
74.14,7742,9887
74.16,7857,9949
74.18,7810,9948
74.2,7770,9879
74.22,7772,9852
74.24,7731,9861
74.26,7715,9741
74.28,7720,9806
74.3,7748,9820
74.32,7779,9824
74.34,7691,9826
74.36,7738,9759
74.38,7747,9699
74.4,7683,9629
74.42,7625,9679
74.44,7604,9588
74.46,7600,9595
74.48,7674,9655
74.5,7653,9732
74.52,7658,9740
74.54,7651,9688
74.56,7596,9584
74.58,7644,9732
74.6,7653,9656
74.62,7708,9696
74.64,7666,9785
74.66,7697,9732
74.68,7728,9735
74.7,7738,9673
74.72,7691,9751
74.74,7643,9692
74.76,7687,9741
74.78,7756,9705
74.8,7680,9685
74.82,7635,9715
74.84,7732,9726
74.86,7753,9784
74.88,7760,9840
74.9,7762,9754
74.92,7722,9781
74.94,7685,9775
74.96,7690,9689
74.98,7678,9741
75,7677,9764
75.02,7774,9842
75.04,7715,9745
75.06,7717,9706
75.08,7686,9792
75.1,7666,9726
75.12,7700,9750
75.14,7730,9754
75.16,7745,9730
75.18,7740,9830
75.2,7748,9784
75.22,7778,9786
75.24,7740,9856
75.26,7718,9796
75.28,7735,9824
75.3,7776,9840
75.32,7800,9815
75.34,7699,9807
75.36,7767,9831
75.38,7732,9815
75.4,7690,9731
75.42,7768,9824
75.44,7719,9736
75.46,7773,9793
75.48,7705,9788
75.5,7658,9704
75.52,7731,9809
75.54,7690,9736
75.56,7733,9730
75.58,7713,9779
75.6,7777,9802
75.62,7723,9763
75.64,7721,9746
75.66,7764,9760
75.68,7698,9771
75.7,7697,9737
75.72,7745,9813
75.74,7700,9743
75.76,7727,9791
75.78,7704,9818
75.8,7710,9812
75.82,7802,9796
75.84,7758,9745
75.86,7738,9823
75.88,7705,9797
75.9,7673,9703
75.92,7777,9733
75.94,7695,9763
75.96,7739,9701
75.98,7759,9762
76,7784,9828
76.02,7729,9769
76.04,7709,9715
76.06,7709,9633
76.08,7615,9657
76.1,7577,9576
76.12,7597,9533
76.14,7542,9548
76.16,7600,9592
76.18,7577,9571
76.2,7548,9506
76.22,7603,9607
76.24,7578,9554
76.26,7581,9573
76.28,7511,9483
76.3,7612,9604
76.32,7656,9663
76.34,7618,9554
76.36,7643,9628
76.38,7655,9678
76.4,7597,9640
76.42,7664,9684
76.44,7623,9646
76.46,7618,9587
76.48,7510,9534
76.5,7562,9555
76.52,7639,9697
76.54,7583,9573
76.56,7601,9616
76.58,7560,9604
76.6,7538,9485
76.62,7547,9510
76.64,7521,9484
76.66,7521,9413
76.68,7485,9490
76.7,7435,9420
76.72,7431,9389
76.74,7439,9434
76.76,7396,9314
76.78,7366,9341
76.8,7372,9335
76.82,7310,9311
76.84,7396,9352
76.86,7391,9416
76.88,7370,9376
76.9,7398,9347
76.92,7446,9333
76.94,7360,9378
76.96,7442,9342
76.98,7382,9372
77,7365,9325
77.02,7393,9353
77.04,7326,9306
77.06,7338,9311
77.08,7408,9312
77.1,7383,9247
77.12,7359,9244
77.14,7359,9322
77.16,7339,9249
77.18,7361,9201
77.2,7371,9316
77.22,7330,9308
77.24,7308,9250
77.26,7333,9279
77.28,7324,9272
77.3,7340,9236
77.32,7368,9308
77.34,7348,9229
77.36,7372,9240
77.38,7308,9226
77.4,7327,9237
77.42,7301,9222
77.44,7328,9259
77.46,7390,9323
77.48,7372,9276
77.5,7409,9286
77.52,7357,9347
77.54,7350,9253
77.56,7389,9308
77.58,7320,9211
77.6,7348,9336
77.62,7339,9301
77.64,7393,9298
77.66,7426,9322
77.68,7368,9234
77.7,7405,9306
77.72,7379,9286
77.74,7399,9376
77.76,7382,9342
77.78,7307,9288
77.8,7370,9373
77.82,7353,9382
77.84,7354,9293
77.86,7383,9336
77.88,7376,9324
77.9,7372,9295
77.92,7394,9299
77.94,7369,9422
77.96,7377,9338
77.98,7327,9251
78,7335,9349
78.02,7368,9395
78.04,7361,9348
78.06,7352,9326
78.08,7386,9264
78.1,7322,9306
78.12,7319,9303
78.14,7340,9363
78.16,7350,9304
78.18,7394,9345
78.2,7369,9371
78.22,7389,9352
78.24,7361,9409
78.26,7345,9373
78.28,7397,9404
78.3,7419,9391
78.32,7404,9448
78.34,7439,9370
78.36,7390,9377
78.38,7366,9323
78.4,7395,9394
78.42,7332,9304
78.44,7349,9270
78.46,7336,9275
78.48,7304,9293
78.5,7227,9303
78.52,7276,9289
78.54,7342,9287
78.56,7339,9349
78.58,7287,9283
78.6,7288,9315
78.62,7322,9304
78.64,7243,9260
78.66,7314,9289
78.68,7333,9307
78.7,7281,9344
78.72,7245,9260
78.74,7219,9219
78.76,7341,9303
78.78,7354,9340
78.8,7283,9335
78.82,7273,9284
78.84,7321,9252
78.86,7339,9317
78.88,7276,9290
78.9,7339,9303
78.92,7297,9267
78.94,7248,9298
78.96,7252,9213
78.98,7278,9249
79,7300,9244
79.02,7213,9252
79.04,7178,9164
79.06,7198,9198
79.08,7184,9216
79.1,7165,9147
79.12,7199,9165
79.14,7189,9209
79.16,7177,9138
79.18,7229,9132
79.2,7158,9153
79.22,7168,9138
79.24,7210,9140
79.26,7234,9201
79.28,7217,9210
79.3,7213,9177
79.32,7186,9218
79.34,7191,9232
79.36,7236,9184
79.38,7180,9200
79.4,7206,9133
79.42,7243,9166
79.44,7185,9143
79.46,7112,9116
79.48,7136,9077
79.5,7145,9068
79.52,7215,9092
79.54,7201,9132
79.56,7187,9088
79.58,7128,9056
79.6,7082,9056
79.62,7153,9067
79.64,7118,9101
79.66,7108,9126
79.68,7196,9087
79.7,7154,9115
79.72,7095,9076
79.74,7069,9073
79.76,7115,9076
79.78,7169,9077
79.8,7114,9117
79.82,77680,9806
79.84,7795,9914
79.86,7754,9840
79.88,7790,9841
79.9,7755,9908
79.92,7828,9864
79.94,7803,9875
79.96,7742,9887
79.98,7857,9949
80,7810,9948
80.02,7770,9879
80.04,7772,9852
80.06,7731,9861
80.08,7715,9741
80.1,7720,9806
80.12,7748,9820
80.14,7779,9824
80.16,7691,9826
80.18,7738,9759
80.2,7747,9699
80.22,7683,9629
80.24,7625,9679
80.26,7604,9588
80.28,7600,9595
80.3,7674,9655
80.32,7653,9732
80.34,7658,9740
80.36,7651,9688
80.38,7596,9584
80.4,7644,9732
80.42,7653,9656
80.44,7708,9696
80.46,7666,9785
80.48,7697,9732
80.5,7728,9735
80.52,7738,9673
80.54,7691,9751
80.56,7643,9692
80.58,7687,9741
80.6,7756,9705
80.62,7680,9685
80.64,7635,9715
80.66,7732,9726
80.68,7753,9784
80.7,7760,9840
80.72,7762,9754
80.74,7722,9781
80.76,7685,9775
80.78,7690,9689
80.8,7678,9741
80.82,7677,9764
80.84,7774,9842
80.86,7715,9745
80.88,7717,9706
80.9,7686,9792
80.92,7666,9726
80.94,7700,9750
80.96,7730,9754
80.98,7745,9730
81,7740,9830
81.02,7748,9784
81.04,7778,9786
81.06,7740,9856
81.08,7718,9796
81.1,7735,9824
81.12,7776,9840
81.14,7800,9815
81.16,7699,9807
81.18,7767,9831
81.2,7732,9815
81.22,7690,9731
81.24,7768,9824
81.26,7719,9736
81.28,7773,9793
81.3,7705,9788
81.32,7658,9704
81.34,7731,9809
81.36,7690,9736
81.38,7733,9730
81.4,7713,9779
81.42,7777,9802
81.44,7723,9763
81.46,7721,9746
81.48,7764,9760
81.5,7698,9771
81.52,7697,9737
81.54,7745,9813
81.56,7700,9743
81.58,7727,9791
81.6,7704,9818
81.62,7710,9812
81.64,7802,9796
81.66,7758,9745
81.68,7738,9823
81.7,7705,9797
81.72,7673,9703
81.74,7777,9733
81.76,7695,9763
81.78,7739,9701
81.8,7759,9762
81.82,7784,9828
81.84,7729,9769
81.86,7709,9715
81.88,7709,9633
81.9,7615,9657
81.92,7577,9576
81.94,7597,9533
81.96,7542,9548
81.98,7600,9592
82,7577,9571
82.02,7548,9506
82.04,7603,9607
82.06,7578,9554
82.08,7581,9573
82.1,7511,9483
82.12,7612,9604
82.14,7656,9663
82.16,7618,9554
82.18,7643,9628
82.2,7655,9678
82.22,7597,9640
82.24,7664,9684
82.26,7623,9646
82.28,7618,9587
82.3,7510,9534
82.32,7562,9555
82.34,7639,9697
82.36,7583,9573
82.38,7601,9616
82.4,7560,9604
82.42,7538,9485
82.44,7547,9510
82.46,7521,9484
82.48,7521,9413
82.5,7485,9490
82.52,7435,9420
82.54,7431,9389
82.56,7439,9434
82.58,7396,9314
82.6,7366,9341
82.62,7372,9335
82.64,7310,9311
82.66,7396,9352
82.68,7391,9416
82.7,7370,9376
82.72,7398,9347
82.74,7446,9333
82.76,7360,9378
82.78,7442,9342
82.8,7382,9372
82.82,7365,9325
82.84,7393,9353
82.86,7326,9306
82.88,7338,9311
82.9,7408,9312
82.92,7383,9247
82.94,7359,9244
82.96,7359,9322
82.98,7339,9249
83,7361,9201
83.02,7371,9316
83.04,7330,9308
83.06,7308,9250
83.08,7333,9279
83.1,7324,9272
83.12,7340,9236
83.14,7368,9308
83.16,7348,9229
83.18,7372,9240
83.2,7308,9226
83.22,7327,9237
83.24,7301,9222
83.26,7328,9259
83.28,7390,9323
83.3,7372,9276
83.32,7409,9286
83.34,7357,9347
83.36,7350,9253
83.38,7389,9308
83.4,7320,9211
83.42,7348,9336
83.44,7339,9301
83.46,7393,9298
83.48,7426,9322
83.5,7368,9234
83.52,7405,9306
83.54,7379,9286
83.56,7399,9376
83.58,7382,9342
83.6,7307,9288
83.62,7370,9373
83.64,7353,9382
83.66,7354,9293
83.68,7383,9336
83.7,7376,9324
83.72,7372,9295
83.74,7394,9299
83.76,7369,9422
83.78,7377,9338
83.8,7327,9251
83.82,7335,9349
83.84,7368,9395
83.86,7361,9348
83.88,7352,9326
83.9,7386,9264
83.92,7322,9306
83.94,7319,9303
83.96,7340,9363
83.98,7350,9304
84,7394,9345
84.02,7369,9371
84.04,7389,9352
84.06,7361,9409
84.08,7345,9373
84.1,7397,9404
84.12,7419,9391
84.14,7404,9448
84.16,7439,9370
84.18,7390,9377
84.2,7366,9323
84.22,7395,9394
84.24,7332,9304
84.26,7349,9270
84.28,7336,9275
84.3,7304,9293
84.32,7227,9303
84.34,7276,9289
84.36,7342,9287
84.38,7339,9349
84.4,7287,9283
84.42,7288,9315
84.44,7322,9304
84.46,7243,9260
84.48,7314,9289
84.5,7333,9307
84.52,7281,9344
84.54,7245,9260
84.56,7219,9219
84.58,7341,9303
84.6,7354,9340
84.62,7283,9335
84.64,7273,9284
84.66,7321,9252
84.68,7339,9317
84.7,7276,9290
84.72,7339,9303
84.74,7297,9267
84.76,7248,9298
84.78,7252,9213
84.8,7278,9249
84.82,7300,9244
84.84,7213,9252
84.86,7178,9164
84.88,7198,9198
84.9,7184,9216
84.92,7165,9147
84.94,7199,9165
84.96,7189,9209
84.98,7177,9138
85,7229,9132
85.02,7158,9153
85.04,7168,9138
85.06,7210,9140
85.08,7234,9201
85.1,7217,9210
85.12,7213,9177
85.14,7186,9218
85.16,7191,9232
85.18,7236,9184
85.2,7180,9200
85.22,7206,9133
85.24,7243,9166
85.26,7185,9143
85.28,7112,9116
85.3,7136,9077
85.32,7145,9068
85.34,7215,9092
85.36,7201,9132
85.38,7187,9088
85.4,7128,9056
85.42,7082,9056
85.44,7153,9067
85.46,7118,9101
85.48,7108,9126
85.5,7196,9087
85.52,7154,9115
85.54,7095,9076
85.56,7069,9073
85.58,7115,9076
85.6,7169,9077
85.62,7114,9117
85.64,77680,9806
85.66,7795,9914
85.68,7754,9840
85.7,7790,9841
85.72,7755,9908
85.74,7828,9864
85.76,7803,9875
85.78,7742,9887
85.8,7857,9949
85.82,7810,9948
85.84,7770,9879
85.86,7772,9852
85.88,7731,9861
85.9,7715,9741
85.92,7720,9806
85.94,7748,9820
85.96,7779,9824
85.98,7691,9826
86,7738,9759
86.02,7747,9699
86.04,7683,9629
86.06,7625,9679
86.08,7604,9588
86.1,7600,9595
86.12,7674,9655
86.14,7653,9732
86.16,7658,9740
86.18,7651,9688
86.2,7596,9584
86.22,7644,9732
86.24,7653,9656
86.26,7708,9696
86.28,7666,9785
86.3,7697,9732
86.32,7728,9735
86.34,7738,9673
86.36,7691,9751
86.38,7643,9692
86.4,7687,9741
86.42,7756,9705
86.44,7680,9685
86.46,7635,9715
86.48,7732,9726
86.5,7753,9784
86.52,7760,9840
86.54,7762,9754
86.56,7722,9781
86.58,7685,9775
86.6,7690,9689
86.62,7678,9741
86.64,7677,9764
86.66,7774,9842
86.68,7715,9745
86.7,7717,9706
86.72,7686,9792
86.74,7666,9726
86.76,7700,9750
86.78,7730,9754
86.8,7745,9730
86.82,7740,9830
86.84,7748,9784
86.86,7778,9786
86.88,7740,9856
86.9,7718,9796
86.92,7735,9824
86.94,7776,9840
86.96,7800,9815
86.98,7699,9807
87,7767,9831
87.02,7732,9815
87.04,7690,9731
87.06,7768,9824
87.08,7719,9736
87.1,7773,9793
87.12,7705,9788
87.14,7658,9704
87.16,7731,9809
87.18,7690,9736
87.2,7733,9730
87.22,7713,9779
87.24,7777,9802
87.26,7723,9763
87.28,7721,9746
87.3,7764,9760
87.32,7698,9771
87.34,7697,9737
87.36,7745,9813
87.38,7700,9743
87.4,7727,9791
87.42,7704,9818
87.44,7710,9812
87.46,7802,9796
87.48,7758,9745
87.5,7738,9823
87.52,7705,9797
87.54,7673,9703
87.56,7777,9733
87.58,7695,9763
87.6,7739,9701
87.62,7759,9762
87.64,7784,9828
87.66,7729,9769
87.68,7709,9715
87.7,7709,9633
87.72,7615,9657
87.74,7577,9576
87.76,7597,9533
87.78,7542,9548
87.8,7600,9592
87.82,7577,9571
87.84,7548,9506
87.86,7603,9607
87.88,7578,9554
87.9,7581,9573
87.92,7511,9483
87.94,7612,9604
87.96,7656,9663
87.98,7618,9554
88,7643,9628
88.02,7655,9678
88.04,7597,9640
88.06,7664,9684
88.08,7623,9646
88.1,7618,9587
88.12,7510,9534
88.14,7562,9555
88.16,7639,9697
88.18,7583,9573
88.2,7601,9616
88.22,7560,9604
88.24,7538,9485
88.26,7547,9510
88.28,7521,9484
88.3,7521,9413
88.32,7485,9490
88.34,7435,9420
88.36,7431,9389
88.38,7439,9434
88.4,7396,9314
88.42,7366,9341
88.44,7372,9335
88.46,7310,9311
88.48,7396,9352
88.5,7391,9416
88.52,7370,9376
88.54,7398,9347
88.56,7446,9333
88.58,7360,9378
88.6,7442,9342
88.62,7382,9372
88.64,7365,9325
88.66,7393,9353
88.68,7326,9306
88.7,7338,9311
88.72,7408,9312
88.74,7383,9247
88.76,7359,9244
88.78,7359,9322
88.8,7339,9249
88.82,7361,9201
