X,Y,Z,R,IR,HR,RR,SPO2,Activity,HR Mean,RR Mean,SPO2 Mean
0.94,0.03,0.47,10076,11747,,,,3,,,
0.93,0.03,0.47,10194,11820,,,,3,,,
0.99,0.05,0.54,10215,11822,,,,3,,,
0.98,0.03,0.51,10242,11753,,,,3,,,
0.96,0.08,0.52,10261,11811,,,,3,,,
1,0.08,0.49,10111,11673,,,,3,,,
0.98,0.04,0.51,10174,11895,,,,3,,,
0.91,0.08,0.5,10133,11794,,,,3,,,
0.96,0.09,0.5,10269,11785,,,,3,,,
0.98,0.06,0.5,10205,11669,,,,3,,,
0.94,0.06,0.5,10113,11712,,,,3,,,
0.95,0.08,0.49,10237,11699,,,,3,,,
0.98,0.09,0.5,10212,11778,,,,3,,,
0.98,0.13,0.5,10222,11770,,,,3,,,
0.95,0.09,0.47,10233,11812,,,,3,,,
0.95,0.1,0.49,10128,11661,,,,3,,,
0.96,0.06,0.49,10208,11767,,,,3,,,
0.95,0.06,0.49,10366,11868,,,,3,,,
0.98,0.09,0.47,10273,11775,,,,3,,,
0.95,0.09,0.47,10123,11660,,,,3,,,
0.94,0.13,0.51,10181,11787,,,,3,,,
0.93,0.05,0.49,10208,11799,,,,3,,,
0.96,0.09,0.49,10237,11932,,,,3,,,
0.96,0.1,0.47,10330,11782,,,,3,,,
0.96,0.11,0.47,10229,11815,,,,3,,,
0.99,0.13,0.5,10105,11657,,,,3,,,
0.99,0.11,0.49,10226,11790,,,,3,,,
1,0.13,0.49,10307,11793,,,,3,,,
0.98,0.14,0.47,10217,11780,,,,3,,,
0.93,0.11,0.46,10130,11740,,,,3,,,
0.96,0.09,0.46,10215,11773,,,,3,,,
0.96,0.14,0.49,10229,11783,,,,3,,,
0.96,0.16,0.47,10399,11744,,,,3,,,
0.96,0.16,0.49,10214,11797,,,,3,,,
0.94,0.15,0.46,10153,11697,,,,3,,,
0.96,0.16,0.49,10212,11781,,,,3,,,
0.96,0.11,0.46,10266,11760,,,,3,,,
0.98,0.11,0.49,10243,11770,,,,3,,,
0.98,0.1,0.49,10216,11767,,,,3,,,
0.94,0.08,0.46,10384,11928,,,,3,,,
0.91,0.1,0.5,10258,11604,,,,3,,,
0.94,0.1,0.47,10118,11776,,,,3,,,
0.96,0.11,0.49,10222,11805,,,,3,,,
1,0.15,0.49,10221,11834,,,,3,,,
0.99,0.15,0.49,10339,11760,,,,3,,,
1,0.14,0.5,10355,11870,,,,3,,,
0.98,0.1,0.49,10244,11801,,,,3,,,
0.96,0.16,0.46,10194,11653,,,,3,,,
0.94,0.16,0.45,10120,11735,,,,3,,,
0.96,0.14,0.5,10204,11695,,,,3,,,
0.93,0.13,0.47,10191,11891,,,,3,,,
0.94,0.14,0.47,10306,11834,,,,3,,,
0.94,0.14,0.46,10171,11763,,,,3,,,
0.95,0.11,0.49,10069,11663,,,,3,,,
0.95,0.11,0.5,10171,11772,,,,3,,,
0.96,0.05,0.51,10374,11870,,,,3,,,
0.96,0.08,0.5,10245,11785,,,,3,,,
0.94,0.11,0.51,10172,11777,,,,3,,,
0.91,0.14,0.52,10090,11624,,,,3,,,
0.93,0.11,0.5,10184,11810,,,,3,,,
0.93,0.11,0.51,10215,11781,,,,3,,,
0.95,0.14,0.49,10056,11734,,,,3,,,
0.98,0.14,0.47,10182,11739,,,,3,,,
0.96,0.11,0.47,10337,11856,,,,3,,,
0.93,0.14,0.49,10188,11770,,,,3,,,
0.93,0.17,0.49,10194,11747,,,,3,,,
0.91,0.11,0.49,10201,11791,,,,3,,,
0.98,0.15,0.54,10087,11694,,,,3,,,
0.96,0.16,0.47,10202,11767,,,,3,,,
0.95,0.13,0.52,10199,11764,,,,3,,,
0.95,0.14,0.45,10180,11776,,,,3,,,
0.95,0.14,0.46,10382,11863,,,,3,,,
0.95,0.14,0.49,10162,11655,,,,3,,,
0.94,0.16,0.5,10172,11758,,,,3,,,
0.96,0.13,0.47,10204,11790,,,,3,,,
0.94,0.11,0.46,10228,11797,,,,3,,,
0.98,0.13,0.51,10062,11782,,,,3,,,
0.93,0.1,0.49,10207,11824,,,,3,,,
0.95,0.15,0.51,10328,11882,,,,3,,,
0.98,0.1,0.49,10239,11784,,,,3,,,
0.94,0.1,0.49,10216,11774,,,,3,,,
0.96,0.14,0.49,10218,11817,,,,3,,,
0.98,0.19,0.49,10193,11910,,,,3,,,
0.95,0.15,0.46,10316,11856,,,,3,,,
0.98,0.15,0.45,10204,11779,,,,3,,,
0.98,0.14,0.47,10205,11835,,,,3,,,
0.95,0.13,0.47,10278,11834,,,,3,,,
0.95,0.09,0.49,10206,11719,,,,3,,,
0.96,0.11,0.49,10197,11789,,,,3,,,
0.91,0.11,0.49,10217,11836,,,,3,,,
0.98,0.14,0.46,10315,11803,,,,3,,,
0.96,0.16,0.47,10232,11630,,,,3,,,
0.96,0.15,0.46,10116,11782,,,,3,,,
1,0.11,0.47,10221,11791,,,,3,,,
0.98,0.15,0.47,10229,11758,,,,3,,,
0.98,0.15,0.47,10300,11765,,,,3,,,
0.94,0.11,0.5,10299,11866,,,,3,,,
0.93,0.15,0.47,10206,11803,,,,3,,,
0.95,0.13,0.43,10229,11642,,,,3,,,
0.98,0.11,0.49,10132,11750,,,,3,,,
0.99,0.11,0.47,10187,11764,,,,3,,,
0.98,0.11,0.45,10295,11826,,,,3,,,
0.99,0.14,0.47,10251,11768,,,,3,,,
0.95,0.1,0.47,10001,11660,,,,3,,,
0.98,0.13,0.49,10180,11773,,,,3,,,
0.96,0.16,0.47,10214,11778,,,,3,,,
0.99,0.17,0.5,10065,11691,,,,3,,,
0.98,0.15,0.49,10203,11777,,,,3,,,
0.98,0.13,0.46,10230,11803,,,,3,,,
0.98,0.15,0.51,10360,11892,,,,3,,,
0.96,0.09,0.49,10299,11736,,,,3,,,
0.96,0.14,0.47,10208,11750,,,,3,,,
0.98,0.13,0.45,10220,11752,,,,3,,,
0.96,0.1,0.47,10201,11858,,,,3,,,
1,0.1,0.47,10285,11806,,,,3,,,
0.99,0.11,0.47,10207,11782,,,,3,,,
0.98,0.1,0.49,10045,11678,,,,3,,,
0.98,0.11,0.46,10165,11767,,,,3,,,
0.96,0.15,0.47,10199,11759,,,,3,,,
0.99,0.14,0.47,10312,11911,,,,3,,,
1,0.14,0.46,10147,11639,,,,3,,,
0.96,0.13,0.49,10116,11786,,,,3,,,
0.96,0.15,0.5,10212,11786,,,,3,,,
0.96,0.11,0.5,10215,11878,,,,3,,,
0.95,0.15,0.49,10308,11827,,,,3,,,
0.99,0.09,0.47,10195,11764,,,,3,,,
0.96,0.11,0.51,10105,11706,,,,3,,,
0.99,0.14,0.5,10169,11779,,,,3,,,
1,0.13,0.46,10213,11781,,,,3,,,
0.94,0.09,0.46,10351,11894,,,,3,,,
0.95,0.13,0.46,10164,11681,,,,3,,,
0.91,0.11,0.47,10117,11800,,,,3,,,
0.96,0.06,0.44,10240,11903,,,,3,,,
0.94,0.15,0.49,10312,11782,,,,3,,,
0.99,0.1,0.45,10106,11793,,,,3,,,
0.94,0.1,0.45,10000,11635,,,,3,,,
0.94,0.08,0.5,10159,11777,,,,3,,,
1.01,0.19,0.49,10185,11777,,,,3,,,
0.99,0.2,0.49,10279,11880,,,,3,,,
0.96,0.15,0.46,10106,11677,,,,3,,,
0.98,0.14,0.51,10201,11749,,,,3,,,
0.96,0.1,0.49,10226,11771,,,,3,,,
0.98,0.1,0.47,10196,11918,,,,3,,,
1,0.15,0.45,10263,11729,,,,3,,,
0.99,0.14,0.49,10165,11665,,,,3,,,
0.98,0.1,0.47,10168,11820,,,,3,,,
0.93,0.13,0.49,10184,11729,,,,3,,,
0.98,0.16,0.49,10170,11569,,,,3,,,
0.95,0.17,0.47,10083,11737,,,,3,,,
0.95,0.16,0.49,10279,11802,,,,3,,,
0.99,0.16,0.51,10143,11758,,,,3,,,
1.01,0.14,0.49,10158,11584,,,,3,,,
0.99,0.15,0.46,10090,11686,,,,3,,,
0.96,0.15,0.5,10174,11772,,,,3,,,
0.98,0.15,0.46,10091,11689,,,,3,,,
0.91,0.09,0.41,10192,11774,,,,3,,,
0.96,0.15,0.49,10193,11797,,,,3,,,
0.96,0.14,0.49,10286,11871,,,,3,,,
0.99,0.15,0.52,10178,11800,,,,3,,,
0.99,0.15,0.54,10200,11782,,,,3,,,
0.96,0.16,0.49,10198,11778,,,,3,,,
0.98,0.1,0.49,10178,11661,,,,3,,,
0.99,0.14,0.44,10115,11705,,,,3,,,
0.99,0.14,0.46,10194,11804,,,,3,,,
1,0.17,0.47,10199,11864,,,,3,,,
0.95,0.16,0.5,10301,11841,,,,3,,,
0.98,0.16,0.47,10205,11817,,,,3,,,
0.94,0.11,0.45,10043,11628,,,,3,,,
0.94,0.13,0.46,10157,11742,,,,3,,,
0.96,0.14,0.47,10159,11738,,,,3,,,
0.94,0.15,0.5,10298,11842,,,,3,,,
0.93,0.15,0.46,10147,11737,,,,3,,,
0.94,0.11,0.49,10182,11683,,,,3,,,
0.96,0.14,0.5,10146,11714,,,,3,,,
0.98,0.15,0.47,10161,11737,,,,3,,,
0.95,0.16,0.47,10176,11509,,,,3,,,
0.95,0.17,0.45,10072,11687,,,,3,,,
0.96,0.14,0.46,10155,11716,,,,3,,,
0.96,0.19,0.45,10160,11857,,,,3,,,
0.94,0.14,0.46,10088,11730,,,,3,,,
0.98,0.13,0.47,10287,11793,,,,3,,,
0.94,0.13,0.52,10176,11753,,,,3,,,
0.95,0.15,0.49,10139,11558,,,,3,,,
0.96,0.15,0.51,10107,11706,,,,3,,,
0.98,0.15,0.47,10157,11715,,,,3,,,
0.95,0.14,0.45,10159,11745,,,,3,,,
0.99,0.13,0.44,10239,11803,,,,3,,,
0.94,0.13,0.5,10144,11722,,,,3,,,
0.94,0.15,0.51,10159,11613,,,,3,,,
0.93,0.16,0.5,10071,11729,,,,3,,,
0.93,0.13,0.49,10063,11579,,,,3,,,
0.94,0.13,0.5,10127,11753,,,,3,,,
0.96,0.14,0.5,10166,11759,,,,3,,,
0.94,0.13,0.51,10178,11782,,,,3,,,
0.96,0.15,0.52,10171,11767,,,,3,,,
0.95,0.15,0.45,10042,11667,,,,3,,,
0.9,0.14,0.49,10175,11778,,,,3,,,
0.9,0.14,0.5,10190,11765,,,,3,,,
0.93,0.09,0.44,10199,11775,,,,3,,,
0.95,0.15,0.46,10156,11816,,,,3,,,
0.99,0.16,0.46,10172,11803,,,,3,,,
1,0.14,0.49,10232,11906,,,,3,,,
0.99,0.11,0.45,10283,11806,,,,3,,,
0.99,0.16,0.47,10169,11817,,,,3,,,
0.99,0.14,0.46,10217,11788,,,,3,,,
0.98,0.16,0.49,10177,11761,,,,3,,,
0.98,0.1,0.46,10092,11698,,,,3,,,
0.96,0.16,0.46,10164,11743,,,,3,,,
0.96,0.13,0.49,10191,11784,,,,3,,,
0.98,0.17,0.49,10274,11805,,,,3,,,
0.98,0.16,0.49,10179,11738,,,,3,,,
0.96,0.16,0.5,10075,11608,,,,3,,,
0.99,0.17,0.46,10114,11701,,,,3,,,
1,0.17,0.45,10157,11710,,,,3,,,
0.99,0.13,0.45,10160,11872,,,,3,,,
0.99,0.1,0.49,10252,11741,,,,3,,,
0.98,0.13,0.47,10171,11687,,,,3,,,
1,0.17,0.5,10068,11642,,,,3,,,
1,0.14,0.49,10178,11751,,,,3,,,
1,0.14,0.47,10201,11798,,,,3,,,
0.94,0.11,0.49,10187,11853,,,,3,,,
0.95,0.14,0.52,10248,11792,,,,3,,,
0.95,0.15,0.49,10206,11802,,,,3,,,
0.98,0.17,0.49,10104,11758,,,,3,,,
0.99,0.16,0.45,10195,11781,,,,3,,,
0.98,0.16,0.45,10204,11641,,,,3,,,
0.96,0.15,0.49,10193,11785,,,,3,,,
0.98,0.16,0.49,10204,11781,,,,3,,,
0.96,0.15,0.47,10300,11870,,,,3,,,
0.99,0.16,0.47,10185,11798,,,,3,,,
0.99,0.17,0.49,10196,11765,,,,3,,,
1,0.14,0.51,10351,11803,,,,3,,,
0.98,0.14,0.51,10141,11633,,,,3,,,
0.95,0.17,0.47,10123,11774,,,,3,,,
0.98,0.16,0.43,10204,11794,,,,3,,,
0.99,0.13,0.47,10206,11905,,,,3,,,
1,0.14,0.47,10232,11806,,,,3,,,
0.96,0.14,0.46,10262,11758,,,,3,,,
0.96,0.14,0.49,10185,11802,,,,3,,,
1,0.14,0.46,10121,11679,,,,3,,,
0.99,0.17,0.45,10177,11754,,,,3,,,
0.98,0.16,0.47,10180,11774,,,,3,,,
0.93,0.16,0.47,10310,11831,,,,3,,,
0.95,0.09,0.46,10169,11729,,,,3,,,
0.98,0.15,0.46,10184,11746,,,,3,,,
0.96,0.13,0.49,10179,11734,,,,3,,,
0.99,0.15,0.47,10188,11823,,,,3,,,
0.96,0.15,0.49,10213,11743,,,,3,,,
0.96,0.13,0.5,10157,11616,,,,3,,,
0.98,0.14,0.47,10092,11722,,,,3,,,
0.98,0.1,0.49,10158,11752,,,,3,,,
0.99,0.13,0.47,10174,11740,,,,3,,,
0.96,0.13,0.45,10319,11852,,,,3,,,
0.94,0.17,0.46,10231,11781,,,,3,,,
0.94,0.15,0.47,10050,11687,,,,3,,,
0.95,0.15,0.46,10176,11772,,,,3,,,
0.98,0.15,0.49,10190,11750,,,,3,,,
0.95,0.11,0.47,10298,11727,,,,3,,,
0.96,0.14,0.47,10161,11738,,,,3,,,
0.99,0.13,0.46,10134,11705,,,,3,,,
0.98,0.15,0.46,10194,11786,,,,3,,,
0.95,0.17,0.45,10194,11744,,,,3,,,
0.96,0.13,0.46,10250,11740,,,,3,,,
0.96,0.14,0.46,10159,11772,,,,3,,,
0.99,0.13,0.47,10093,11718,,,,3,,,
1,0.13,0.47,10195,11889,,,,3,,,
1,0.15,0.49,10231,11794,,,,3,,,
0.99,0.15,0.49,10197,11768,,,,3,,,
0.99,0.13,0.51,10334,11869,,,,3,,,
0.98,0.13,0.47,10249,11665,,,,3,,,
0.96,0.11,0.5,10113,11735,,,,3,,,
0.94,0.11,0.5,10181,11760,,,,3,,,
0.98,0.11,0.49,10159,11787,,,,3,,,
0.99,0.14,0.47,10367,11864,,,,3,,,
0.98,0.14,0.45,10239,11692,,,,3,,,
0.96,0.16,0.46,10116,11764,,,,3,,,
0.98,0.16,0.44,10196,11792,,,,3,,,
0.98,0.15,0.46,10219,11758,,,,3,,,
0.98,0.13,0.44,10085,11729,,,,3,,,
0.98,0.16,0.45,10202,11785,,,,3,,,
0.95,0.15,0.46,10182,11763,,,,3,,,
0.94,0.13,0.49,10346,11902,,,,3,,,
0.99,0.11,0.49,10230,11670,,,,3,,,
0.96,0.13,0.47,10132,11754,,,,3,,,
0.96,0.15,0.47,10176,11792,,,,3,,,
0.96,0.15,0.49,10224,11836,,,,3,,,
0.95,0.13,0.47,10272,11808,,,,3,,,
0.93,0.15,0.47,10219,11752,,,,3,,,
0.95,0.14,0.45,10299,11805,,,,3,,,
0.98,0.14,0.5,10182,11693,,,,3,,,
0.96,0.14,0.49,10186,11758,,,,3,,,
1,0.13,0.47,10177,11754,,,,3,,,
1.01,0.14,0.51,10270,11807,,,,3,,,
0.96,0.14,0.46,10197,11771,,,,3,,,
0.96,0.14,0.46,10024,11755,,,,3,,,
0.98,0.14,0.49,10189,11793,,,,3,,,
0.95,0.14,0.46,10266,11773,,,,3,,,
0.98,0.16,0.45,10225,11786,,,,3,,,
0.96,0.16,0.47,10063,11706,,,,3,,,
0.95,0.17,0.46,10186,11781,,,,3,,,
0.93,0.14,0.44,10203,11769,,,,3,,,
0.95,0.15,0.5,10368,11885,,,,3,,,
0.94,0.14,0.5,10221,11788,,,,3,,,
0.96,0.15,0.47,10193,11713,,,,3,,,
0.93,0.13,0.46,10088,11741,,,,3,,,
0.94,0.11,0.52,10170,11882,,,,3,,,
0.96,0.13,0.54,10260,11791,,,,3,,,
0.95,0.15,0.5,10194,11788,,,,3,,,
1,0.15,0.5,10088,11675,,,,3,,,
0.99,0.15,0.51,10168,11761,,,,3,,,
0.96,0.13,0.49,10171,11760,,,,3,,,
0.96,0.14,0.46,10364,11919,,,,3,,,
0.94,0.14,0.49,10194,11795,,,,3,,,
0.98,0.15,0.46,10205,11769,,,,3,,,
0.96,0.14,0.46,10203,11808,,,,3,,,
0.94,0.13,0.44,10324,11862,,,,3,,,
0.96,0.13,0.44,10208,11804,,,,3,,,
0.99,0.15,0.47,10122,11657,,,,3,,,
0.96,0.17,0.49,10221,11838,,,,3,,,
0.98,0.19,0.47,10203,11814,,,,3,,,
0.96,0.16,0.47,10155,11748,,,,3,,,
0.96,0.13,0.46,10192,11797,,,,3,,,
0.96,0.14,0.45,10222,11893,,,,3,,,
0.95,0.16,0.44,10301,11805,,,,3,,,
0.98,0.15,0.45,10195,11766,,,,3,,,
0.99,0.15,0.46,10198,11771,,,,3,,,
0.99,0.13,0.46,10351,11897,,,,3,,,
0.96,0.15,0.47,10182,11779,,,,3,,,
0.93,0.17,0.45,10154,11720,,,,3,,,
0.96,0.15,0.5,10138,11712,,,,3,,,
0.99,0.16,0.49,10154,11674,,,,3,,,
0.96,0.15,0.45,10057,11640,,,,3,,,
0.99,0.15,0.47,10107,11676,,,,3,,,
0.96,0.14,0.46,10123,11637,,,,3,,,
0.95,0.15,0.45,10297,11714,,,,3,,,
0.94,0.14,0.51,10039,11602,,,,3,,,
0.95,0.15,0.47,10139,11723,,,,3,,,
0.96,0.15,0.46,10653,12063,,,,3,,,
0.93,0.13,0.46,10948,11796,,,,3,,,
0.96,0.15,0.49,10570,11372,,,,3,,,
0.98,0.15,0.47,10256,11326,,,,3,,,
0.95,0.14,0.51,10185,11300,,,,3,,,
0.96,0.15,0.5,10174,11411,,,,3,,,
0.96,0.17,0.5,10259,11372,,,,3,,,
0.98,0.17,0.46,10217,11293,,,,3,,,
0.99,0.16,0.47,10185,11477,,,,3,,,
0.99,0.16,0.46,10221,11526,,,,3,,,
0.99,0.16,0.47,10281,11590,,,,3,,,
0.95,0.14,0.46,10225,11490,,,,3,,,
0.96,0.15,0.46,10107,11536,,,,3,,,
0.98,0.19,0.49,10045,11429,,,,3,,,
0.99,0.17,0.45,10150,11500,,,,3,,,
0.99,0.14,0.46,10188,11510,,,,3,,,
0.96,0.16,0.49,10305,11627,,,,3,,,
0.94,0.16,0.47,10155,11525,,,,3,,,
0.96,0.17,0.5,10125,11496,,,,3,,,
0.98,0.15,0.46,10143,11491,,,,3,,,
0.95,0.15,0.46,10246,11614,,,,3,,,
0.94,0.15,0.52,10107,11496,,,,3,,,
0.98,0.15,0.45,10154,11344,,,,3,,,
1,0.15,0.44,10139,11623,,,,3,,,
1,0.19,0.45,10249,11514,,,,3,,,
0.99,0.17,0.45,10132,11456,,,,3,,,
1,0.16,0.46,10039,11303,,,,3,,,
0.98,0.17,0.46,10104,11401,,,,3,,,
0.96,0.14,0.46,9954,11334,,,,3,,,
0.95,0.14,0.47,10053,11391,,,,3,,,
0.96,0.15,0.46,10072,11363,,,,3,,,
0.99,0.17,0.46,10217,11485,,,,3,,,
0.98,0.17,0.45,10028,11388,,,,3,,,
0.98,0.16,0.45,10066,11297,,,,3,,,
1,0.11,0.47,9990,11316,,,,3,,,
1,0.15,0.43,10046,11483,,,,3,,,
1,0.16,0.44,10128,11387,,,,3,,,
0.96,0.16,0.44,10049,11342,,,,3,,,
0.98,0.16,0.45,9981,11355,,,,3,,,
0.99,0.13,0.46,10084,11442,,,,3,,,
0.98,0.14,0.47,10113,11332,,,,3,,,
0.95,0.11,0.44,10029,11341,,,,3,,,
0.96,0.14,0.44,10042,11324,,,,3,,,
0.99,0.16,0.44,10038,11369,,,,3,,,
0.98,0.14,0.46,10045,11182,,,,3,,,
1,0.15,0.44,9944,11247,,,,3,,,
0.99,0.15,0.44,10012,11342,,,,3,,,
1,0.13,0.44,10029,11362,,,,3,,,
0.98,0.14,0.44,10120,11220,,,,3,,,
1,0.13,0.45,10033,11315,,,,3,,,
1.01,0.11,0.45,10022,11328,,,,3,,,
1,0.11,0.46,10148,11440,,,,3,,,
1,0.13,0.46,9997,11358,,,,3,,,
0.98,0.09,0.44,9984,11329,,,,3,,,
0.99,0.11,0.44,10032,11332,,,,3,,,
0.98,0.14,0.44,10062,11458,,,,3,,,
0.99,0.14,0.46,10070,11333,,,,3,,,
1.01,0.15,0.49,10020,11318,,,,3,,,
1.02,0.14,0.46,9898,11229,,,,3,,,
1,0.14,0.46,10010,11352,,,,3,,,
1,0.11,0.46,10012,11358,,,,3,,,
0.99,0.15,0.46,10156,11466,,,,3,,,
0.99,0.13,0.46,9990,11350,,,,3,,,
0.99,0.15,0.49,9984,11344,,,,3,,,
1.01,0.13,0.47,10154,11446,,,,3,,,
0.96,0.13,0.47,10008,11377,,,,3,,,
1,0.09,0.45,10008,11268,,,,3,,,
0.98,0.14,0.46,9910,11274,,,,3,,,
0.98,0.15,0.47,9993,11329,,,,3,,,
0.96,0.14,0.46,10030,11431,,,,3,,,
0.93,0.13,0.46,9963,11342,,,,3,,,
0.95,0.13,0.49,10020,11242,,,,3,,,
0.96,0.14,0.47,9910,11223,,,,3,,,
0.99,0.14,0.47,9982,11299,,,,3,,,
0.99,0.13,0.43,9954,11275,,,,3,,,
0.99,0.15,0.47,9820,11206,,,,3,,,
1,0.14,0.49,9975,11281,,,,3,,,
0.96,0.11,0.5,9983,11370,,,,3,,,
0.96,0.09,0.49,10092,11345,,,,3,,,
0.94,0.09,0.47,10018,11269,,,,3,,,
0.96,0.09,0.46,10005,11301,,,,3,,,
0.98,0.1,0.45,10036,11431,,,,3,,,
0.98,0.09,0.47,10050,11278,,,,3,,,
0.96,0.1,0.46,10006,11312,,,,3,,,
0.94,0.09,0.49,9891,11297,,,,3,,,
0.98,0.11,0.47,9871,11195,,,,3,,,
0.96,0.14,0.46,9933,11267,,,,3,,,
0.95,0.11,0.47,9982,11300,,,,3,,,
0.94,0.14,0.46,9977,11284,,,,3,,,
0.96,0.13,0.47,9981,11300,,,,3,,,
0.95,0.1,0.45,9895,11139,,,,3,,,
0.98,0.11,0.45,9944,11268,,,,3,,,
0.99,0.11,0.47,9986,11309,,,,3,,,
0.96,0.11,0.45,9998,11317,,,,3,,,
0.98,0.11,0.49,9984,11322,,,,3,,,
0.99,0.1,0.46,10111,11398,,,,3,,,
0.98,0.13,0.47,10010,11307,,,,3,,,
0.99,0.08,0.47,9925,11194,,,,3,,,
0.95,0.04,0.47,9985,11319,,,,3,,,
0.98,0.1,0.47,10133,11433,,,,3,,,
0.99,0.13,0.45,10015,11102,,,,3,,,
0.95,0.16,0.46,10118,11434,,,,3,,,
0.95,0.15,0.45,10016,11346,,,,3,,,
0.95,0.13,0.45,10006,11191,,,,3,,,
0.96,0.15,0.45,9909,11283,,,,3,,,
0.96,0.14,0.44,9988,11448,,,,3,,,
0.98,0.14,0.45,10019,11283,,,,3,,,
0.96,0.14,0.47,9989,11325,,,,3,,,
0.96,0.13,0.45,9868,11214,,,,3,,,
0.98,0.11,0.47,9948,11263,,,,3,,,
0.98,0.14,0.46,9957,11280,,,,3,,,
0.99,0.16,0.49,10115,11396,,,,3,,,
0.96,0.15,0.41,9967,11149,,,,3,,,
1,0.1,0.44,9970,11288,,,,3,,,
1,0.1,0.43,9970,11295,,,,3,,,
1,0.09,0.44,10124,11418,,,,3,,,
1,0.15,0.5,9944,11328,,,,3,,,
0.98,0.19,0.46,10011,11289,,,,3,,,
0.98,0.15,0.46,9927,11287,,,,3,,,
0.98,0.09,0.46,9980,11296,,,,3,,,
0.96,0.13,0.45,9964,11422,,,,3,,,
0.95,0.13,0.47,10053,11275,,,,3,,,
0.95,0.14,0.47,9971,11331,,,,3,,,
0.94,0.11,0.47,9876,11194,,,,3,,,
0.94,0.13,0.43,9949,11274,,,,3,,,
0.98,0.16,0.41,9975,11360,,,,3,,,
0.98,0.17,0.46,9993,11297,,,,3,,,
0.98,0.13,0.47,9860,11209,,,,3,,,
0.96,0.13,0.46,10036,11388,,,,3,,,
0.99,0.14,0.47,10009,11321,,,,3,,,
1,0.16,0.45,9955,11163,,,,3,,,
0.98,0.13,0.49,9973,11421,,,,3,,,
0.99,0.16,0.46,10078,11301,,,,3,,,
0.98,0.13,0.46,9977,11307,,,,3,,,
0.95,0.13,0.46,10060,11387,,,,3,,,
0.96,0.11,0.46,9926,11289,,,,3,,,
1,0.1,0.43,9846,11308,,,,3,,,
0.96,0.16,0.45,9973,11361,,,,3,,,
0.96,0.14,0.47,9952,11327,,,,3,,,
0.99,0.14,0.47,9877,11168,,,,3,,,
0.95,0.14,0.46,9901,11283,,,,3,,,
0.99,0.13,0.47,9972,11322,,,,3,,,
0.99,0.11,0.47,9972,11443,,,,3,,,
0.98,0.13,0.45,10059,11289,,,,3,,,
0.99,0.15,0.46,9878,11229,,,,3,,,
0.99,0.15,0.46,9974,11307,,,,3,,,
0.96,0.1,0.46,9978,11315,,,,3,,,
0.96,0.13,0.47,10077,11408,,,,3,,,
0.99,0.11,0.45,9926,11316,,,,3,,,
0.95,0.1,0.43,10085,11408,,,,3,,,
0.96,0.15,0.47,9976,11112,,,,3,,,
0.94,0.11,0.44,9878,11290,,,,3,,,
0.94,0.14,0.46,9960,11394,,,,3,,,
0.99,0.15,0.46,10046,11199,,,,3,,,
1.01,0.15,0.46,9965,11273,,,,3,,,
1.01,0.14,0.43,9949,11210,,,,3,,,
0.98,0.15,0.43,9940,11264,,,,3,,,
0.95,0.13,0.43,9852,11183,,,,3,,,
0.99,0.09,0.46,9939,11259,,,,3,,,
0.99,0.06,0.47,10060,11340,,,,3,,,
0.99,0.06,0.44,9958,11282,,,,3,,,
1,0.1,0.49,9921,11170,,,,3,,,
0.98,0.11,0.45,9937,11250,,,,3,,,
0.98,0.1,0.41,9938,11277,,,,3,,,
0.95,0.14,0.45,10096,11384,,,,3,,,
0.95,0.13,0.47,9977,11263,,,,3,,,
0.98,0.13,0.47,9966,11215,,,,3,,,
1,0.09,0.45,9826,11190,,,,3,,,
1,0.13,0.47,9945,11237,,,,3,,,
0.96,0.13,0.49,9960,11269,,,,3,,,
0.96,0.09,0.45,9904,11119,,,,3,,,
0.99,0.13,0.46,9902,11225,,,,3,,,
1.01,0.13,0.43,10046,11376,,,,3,,,
1,0.13,0.45,9959,11253,,,,3,,,
0.98,0.1,0.45,9944,11241,,,,3,,,
0.98,0.11,0.45,10035,11368,,,,3,,,
0.98,0.11,0.46,9985,11283,,,,3,,,
0.95,0.16,0.5,9923,11171,,,,3,,,
0.95,0.14,0.46,9873,11229,,,,3,,,
0.95,0.16,0.47,10102,11351,,,,3,,,
0.94,0.14,0.46,9984,11290,,,,3,,,
1,0.11,0.46,9781,11147,,,,3,,,
0.98,0.14,0.45,9908,11253,,,,3,,,
0.94,0.14,0.47,9952,11286,,,,3,,,
0.94,0.15,0.49,9989,11216,,,,3,,,
0.98,0.13,0.51,9858,11198,,,,3,,,
0.91,0.14,0.5,9968,11417,,,,3,,,
0.98,0.13,0.44,10055,11316,,,,3,,,
0.98,0.11,0.47,9924,11253,,,,3,,,
0.99,0.11,0.51,9978,11287,,,,3,,,
0.98,0.14,0.49,9976,11278,,,,3,,,
0.96,0.11,0.45,10081,11406,,,,3,,,
0.96,0.13,0.46,9977,11305,,,,3,,,
0.96,0.08,0.43,9961,11288,,,,3,,,
1,0.15,0.45,9972,11410,,,,3,,,
0.99,0.14,0.39,9976,11322,,,,3,,,
1.02,0.14,0.43,9945,11189,,,,3,,,
0.99,0.13,0.45,9854,11218,,,,3,,,
0.95,0.11,0.47,9915,11277,,,,3,,,
0.96,0.14,0.46,9927,11250,,,,3,,,
0.94,0.11,0.46,9931,11271,,,,3,,,
1,0.13,0.45,9848,11113,,,,3,,,
0.98,0.15,0.44,9898,11250,,,,3,,,
