~Time(seconds),R,IR
132.18,9930,11381
132.2,9957,11319
132.22,9801,11367
132.24,10089,11470
132.26,9945,11387
132.28,9947,11347
132.3,9843,11310
132.32,9931,11323
132.34,9813,11376
132.36,9915,11504
132.38,10033,11387
132.4,9943,11389
132.42,9816,11291
132.44,9904,11458
132.46,9990,11185
132.48,9819,11331
132.5,9925,11374
132.52,9940,11418
132.54,9921,11412
132.56,9795,11296
132.58,9917,11398
132.6,9941,11382
132.62,10031,11533
132.64,10024,11417
132.66,9830,11275
132.68,9888,11410
132.7,9907,11401
132.72,10071,11490
132.74,9903,11404
132.76,9915,11401
132.78,9984,11467
132.8,9939,11388
132.82,9943,11188
132.84,9820,11405
132.86,10023,11437
132.88,9938,11367
132.9,9776,11223
132.92,9855,11331
132.94,9924,11285
132.96,9925,11486
132.98,9981,11342
133,9912,11374
133.02,9843,11273
133.04,9919,11299
133.06,9934,11452
133.08,9964,11393
133.1,9929,11301
133.12,9768,11275
133.14,9912,11364
133.16,9893,11426
133.18,9992,11415
133.2,9867,11332
133.22,9780,11217
133.24,9870,11350
133.26,10012,11480
133.28,9924,11373
133.3,9962,11218
133.32,9827,11370
133.34,9881,11491
133.36,9992,11343
133.38,9911,11393
133.4,9818,11286
133.42,9918,11368
133.44,9928,11367
133.46,10060,11369
133.48,9941,11396
133.5,10036,11492
133.52,9995,11422
133.54,9888,11366
133.56,10018,11381
133.58,9923,11397
133.6,9804,11291
133.62,9911,11396
133.64,9938,11385
133.66,10010,11393
133.68,9908,11293
133.7,9868,11379
133.72,9936,11405
133.74,9963,11563
133.76,10034,11394
133.78,10045,11518
133.8,9985,11328
133.82,9976,11373
133.84,9799,11238
133.86,9890,11338
133.88,9922,11428
133.9,10006,11403
133.92,9932,11340
133.94,9802,11250
133.96,9880,11364
133.98,9920,11497
134,9946,11382
134.02,9939,11375
134.04,9796,11277
134.06,9898,11360
134.08,9928,11378
134.1,9958,11465
134.12,9931,11397
134.14,9944,11337
134.16,9927,11393
134.18,9924,11430
134.2,10029,11390
134.22,9848,11358
134.24,9927,11401
134.26,9932,11502
134.28,10017,11434
134.3,9937,11357
134.32,10022,11404
134.34,9938,11406
134.36,9785,11323
134.38,9942,11427
134.4,10043,11480
134.42,9798,11310
134.44,9938,11359
134.46,9998,11468
134.48,9910,11369
134.5,9829,11309
134.52,9944,11400
134.54,10023,11523
134.56,9998,11345
134.58,9913,11359
134.6,9820,11259
134.62,10051,11389
134.64,9786,11237
134.66,9890,11353
134.68,9933,11362
134.7,10071,11446
134.72,9915,11263
134.74,9884,11337
134.76,9917,11353
134.78,9986,11457
134.8,9994,11385
134.82,9940,11348
134.84,10009,11408
134.86,9937,11365
134.88,9792,11212
134.9,9822,11334
134.92,9900,11235
134.94,9887,11329
134.96,9938,11369
134.98,10051,11476
135,9951,11248
135.02,9816,11343
135.04,9793,11288
135.06,9906,11364
135.08,9919,11379
135.1,10031,11419
135.12,9933,11417
135.14,9865,11281
135.16,9905,11358
135.18,10053,11499
135.2,9903,11359
135.22,9947,11196
135.24,9804,11335
135.26,9939,11380
135.28,9945,11395
135.3,10045,11458
135.32,9940,11341
135.34,9803,11325
135.36,9929,11405
135.38,9977,11486
135.4,9991,11409
135.42,9947,11399
135.44,10064,11472
135.46,9946,11401
135.48,9942,11381
135.5,9784,11385
135.52,9923,11531
135.54,10008,11379
135.56,9909,11214
135.58,9818,11284
135.6,9912,11359
135.62,9906,11342
135.64,10050,11242
135.66,9894,11351
135.68,10009,11386
135.7,9923,11347
135.72,9793,11255
135.74,9859,11341
135.76,10048,11435
135.78,9934,11378
135.8,9925,11371
135.82,9793,11296
135.84,9883,11307
135.86,9937,11344
135.88,9788,11216
135.9,9891,11350
135.92,9890,11322
135.94,10028,11403
135.96,9931,11324
135.98,9874,11181
136,9953,11372
136.02,9786,11287
136.04,9889,11510
136.06,10000,11441
136.08,9795,11264
136.1,9917,11335
136.12,9934,11372
136.14,10058,11436
136.16,9884,11281
136.18,9889,11376
136.2,9938,11372
136.22,9929,11358
136.24,9873,11278
136.26,9876,11344
136.28,9910,11370
136.3,9925,11384
136.32,9801,11294
136.34,9936,11379
136.36,10028,11452
136.38,9929,11377
136.4,9808,11277
136.42,9907,11339
136.44,9895,11436
136.46,9996,11407
136.48,9897,11342
136.5,9768,11328
136.52,9917,11347
136.54,9756,11223
136.56,9868,11315
136.58,9926,11352
136.6,10013,11408
136.62,9900,11326
136.64,9894,11174
136.66,9809,11321
136.68,9886,11325
136.7,9900,11439
136.72,9914,11358
136.74,9764,11257
136.76,9868,11332
136.78,9902,11349
136.8,10005,11433
136.82,9909,11339
136.84,9890,11223
136.86,9816,11339
136.88,9929,11338
136.9,9901,11448
136.92,9900,11250
136.94,9788,11317
136.96,9894,11361
136.98,9912,11502
137,9931,11362
137.02,9914,11370
137.04,10038,11458
137.06,9866,11358
137.08,9907,11283
137.1,9817,11317
137.12,9903,11330
137.14,9923,11321
137.16,9815,11367
137.18,9945,11390
137.2,9869,11364
137.22,9921,11364
137.24,10047,11462
137.26,9892,11416
137.28,9926,11363
137.3,9931,11375
137.32,10046,11358
137.34,9908,11490
137.36,9923,11408
137.38,9855,11243
137.4,9824,11342
137.42,9911,11379
137.44,9910,11375
137.46,9912,11244
137.48,9819,11278
137.5,9887,11355
137.52,9900,11335
137.54,10037,11410
137.56,9923,11353
137.58,9894,11180
137.6,9809,11366
137.62,10060,11491
137.64,9963,11392
137.66,9918,11256
137.68,9802,11306
137.7,9905,11338
137.72,9901,11346
137.74,10042,11363
137.76,9909,11353
137.78,9761,11236
137.8,9857,11375
137.82,9981,11405
137.84,9984,11330
137.86,9864,11357
137.88,9843,11263
137.9,9896,11356
137.92,9931,11381
137.94,10065,11491
137.96,9728,11236
137.98,9860,11374
138,9974,11404
138.02,9814,11281
138.04,9909,11365
138.06,9905,11344
138.08,10012,11456
138.1,9932,11412
138.12,9887,11210
138.14,9822,11347
138.16,9903,11447
138.18,10011,11441
138.2,9916,11327
138.22,9772,11225
138.24,9844,11303
138.26,9887,11344
138.28,9908,11434
138.3,9756,11244
138.32,9873,11322
138.34,9889,11313
138.36,9966,11391
138.38,9876,11360
138.4,9899,11389
138.42,9794,11266
138.44,9898,11322
138.46,9891,11399
138.48,10007,11415
138.5,9874,11368
138.52,9839,11290
138.54,9898,11325
138.56,9949,11453
138.58,9974,11297
138.6,9874,11326
138.62,9884,11448
138.64,9900,11367
138.66,9922,11302
138.68,9810,11248
138.7,9897,11399
138.72,9914,11285
138.74,9687,11228
138.76,9832,11307
138.78,9903,11330
138.8,9899,11214
138.82,9781,11289
138.84,9865,11318
138.86,9895,11410
138.88,9977,11390
138.9,9891,11362
138.92,9835,11290
138.94,9885,11332
138.96,9937,11459
138.98,9965,11395
139,9907,11346
139.02,9904,11427
139.04,9970,11414
139.06,9927,11310
139.08,9790,11275
139.1,9838,11340
139.12,10030,11421
139.14,9884,11340
139.16,9739,11208
139.18,9834,11290
139.2,9872,11313
139.22,9855,11294
139.24,9871,11284
139.26,9769,11212
139.28,9856,11282
139.3,9885,11275
139.32,9873,11404
139.34,9931,11267
139.36,9831,11320
139.38,9724,11174
139.4,9857,11304
139.42,9853,11280
139.44,9860,11280
139.46,9991,11385
139.48,9912,11284
139.5,9876,11281
139.52,9747,11239
139.54,9883,11292
139.56,9912,11375
139.58,9948,11280
139.6,9864,11322
139.62,9762,11309
139.64,9957,11342
139.66,9849,11284
139.68,9658,11145
139.7,9817,11286
139.72,9845,11288
139.74,9708,11170
139.76,9837,11263
139.78,9861,11301
139.8,9929,11385
139.82,9938,11303
139.84,9873,11304
139.86,9914,11413
139.88,9962,11287
139.9,9890,11321
139.92,9777,11240
139.94,9951,11304
139.96,9883,11339
139.98,9700,11237
140,9816,11308
140.02,9869,11281
140.04,9745,11172
140.06,9853,11270
140.08,9861,11278
140.1,9951,11339
140.12,9893,11273
140.14,9877,11151
140.16,9806,11237
140.18,9854,11329
140.2,9834,11233
140.22,9700,11149
140.24,9816,11259
140.26,9864,11265
140.28,9913,11277
140.3,9976,11371
140.32,9878,11259
140.34,9808,11132
140.36,9754,11266
140.38,9850,11278
140.4,9824,11262
140.42,9830,11269
140.44,9872,11373
140.46,9936,11254
140.48,9869,11345
140.5,9839,11287
140.52,9708,11172
140.54,9808,11260
140.56,9840,11312
140.58,9999,11421
140.6,9902,11317
140.62,9859,11218
140.64,9744,11189
140.66,9831,11308
140.68,9861,11285
140.7,9914,11245
140.72,9863,11315
140.74,9750,11211
140.76,9843,11407
140.78,9854,11329
140.8,9666,11298
140.82,9972,11379
140.84,9917,11291
140.86,9843,11262
140.88,9776,11224
140.9,9716,11262
140.92,9847,11362
140.94,9946,11216
140.96,9864,11243
140.98,9716,11151
141,9802,11299
141.02,9852,11257
141.04,9832,11394
141.06,9959,11354
141.08,9836,11275
141.1,9644,11285
141.12,9962,11364
141.14,9869,11262
141.16,9827,11132
141.18,9766,11236
141.2,9829,11270
141.22,9897,11365
141.24,9905,11229
141.26,9855,11262
141.28,9755,11147
141.3,9837,11262
141.32,9870,11250
141.34,9795,11271
141.36,9847,11266
141.38,9722,11174
141.4,9819,11303
141.42,9664,11153
141.44,9826,11255
141.46,9838,11292
141.48,9948,11392
141.5,9826,11144
141.52,9915,11395
141.54,9869,11329
141.56,9866,11290
141.58,9777,11235
141.6,9850,11305
141.62,9863,11286
141.64,9737,11292
141.66,9831,11333
141.68,9859,11310
141.7,9753,11192
141.72,9845,11274
141.74,9840,11279
141.76,9973,11355
141.78,9701,11125
141.8,9823,11239
141.82,9844,11295
141.84,9945,11308
141.86,9850,11270
141.88,9687,11123
141.9,9842,11240
141.92,9861,11146
141.94,9803,11257
141.96,9954,11366
141.98,9742,11182
142,9813,11281
142.02,9876,11182
142.04,9756,11208
142.06,9847,11285
142.08,9847,11389
142.1,9952,11301
142.12,9846,11289
142.14,9724,11207
142.16,9817,11279
142.18,9852,11331
142.2,9907,11331
142.22,9825,11291
142.24,9852,11277
142.26,9858,11269
142.28,9839,11294
142.3,9779,11138
142.32,9772,11273
142.34,9822,11266
142.36,9857,11411
142.38,9966,11340
142.4,9831,11273
142.42,9712,11153
142.44,9819,11258
142.46,9866,11301
142.48,9909,11365
142.5,9850,11314
142.52,9903,11279
142.54,9719,11208
142.56,9832,11265
142.58,9861,11267
142.6,9854,11226
142.62,9703,11193
142.64,9833,11264
142.66,9846,11264
142.68,9948,11199
142.7,9863,11266
142.72,9857,11294
142.74,9954,11332
142.76,9861,11172
142.78,9837,11253
142.8,9869,11251
142.82,9742,11269
142.84,9829,11359
142.86,9954,11246
142.88,9854,11275
142.9,9852,11282
142.92,9732,11143
142.94,9838,11267
142.96,9849,11277
142.98,9993,11272
143,9759,11273
143.02,9876,11263
143.04,9854,11401
143.06,9960,11309
143.08,9855,11289
143.1,9860,11302
143.12,9928,11295
143.14,9855,11279
143.16,9770,11199
143.18,9807,11272
143.2,9823,11320
143.22,9745,11166
143.24,9860,11286
143.26,10016,11424
143.28,9874,11305
143.3,9874,11234
143.32,9864,11309
143.34,9872,11355
143.36,9982,11353
143.38,9881,11321
143.4,9834,11357
143.42,9901,11274
143.44,9850,11371
143.46,9907,11290
143.48,9851,11286
143.5,9724,11310
143.52,9857,11258
143.54,9856,11390
143.56,9819,11285
143.58,9873,11179
143.6,9755,11377
143.62,9840,11280
143.64,9861,11282
143.66,10047,11409
143.68,9868,11324
143.7,9848,11283
143.72,9868,11386
143.74,9933,11344
143.76,9865,11288
143.78,9724,11177
143.8,9812,11245
143.82,9910,11420
143.84,9929,11247
143.86,9872,11283
143.88,9744,11214
143.9,9836,11288
143.92,9889,11268
143.94,9957,11380
143.96,9927,11333
143.98,9853,11296
144,9693,11322
144.02,9817,11153
144.04,9794,11278
144.06,9878,11289
144.08,9890,11326
144.1,9864,11211
144.12,9776,11255
144.14,9861,11302
144.16,9887,11426
144.18,9887,11346
144.2,9843,11291
144.22,9753,11206
144.24,9841,11257
144.26,9856,11281
144.28,9878,11184
144.3,9731,11250
144.32,9853,11285
144.34,9847,11304
144.36,9962,11171
144.38,9974,11275
144.4,9873,11295
144.42,9742,11217
144.44,9833,11298
144.46,9841,11284
144.48,9920,11313
144.5,9845,11222
144.52,9741,11220
144.54,9836,11265
144.56,9855,11271
144.58,9968,11283
144.6,9866,11282
144.62,9754,11215
144.64,9862,11264
144.66,9847,11306
144.68,9973,11274
144.7,9753,11242
144.72,9854,11299
144.74,9867,11251
144.76,9867,11295
144.78,9855,11327
144.8,9846,11160
144.82,9786,11239
144.84,9862,11312
144.86,9856,11301
144.88,9962,11393
144.9,9842,11311
144.92,9751,11272
144.94,9888,11319
144.96,9999,11385
144.98,9847,11324
145,9861,11288
145.02,9882,11316
145.04,9738,11226
145.06,9850,11291
145.08,9989,11302
145.1,9887,11307
145.12,9792,11188
145.14,9805,11266
145.16,9861,11284
145.18,9865,11279
145.2,9742,11192
145.22,9839,11243
145.24,9843,11283
145.26,9965,11378
145.28,9800,11150
145.3,9871,11294
145.32,9841,11181
145.34,9771,11245
145.36,9864,11296
145.38,9927,11278
145.4,9741,11286
145.42,9844,11283
145.44,9838,11417
145.46,9957,11316
145.48,9860,11202
145.5,9871,11245
145.52,9847,11259
145.54,9891,11356
145.56,9949,11278
145.58,9874,11226
145.6,9855,11288
145.62,9868,11286
145.64,9723,11203
145.66,9849,11485
145.68,9856,11289
145.7,9853,11287
145.72,9916,11274
145.74,9861,11294
145.76,9755,11215
145.78,9855,11308
145.8,9882,11317
145.82,10008,11395
145.84,9895,11330
145.86,9849,11268
145.88,9768,11236
145.9,9845,11311
145.92,9997,11395
145.94,9912,11269
145.96,9875,11305
145.98,9729,11184
146,9898,11382
146.02,9883,11303
146.04,9874,11121
146.06,9787,11276
146.08,9848,11311
146.1,9863,11449
146.12,9953,11267
146.14,9864,11232
146.16,9874,11296
146.18,9878,11472
146.2,9970,11311
146.22,9897,11311
146.24,9753,11296
146.26,9849,11301
146.28,9873,11335
146.3,10004,11416
146.32,9917,11349
146.34,9886,11283
146.36,9930,11434
146.38,9898,11184
146.4,9827,11297
146.42,9865,11312
146.44,10027,11466
146.46,9958,11279
146.48,9882,11321
146.5,9777,11243
146.52,9835,11310
146.54,10004,11428
146.56,9898,11302
146.58,9783,11253
146.6,9854,11333
146.62,9898,11353
146.64,9994,11460
146.66,9825,11329
146.68,9957,11447
146.7,9858,11350
146.72,9843,11316
146.74,9865,11326
146.76,9994,11455
146.78,9772,11226
146.8,9843,11333
146.82,9869,11342
146.84,9919,11348
146.86,9904,11219
146.88,9765,11312
146.9,9882,11339
146.92,9890,11405
146.94,9955,11400
146.96,9842,11215
146.98,9847,11285
147,9868,11333
147.02,10031,11427
147.04,9877,11323
147.06,9882,11313
147.08,9999,11416
147.1,9908,11336
147.12,9817,11195
147.14,9831,11304
147.16,9858,11318
147.18,9892,11490
147.2,9970,11336
147.22,9892,11327
147.24,9791,11253
147.26,9870,11361
147.28,9952,11306
147.3,9891,11296
147.32,9779,11194
147.34,9852,11499
147.36,9973,11279
147.38,9878,11302
147.4,9865,11307
147.42,9979,11439
147.44,9893,11173
147.46,9778,11290
147.48,9877,11453
147.5,9859,11363
147.52,9821,11314
147.54,9892,11340
147.56,9872,11446
147.58,9957,11356
147.6,9900,11291
147.62,9769,11249
147.64,9873,11350
147.66,9949,11285
147.68,9860,11349
147.7,10007,11443
147.72,9908,11336
147.74,9875,11193
147.76,9807,11297
147.78,9893,11337
147.8,9889,11415
147.82,9909,11232
147.84,9808,11240
147.86,9852,11296
147.88,9870,11379
147.9,9901,11180
147.92,9766,11248
147.94,9852,11271
147.96,9837,11286
147.98,9878,11299
148,9971,11397
148.02,9781,11209
148.04,9847,11282
148.06,9867,11299
148.08,9965,11326
148.1,9711,11156
148.12,9840,11273
148.14,9879,11307
148.16,9931,11332
148.18,9829,11210
148.2,9868,11307
148.22,9884,11491
148.24,9974,11340
148.26,9859,11326
148.28,9757,11323
148.3,9943,11309
148.32,9888,11329
148.34,9793,11238
148.36,9874,11331
148.38,9877,11334
148.4,9748,11272
148.42,9876,11321
148.44,9911,11442
148.46,9973,11426
148.48,9919,11352
148.5,9793,11206
148.52,9832,11370
148.54,9900,11351
148.56,9881,11481
148.58,9966,11366
148.6,9795,11285
148.62,9892,11448
148.64,9948,11290
148.66,9892,11301
148.68,9799,11237
148.7,9881,11292
148.72,10020,11439
148.74,9935,11319
148.76,9875,11175
148.78,9777,11295
148.8,9889,11333
148.82,9891,11491
148.84,9981,11364
148.86,9856,11361
148.88,9739,11198
148.9,9851,11325
148.92,9888,11334
148.94,9976,11435
148.96,9843,11354
148.98,9812,11268
149,9874,11315
149.02,9912,11329
149.04,10026,11439
149.06,9953,11317
149.08,9894,11350
149.1,9784,11281
149.12,9899,11348
149.14,9901,11466
149.16,9969,11385
149.18,9915,11328
149.2,9729,11491
149.22,9934,11317
149.24,9852,11373
149.26,9825,11256
149.28,9877,11362
149.3,9894,11369
149.32,10002,11375
149.34,9867,11377
149.36,9727,11252
149.38,9864,11371
149.4,9910,11360
149.42,10053,11490
149.44,9953,11403
149.46,9891,11361
149.48,9765,11283
149.5,9881,11373
149.52,9896,11455
149.54,9920,11356
149.56,9857,11227
149.58,9799,11308
149.6,9871,11323
149.62,9958,11442
149.64,9905,11354
149.66,9905,11140
149.68,9786,11283
149.7,9864,11335
149.72,9886,11381
149.74,9883,11182
149.76,9768,11319
149.78,9857,11341
149.8,9892,11400
149.82,9873,11374
149.84,9894,11207
149.86,9796,11291
149.88,9886,11340
149.9,9902,11426
149.92,9995,11339
149.94,9885,11340
149.96,9985,11443
149.98,9927,11375
150,9898,11448
150.02,9995,11377
150.04,9916,11363
150.06,9802,11312
150.08,9873,11343
150.1,9905,11360
150.12,10061,11507
150.14,9764,11360
150.16,9898,11261
150.18,9861,11360
150.2,9892,11363
150.22,9994,11489
150.24,9754,11270
150.26,9849,11353
150.28,9894,11352
150.3,10022,11479
150.32,9918,11362
150.34,9882,11242
150.36,9766,11276
150.38,9872,11357
150.4,9884,11340
150.42,9943,11437
150.44,9857,11371
150.46,9897,11358
150.48,9882,11382
150.5,9979,11507
150.52,9878,11388
150.54,9879,11347
150.56,9893,11363
150.58,9987,11459
150.6,9910,11359
150.62,9820,11205
150.64,9834,11361
150.66,9889,11309
150.68,9876,11346
150.7,9870,11385
150.72,9895,11376
150.74,9800,11231
150.76,9859,11354
150.78,9916,11363
150.8,10029,11492
150.82,9884,11362
150.84,9898,11257
150.86,9782,11316
150.88,9889,11361
150.9,9885,11534
150.92,9909,11405
150.94,9896,11268
150.96,9808,11325
150.98,9892,11381
151,9936,11458
151.02,9911,11227
151.04,9790,11315
151.06,9976,11465
151.08,9904,11398
151.1,9730,11279
151.12,9850,11364
151.14,9886,11398
151.16,9910,11390
151.18,9890,11419
151.2,9983,11431
151.22,9867,11359
151.24,9844,11346
151.26,9906,11355
151.28,9800,11213
151.3,9812,11301
151.32,9894,11335
151.34,9891,11485
151.36,9972,11266
151.38,9794,11307
151.4,9895,11357
151.42,9867,11396
151.44,9999,11433
151.46,9883,11362
151.48,9874,11364
151.5,9987,11458
151.52,9760,11251
151.54,9822,11337
151.56,9880,11337
151.58,9983,11435
151.6,9911,11386
151.62,9879,11189
151.64,9790,11326
151.66,9890,11250
151.68,9862,11351
151.7,9891,11368
151.72,10007,11481
151.74,9738,11264
151.76,9832,11372
151.78,10006,11483
151.8,9928,11360
151.82,9773,11267
151.84,9824,11350
151.86,9870,11385
151.88,9900,11374
151.9,9915,11389
151.92,9785,11273
151.94,9887,11507
151.96,9998,11397
151.98,9902,11383
152,9999,11438
152.02,9900,11347
152.04,9881,11219
152.06,9785,11338
152.08,9883,11348
152.1,9902,11468
152.12,9961,11327
152.14,9780,11253
152.16,9858,11390
152.18,9899,11542
152.2,10000,11353
152.22,9863,11387
152.24,9747,11233
152.26,9835,11332
152.28,9881,11349
152.3,9968,11467
152.32,9982,11228
152.34,9792,11341
152.36,9895,11352
152.38,9879,11389
152.4,9973,11427
152.42,9918,11393
152.44,9912,11214
152.46,9822,11346
152.48,9887,11352
152.5,9924,11492
152.52,9965,11211
152.54,9825,11319
152.56,9879,11380
152.58,9872,11505
152.6,9976,11359
152.62,9907,11395
152.64,9752,11371
152.66,9904,11415
152.68,10022,11325
152.7,9915,11364
152.72,9914,11479
152.74,9960,11334
152.76,9885,11390
152.78,9744,11480
152.8,9967,11344
152.82,9817,11289
152.84,9858,11330
152.86,9877,11324
152.88,9978,11419
152.9,9881,11327
152.92,9877,11413
152.94,9993,11415
152.96,9897,11355
152.98,9807,11233
153,9876,11360
153.02,9944,11460
153.04,9901,11363
153.06,9863,11331
153.08,9871,11338
153.1,9887,11345
153.12,9740,11224
153.14,9882,11311
153.16,9867,11352
153.18,9995,11348
153.2,9883,11453
153.22,9945,11204
153.24,9799,11307
153.26,9870,11361
153.28,9864,11386
153.3,9804,11234
153.32,9821,11333
153.34,9876,11351
153.36,9895,11462
153.38,9940,11316
153.4,9845,11336
153.42,9891,11379
153.44,9998,11448
153.46,9896,11372
153.48,9803,11194
153.5,10049,11456
153.52,9887,11383
153.54,9865,11269
153.56,9774,11284
153.58,9848,11343
153.6,9882,11374
153.62,10004,11441
153.64,9889,11364
153.66,9853,11213
153.68,9785,11294
153.7,9877,11414
153.72,9906,11318
153.74,9819,11299
153.76,9772,11199
153.78,9873,11342
153.8,9955,11417
153.82,9855,11322
153.84,9734,11195
153.86,9815,11297
153.88,9840,11321
153.9,9850,11473
153.92,9863,11173
153.94,9784,11310
153.96,9857,11313
153.98,9726,11236
154,9956,11383
154.02,9906,11281
154.04,9673,11202
154.06,9833,11294
154.08,9832,11314
154.1,9918,11440
154.12,9913,11316
154.14,9726,11209
154.16,9857,11321
154.18,9842,11316
154.2,9973,11429
154.22,9921,11183
154.24,9802,11322
154.26,9878,11345
154.28,9909,11452
154.3,9942,11337
154.32,9865,11337
154.34,9785,11361
154.36,9864,11376
154.38,9944,11426
154.4,9929,11284
154.42,9867,11337
154.44,9743,11239
154.46,9824,11309
154.48,9836,11317
154.5,10052,11432
154.52,9838,11325
154.54,9785,11295
154.56,9862,11328
154.58,10018,11447
154.6,9876,11366
154.62,9871,11316
154.64,9856,11327
154.66,9812,11354
154.68,9748,11226
154.7,9870,11326
154.72,9884,11299
154.74,9988,11330
154.76,9770,11248
154.78,9831,11416
154.8,9963,11383
154.82,9859,11348
154.84,9708,11485
154.86,9934,11302
154.88,9894,11332
154.9,9739,11213
154.92,9856,11316
154.94,9865,11339
154.96,9832,11324
154.98,9745,11244
155,9824,11341
155.02,9861,11332
155.04,9989,11333
155.06,9717,11239
155.08,9842,11359
155.1,9901,11341
155.12,9905,11445
155.14,9956,11353
155.16,9871,11378
155.18,9870,11516
155.2,9984,11404
155.22,9859,11321
155.24,9736,11276
155.26,9839,11340
155.28,9873,11413
155.3,9880,11341
155.32,9789,11216
155.34,9824,11307
155.36,9869,11318
155.38,9856,11447
155.4,9948,11373
155.42,9882,11307
155.44,9751,11232
155.46,9855,11495
155.48,9946,11283
155.5,9893,11336
155.52,9727,11223
155.54,9838,11324
155.56,9880,11458
155.58,9901,11364
155.6,9875,11325
155.62,9724,11212
155.64,9826,11338
155.66,9865,11307
155.68,9972,11393
155.7,9887,11334
155.72,9874,11233
155.74,9861,11356
155.76,9943,11425
155.78,9798,11206
155.8,9793,11341
155.82,10011,11454
155.84,9865,11337
155.86,9863,11290
155.88,9746,11266
155.9,9855,11326
155.92,9852,11354
155.94,10011,11402
155.96,9835,11351
155.98,9791,11207
156,9888,11344
156.02,9708,11229
156.04,9828,11332
156.06,9967,11361
156.08,9854,11323
156.1,9690,11203
156.12,9818,11299
156.14,9849,11306
156.16,9909,11319
156.18,9787,11196
156.2,9796,11281
156.22,9850,11336
156.24,9934,11345
156.26,9885,11319
156.28,9703,11205
156.3,9836,11291
156.32,9859,11223
156.34,9821,11291
156.36,9844,11312
156.38,9965,11415
156.4,9861,11345
156.42,9754,11213
156.44,9840,11308
156.46,9831,11279
156.48,9956,11405
156.5,9879,11326
156.52,9794,11288
156.54,9948,11405
156.56,9901,11330
156.58,9842,11243
156.6,9733,11239
156.62,9853,11318
156.64,9925,11413
156.66,9891,11313
156.68,9875,11336
156.7,9712,11321
156.72,9831,11426
156.74,9965,11352
156.76,9868,11329
156.78,9712,11198
156.8,9857,11404
156.82,9853,11361
156.84,9739,11318
156.86,9878,11424
156.88,9921,11307
156.9,9882,11336
156.92,9715,11205
156.94,9854,11330
156.96,9874,11315
156.98,10012,11431
157,9886,11328
157.02,9808,11177
157.04,9760,11309
157.06,10000,11413
157.08,9888,11282
157.1,9873,11179
157.12,9758,11262
157.14,9851,11315
157.16,9750,11230
157.18,9811,11310
157.2,9846,11300
157.22,9951,11438
157.24,9948,11334
157.26,9737,11242
157.28,9855,11303
157.3,9846,11311
157.32,9985,11417
157.34,9808,11296
157.36,9857,11318
157.38,9879,11303
157.4,9837,11341
157.42,9981,11383
157.44,9892,11341
157.46,9796,11229
157.48,9833,11326
157.5,9846,11339
157.52,9949,11395
157.54,9836,11361
157.56,9742,11223
157.58,9852,11349
157.6,9881,11319
157.62,10005,11318
157.64,9743,11252
157.66,9919,11357
157.68,9881,11239
157.7,9871,11441
157.72,9825,11358
157.74,9897,11246
157.76,9770,11276
157.78,9856,11353
157.8,9870,11406
157.82,9949,11373
157.84,9879,11370
157.86,9709,11195
157.88,9844,11324
157.9,9871,11425
157.92,9892,11341
157.94,9825,11296
157.96,9859,11423
157.98,9826,11333
158,9829,11329
158.02,9865,11499
158.04,9955,11337
158.06,9851,11327
158.08,9734,11195
158.1,9852,11315
158.12,9840,11324
158.14,9923,11433
158.16,9866,11306
158.18,9857,11391
158.2,9881,11315
158.22,9876,11444
158.24,9933,11303
158.26,9877,11342
158.28,9761,11260
158.3,9837,11275
158.32,9782,11291
158.34,9847,11350
158.36,9878,11517
158.38,9937,11335
158.4,9858,11356
158.42,9682,11211
158.44,9838,11353
158.46,9851,11329
158.48,9964,11473
158.5,9862,11365
158.52,9860,11288
158.54,9774,11292
158.56,9846,11349
158.58,9855,11453
158.6,9824,11379
158.62,9829,11345
158.64,9867,11335
158.66,9997,11449
158.68,9816,11344
158.7,9867,11246
158.72,9780,11307
158.74,9833,11313
158.76,9854,11429
158.78,9962,11340
158.8,9851,11331
158.82,9715,11222
158.84,9825,11305
158.86,9841,11320
158.88,9956,11438
158.9,9859,11338
158.92,9846,11287
158.94,9854,11321
158.96,9851,11496
158.98,9939,11340
159,9872,11317
159.02,9710,11195
159.04,9855,11305
159.06,9860,11341
159.08,9944,11420
159.1,9873,11327
159.12,9871,11173
159.14,9764,11293
159.16,9855,11460
159.18,9873,11364
159.2,9801,11217
159.22,9791,11316
159.24,9839,11319
159.26,9924,11400
159.28,9892,11358
159.3,9818,11295
159.32,9728,11220
159.34,9838,11330
159.36,9869,11386
159.38,9866,11285
159.4,9708,11217
159.42,9822,11315
159.44,9902,11437
159.46,9875,11365
159.48,9866,11281
159.5,9746,11247
159.52,9843,11344
159.54,9892,11453
159.56,9941,11367
159.58,9856,11319
159.6,9763,11179
159.62,9800,11284
159.64,9860,11410
159.66,9946,11265
159.68,9710,11211
159.7,9858,11307
159.72,9866,11285
159.74,9926,11378
159.76,9821,11308
159.78,9853,11196
159.8,9745,11321
159.82,9968,11396
159.84,9894,11323
159.86,9744,11222
159.88,9812,11310
159.9,9861,11319
159.92,9938,11450
159.94,9832,11325
159.96,9870,11230
159.98,9735,11238
160,9861,11328
160.02,9746,11214
160.04,9823,11310
160.06,9857,11330
160.08,9960,11444
160.1,9904,11295
160.12,9876,11355
160.14,9754,11209
160.16,9825,11324
160.18,9957,11346
160.2,9837,11336
160.22,9744,11206
160.24,9794,11310
