0,-0.01,-0.07,1.05
1,-0.01,-0.07,1.05
2,-0.01,-0.07,1.05
3,-0.01,-0.07,1.05
4,-0.01,-0.07,1.06
5,-0.01,-0.07,1.06
6,-0.01,-0.07,1.06
7,-0.01,-0.07,1.06
8,-0.01,-0.07,1.06
9,-0.01,-0.07,1.06
10,-0.01,-0.07,1.05
11,-0.01,-0.08,1.05
12,-0.01,-0.08,1.05
13,-0.01,-0.08,1.05
14,-0.02,-0.07,1.06
15,-0.02,-0.07,1.06
16,-0.02,-0.07,1.06
17,-0.02,-0.08,1.03
18,-0.02,-0.08,1.03
19,-0.02,-0.08,1.03
20,-0.02,-0.08,1.02
21,-0.02,-0.08,1.02
22,-0.02,-0.08,1.02
23,-0.02,-0.08,1.02
24,-0.02,-0.08,1.01
25,-0.02,-0.08,1.01
26,-0.02,-0.08,1.01
27,-0.02,-0.08,1.02
28,-0.03,-0.08,1.02
29,-0.03,-0.08,1.02
30,-0.03,-0.04,1.01
31,-0.04,-0.04,1.01
32,-0.04,-0.04,1.01
33,-0.04,-0.04,1.01
34,-0.03,-0.04,1.01
35,-0.03,-0.04,1.01
36,-0.03,-0.04,1.01
37,-0.02,-0.04,1.00
38,-0.02,-0.04,1.00
39,-0.02,-0.04,1.00
40,-0.02,-0.06,1.01
41,-0.01,-0.06,1.01
42,-0.01,-0.06,1.01
43,-0.01,-0.06,1.00
44,-0.00,-0.07,1.00
45,-0.00,-0.07,1.00
46,-0.00,-0.07,1.00
47,0.00,-0.06,1.01
48,0.00,-0.06,1.01
49,0.00,-0.06,1.01
50,0.00,-0.09,1.00
51,0.01,-0.09,1.00
52,0.01,-0.09,1.00
53,0.01,-0.09,1.00
54,0.01,-0.10,1.00
55,0.01,-0.10,1.00
56,0.01,-0.10,1.00
57,0.01,-0.09,0.99
58,0.01,-0.09,0.99
59,0.01,-0.09,0.99
60,0.01,-0.08,1.00
61,0.00,-0.08,1.00
62,0.00,-0.08,1.00
63,0.00,-0.08,0.99
64,0.00,-0.07,0.99
65,0.00,-0.07,0.99
66,0.00,-0.07,0.99
67,0.00,-0.08,0.99
68,0.00,-0.08,0.99
69,0.00,-0.08,0.99
70,0.00,-0.08,1.00
71,0.01,-0.08,1.00
72,0.01,-0.08,1.00
73,0.01,-0.08,1.00
74,0.00,-0.08,1.01
75,0.00,-0.08,1.01
76,0.00,-0.08,1.01
77,0.00,-0.07,1.01
78,0.00,-0.07,1.01
79,0.00,-0.07,1.01
80,0.00,-0.07,1.02
81,0.01,-0.08,1.02
82,0.01,-0.08,1.02
83,0.01,-0.08,1.02
84,0.01,-0.08,1.02
85,0.01,-0.08,1.02
86,0.01,-0.08,1.02
87,0.01,-0.08,1.02
88,0.01,-0.08,1.02
89,0.01,-0.08,1.02
90,0.01,-0.08,1.02
91,0.01,-0.08,1.02
92,0.01,-0.08,1.02
93,0.01,-0.08,1.02
94,0.00,-0.08,1.02
95,0.00,-0.08,1.02
96,0.00,-0.08,1.02
97,0.00,-0.08,1.02
98,0.00,-0.08,1.02
99,0.00,-0.08,1.02
100,-0.02,-0.08,1.06
101,-0.02,-0.08,1.06
102,-0.02,-0.08,1.06
103,-0.02,-0.08,1.06
104,-0.02,-0.08,1.06
105,-0.02,-0.10,1.06
106,-0.02,-0.10,1.06
107,-0.02,-0.10,1.06
108,-0.02,-0.10,1.05
109,-0.02,-0.11,1.05
110,-0.02,-0.11,1.05
111,-0.02,-0.11,1.04
112,-0.03,-0.11,1.04
113,-0.03,-0.11,1.04
114,-0.03,-0.11,1.04
115,-0.03,-0.11,1.04
116,-0.03,-0.11,1.04
117,-0.03,-0.11,1.04
118,-0.03,-0.12,1.04
119,-0.03,-0.12,1.04
120,-0.03,-0.12,1.04
121,-0.03,-0.12,1.05
122,-0.01,-0.12,1.05
123,-0.01,-0.12,1.05
124,-0.01,-0.12,1.05
125,-0.03,-0.10,1.04
126,-0.03,-0.10,1.04
127,-0.03,-0.10,1.04
128,-0.03,-0.09,1.04
129,-0.03,-0.09,1.04
130,-0.03,-0.09,1.04
131,-0.03,-0.09,1.04
132,-0.03,-0.08,1.04
133,-0.03,-0.08,1.04
134,-0.03,-0.08,1.04
135,-0.02,-0.08,1.04
136,-0.02,-0.08,1.04
137,-0.02,-0.08,1.04
138,-0.02,-0.07,1.03
139,-0.02,-0.07,1.03
140,-0.02,-0.07,1.03
141,-0.02,-0.06,1.03
142,-0.02,-0.06,1.03
143,-0.02,-0.06,1.03
144,-0.02,-0.06,1.03
145,-0.02,-0.06,1.03
146,-0.02,-0.06,1.03
147,-0.02,-0.06,1.03
148,-0.02,-0.06,1.03
149,-0.02,-0.06,1.03
150,-0.02,-0.06,1.03
151,-0.02,-0.07,1.03
152,-0.02,-0.07,1.03
153,-0.02,-0.07,1.03
154,-0.02,-0.08,1.04
155,-0.02,-0.08,1.04
156,-0.02,-0.08,1.04
157,-0.02,-0.08,1.04
158,-0.02,-0.08,1.04
159,-0.02,-0.08,1.04
160,-0.02,-0.08,1.04
161,-0.02,-0.09,1.04
162,-0.02,-0.09,1.04
163,-0.02,-0.09,1.04
164,-0.02,-0.09,1.04
165,-0.02,-0.09,1.04
166,-0.02,-0.09,1.04
167,-0.02,-0.09,1.04
168,-0.02,-0.08,1.04
169,-0.02,-0.08,1.04
170,-0.02,-0.08,1.04
171,-0.02,-0.08,1.03
172,-0.02,-0.08,1.03
173,-0.02,-0.08,1.03
174,-0.02,-0.07,1.02
175,-0.02,-0.07,1.02
176,-0.02,-0.07,1.02
177,-0.02,-0.07,1.01
178,-0.02,-0.07,1.01
179,-0.02,-0.07,1.01
180,-0.02,-0.07,1.01
181,-0.01,-0.07,1.01
