X,Y,Z,IR,RED,HeartRate,RespirationRate,SPO2,Activity,Mean HR,Mean RR,Mean SPO2
0.14,-0.06,0.7,98414,139766,,,,5,,,
0.13,-0.08,0.74,98403,139900,,,,5,,,
0.13,-0.19,0.85,98413,139747,,,,5,,,
0.12,-0.28,1.05,98430,139929,,,,5,,,
0.06,-0.36,1.07,98432,139857,,,,5,,,
-0.08,-0.46,1.38,98438,139641,,,,5,,,
-0.12,-0.45,1.47,98296,139623,,,,5,,,
-0.14,-0.26,1.49,98263,139641,,,,5,,,
-0.06,-0.16,1.19,98443,139775,,,,5,,,
-0.03,-0.16,0.81,98410,139704,,,,5,,,
0.02,-0.02,0.56,98466,139862,,,,5,,,
0.03,0,0.46,98424,139791,,,,5,,,
-0.11,-0.08,0.54,98362,139745,,,,5,,,
-0.03,0.08,0.82,98434,139799,,,,5,,,
-0.17,-0.06,0.96,98491,139840,,,,5,,,
0.06,0,1.06,98421,139811,,,,5,,,
-0.24,-0.3,1.29,98435,139783,,,,5,,,
0.09,-0.22,1.24,98356,139828,,,,5,,,
-0.01,-0.21,1.49,98517,139966,,,,5,,,
0,-0.2,1.38,98481,139934,,,,5,,,
0.04,-0.22,1,98393,139891,,,,5,,,
0.09,-0.17,0.87,98532,140073,,,,5,,,
0.1,-0.18,0.77,98500,139859,,,,5,,,
0.1,-0.21,0.65,98445,139960,,,,5,,,
0.06,-0.21,0.76,98460,139979,,,,5,,,
0.03,-0.24,1.09,98499,139985,,,,5,,,
-0.03,-0.39,1.16,98561,139950,,,,5,,,
0.05,-0.36,1.24,98517,140072,,,,5,,,
-0.12,-0.13,1.03,98471,139951,,,,5,,,
-0.09,-0.01,0.82,98495,140076,,,,5,,,
-0.05,0.03,0.61,98550,140000,,,,5,,,
0.02,0.17,0.72,98514,140010,,,,5,,,
-0.14,0.17,1.14,98532,139995,,,,5,,,
0.17,0.2,0.92,98518,139968,,,,5,,,
-0.09,-0.15,1.08,98513,140061,,,,5,,,
0.05,-0.19,1.05,98544,139973,,,,5,,,
0.18,-0.17,0.96,98437,139926,,,,5,,,
-0.12,-0.21,1.27,98486,139992,,,,5,,,
0.01,-0.14,1.09,98488,139914,,,,5,,,
0.14,-0.13,0.83,98436,139959,,,,5,,,
0.2,-0.07,0.78,98367,139883,,,,5,,,
0.06,-0.21,0.87,98514,139989,,,,5,,,
0.06,-0.19,0.95,98432,139788,,,,5,,,
0.1,-0.29,0.95,98425,140020,,,,5,,,
-0.1,-0.36,1.37,98476,139966,,,,5,,,
-0.01,-0.35,1.31,98385,139849,,,,5,,,
0,-0.29,1.27,98484,139890,,,,5,,,
0,-0.21,1.15,98435,139970,,,,5,,,
-0.02,-0.17,0.87,98406,139996,,,,5,,,
-0.01,-0.03,0.73,98417,139999,,,,5,,,
0.01,0.09,0.65,98446,139849,,,,5,,,
-0.08,0.06,0.64,98433,140011,,,,5,,,
-0.04,0.08,0.82,98515,139972,,,,5,,,
-0.04,0.04,0.98,98435,139921,,,,5,,,
0.11,0.05,1.1,98446,140014,,,,5,,,
-0.08,-0.12,1.45,98518,139917,,,,5,,,
0.17,-0.09,1.17,98455,139932,,,,5,,,
0.03,-0.13,1.36,98375,139912,,,,5,,,
-0.03,-0.19,1.15,98493,139938,,,,5,,,
0.07,-0.07,0.88,98443,139857,,,,5,,,
0.12,-0.05,0.89,98415,139947,,,,5,,,
0.08,-0.17,0.93,98462,140027,,,,5,,,
0.01,-0.2,1.23,98460,139971,,,,5,,,
-0.01,-0.24,1.29,98425,140033,,,,5,,,
-0.08,-0.35,1.12,98418,139987,,,,5,,,
-0.04,-0.28,1.04,98493,140014,,,,5,,,
0.03,-0.31,1.03,98465,139936,,,,5,,,
0.05,-0.21,1.15,98477,140021,,,,5,,,
-0.01,-0.19,1.01,98537,139972,,,,5,,,
0.05,-0.04,0.9,98442,139970,,,,5,,,
0.01,0.08,0.78,98474,140019,,,,5,,,
-0.02,0.02,0.66,98512,139954,,,,5,,,
0.07,0.06,0.72,98405,139783,,,,5,,,
-0.1,0,1.14,98383,139802,,,,5,,,
-0.13,-0.12,1.24,98394,139847,,,,5,,,
-0.26,-0.28,1.31,98419,139768,,,,5,,,
0.1,-0.15,1.19,98426,139843,,,,5,,,
0.12,-0.22,1.13,98472,139776,,,,5,,,
0.15,-0.2,1.11,98376,139917,,,,5,,,
0.17,-0.16,0.87,98488,139944,,,,5,,,
0.12,-0.17,0.68,98452,139878,,,,5,,,
0.14,-0.07,0.87,98451,140096,,,,5,,,
0.1,-0.12,0.97,98510,140047,,,,5,,,
0.04,-0.19,1.07,98400,139837,,,,5,,,
0.12,-0.37,1.09,98491,140010,,,,5,,,
-0.07,-0.31,1.46,98461,139863,,,,5,,,
0.01,-0.33,1.26,98438,139861,,,,5,,,
0.05,-0.27,1.11,98404,139841,,,,5,,,
0.01,-0.26,0.9,98498,139849,,,,5,,,
0.12,-0.08,0.71,98469,139805,,,,5,,,
0.08,0.04,0.66,98461,139924,,,,5,,,
-0.1,-0.04,0.78,98460,139894,,,,5,,,
-0.07,0.04,0.99,98414,139936,,,,5,,,
-0.13,0.03,1.19,98408,139847,,,,5,,,
0.09,0.06,0.93,98402,139851,,,,5,,,
-0.12,-0.11,1.3,98513,139828,,,,5,,,
0.08,-0.18,1.1,98371,139820,,,,5,,,
0.18,-0.18,1.08,98483,139845,,,,5,,,
0.02,-0.17,1.34,98482,139901,,,,5,,,
0.1,-0.09,1.11,98481,139783,,,,5,,,
0.2,-0.01,0.9,98486,140135,,,,5,,,
0.12,-0.1,0.91,98508,139839,,,,5,,,
0.05,-0.23,0.81,98413,139844,,,,5,,,
0.12,-0.19,0.79,98528,139900,,,,5,,,
0.12,-0.31,0.83,98515,139896,,,,5,,,
0.07,-0.28,1.31,98527,140049,,,,5,,,
0.1,-0.33,1.26,98543,140027,,,,5,,,
0.01,-0.04,0.84,98526,140033,,,,5,,,
-0.09,-0.01,0.71,98472,139989,,,,5,,,
-0.09,0.05,0.66,98526,140021,,,,5,,,
-0.12,0.03,0.78,98533,140045,,,,5,,,
-0.06,-0.01,0.91,98522,140111,,,,5,,,
-0.06,-0.06,1.19,98518,140016,,,,5,,,
-0.06,-0.13,1.24,98586,140066,,,,5,,,
0.08,-0.09,1.17,98527,139930,,,,5,,,
-0.16,-0.14,1.49,98559,139998,,,,5,,,
0.04,-0.16,1.07,98564,140002,,,,5,,,
0.08,-0.14,0.77,98491,139955,,,,5,,,
0.12,-0.04,0.8,98491,140070,,,,5,,,
-0.12,-0.25,0.96,98510,13996498459,,,,5,,,
-0.11,-0.27,0.99,98512,140084,,,,5,,,
-0.06,-0.33,0.97,98502,140126,,,,5,,,
-0.15,-0.44,1.26,98450,140083,,,,5,,,
-0.13,-0.29,1.46,98419,139970,,,,5,,,
-0.05,-0.3,1.31,98440,139988,,,,5,,,
-0.02,-0.25,1.2,98472,140000,,,,5,,,
-0.05,-0.32,0.94,98442,139981,,,,5,,,
-0.02,-0.08,0.87,98441,140043,,,,5,,,
-0.08,0.05,0.8,98470,139977,,,,5,,,
-0.07,0.08,0.64,98496,140040,,,,5,,,
-0.09,0.11,0.65,98459,139956,,,,5,,,
-0.26,0.01,0.96,98486,140235,,,,5,,,
-0.01,0.13,1.03,98445,140088,,,,5,,,
-0.19,-0.15,1.11,98494,140131,,,,5,,,
0.14,-0.09,1.02,98499,140133,,,,5,,,
0.05,-0.07,1.28,98411,140020,,,,5,,,
0.17,0,1.14,98475,140044,,,,5,,,
0.19,0.03,0.9,98458,139932,,,,5,,,
-0.01,-0.15,0.95,98487,140056,,,,5,,,
-0.03,-0.24,0.92,98456,140125,,,,5,,,
-0.01,-0.21,0.98,98490,140120,,,,5,,,
-0.02,-0.33,0.86,98479,140049,,,,5,,,
0.03,-0.33,1.07,98462,140015,,,,5,,,
-0.16,-0.4,1.32,98456,140105,,,,5,,,
-0.07,-0.29,1.39,98420,139899,,,,5,,,
-0.06,-0.13,1.45,98482,139950,,,,5,,,
-0.01,-0.15,1.15,98398,139798,,,,5,,,
0.04,-0.07,0.9,98371,139962,,,,5,,,
-0.01,-0.04,0.81,98414,139863,,,,5,,,
-0.03,-0.02,0.65,98353,139885,,,,5,,,
-0.05,0.03,0.71,98487,139997,,,,5,,,
-0.21,-0.06,0.97,98430,139903,,,,5,,,
0,-0.04,0.96,98432,140002,,,,5,,,
-0.18,-0.28,1.17,98430,139888,,,,5,,,
0.11,-0.15,1.12,98373,139953,,,,5,,,
-0.07,-0.1,1.38,98495,140008,,,,5,,,
-0.03,-0.06,1.27,98441,140022,,,,5,,,
0.18,0.04,1,98437,139979,,,,5,,,
0.14,-0.02,0.8,98445,139864,,,,5,,,
0.07,-0.1,0.85,98436,139939,,,,5,,,
0.06,-0.2,0.73,98442,139902,,,,5,,,
0.09,-0.25,0.84,98384,139847,,,,5,,,
0.17,-0.28,1,98499,139947,,,,5,,,
0.02,-0.21,1.42,98366,139886,,,,5,,,
0.13,-0.27,1.29,98450,139917,,,,5,,,
0.06,-0.2,1.39,98464,139933,,,,5,,,
-0.02,-0.22,0.84,98471,139919,,,,5,,,
0.07,-0.16,0.72,98480,140183,,,,5,,,
0.08,-0.01,0.74,98487,140012,,,,5,,,
-0.05,-0.02,0.68,98448,139798,,,,5,,,
-0.09,-0.02,0.81,98449,139880,,,,5,,,
-0.14,-0.01,0.83,98455,139836,,,,5,,,
-0.22,-0.21,1.23,98453,139907,,,,5,,,
-0.02,-0.26,1.11,98440,139839,,,,5,,,
0.13,-0.24,1.12,98448,139778,,,,5,,,
0.01,-0.25,1.32,98328,139691,,,,5,,,
0.08,-0.15,1.09,98425,139815,,,,5,,,
0.09,-0.11,0.89,98410,139837,,,,5,,,
0.12,-0.06,0.92,98330,139741,,,,5,,,
0.05,-0.21,0.9,98455,139765,,,,5,,,
0.14,-0.12,0.97,98375,139734,,,,5,,,
0.12,-0.26,0.96,98379,139904,,,,5,,,
0.06,-0.18,1.42,98376,139868,,,,5,,,
0.06,-0.3,1.24,98339,139732,,,,5,,,
0.02,-0.17,1.32,98416,139905,,,,5,,,
-0.09,-0.18,1.3,98473,139825,,,,5,,,
-0.04,-0.19,0.86,98410,139747,,,,5,,,
-0.03,-0.07,0.7,98431,139916,,,,5,,,
-0.06,0.01,0.81,98456,139874,,,,5,,,
-0.04,-0.01,0.69,98412,139863,,,,5,,,
-0.07,-0.07,0.73,98322,139845,,,,5,,,
0.16,-0.01,0.71,98415,139852,,,,5,,,
-0.22,-0.21,1.25,98404,139827,,,,5,,,
-0.05,-0.14,1.24,98411,139783,,,,5,,,
0.07,-0.09,1.28,98330,139823,,,,5,,,
0.07,-0.14,1.36,98467,139855,,,,5,,,
0.14,-0.15,1.1,98414,139873,,,,5,,,
0.2,-0.12,0.86,98414,139835,,,,5,,,
0.05,-0.21,0.89,98417,139820,,,,5,,,
0.02,-0.24,0.94,98416,139836,,,,5,,,
0.05,-0.23,0.98,98455,139868,,,,5,,,
0.12,-0.28,0.93,98386,139902,,,,5,,,
0.02,-0.38,1.16,98487,139833,,,,5,,,
-0.01,-0.26,1.3,98391,139716,,,,5,,,
0.11,-0.29,1.13,98354,139963,,,,5,,,
0.08,-0.28,1.04,98443,139883,,,,5,,,
0.09,-0.22,0.86,98445,139946,,,,5,,,
0.01,-0.04,0.84,98433,139867,,,,5,,,
-0.09,-0.01,0.71,98398,139762,,,,5,,,
-0.09,0.05,0.66,98418,139821,,,,5,,,
-0.12,0.03,0.78,98424,139895,,,,5,,,
-0.06,-0.01,0.91,98406,139878,,,,5,,,
-0.06,-0.06,1.19,98400,139916,,,,5,,,
-0.06,-0.13,1.24,98431,139760,,,,5,,,
0.08,-0.09,1.17,98386,139859,,,,5,,,
-0.16,-0.14,1.49,98506,139824,,,,5,,,
0.04,-0.16,1.07,98418,139807,,,,5,,,
0.08,-0.14,0.77,98431,139871,,,,5,,,
0.12,-0.04,0.8,98452,139795,,,,5,,,
-0.12,-0.25,0.96,98429,139821,,,,5,,,
-0.11,-0.27,0.99,98373,139848,,,,5,,,
-0.06,-0.33,0.97,98500,139974,,,,5,,,
-0.15,-0.44,1.26,98456,139876,,,,5,,,
-0.13,-0.29,1.46,98414,139766,,,,5,,,
-0.05,-0.3,1.31,98403,139900,,,,5,,,
-0.02,-0.25,1.2,98413,139747,,,,5,,,
-0.05,-0.32,0.94,98430,139929,,,,5,,,
-0.02,-0.08,0.87,98432,139857,,,,5,,,
-0.08,0.05,0.8,98438,139641,,,,5,,,
-0.07,0.08,0.64,98296,139623,,,,5,,,
-0.09,0.11,0.65,98263,139641,,,,5,,,
-0.26,0.01,0.96,98443,139775,,,,5,,,
-0.01,0.13,1.03,98410,139704,,,,5,,,
-0.19,-0.15,1.11,98466,139862,,,,5,,,
0.14,-0.09,1.02,98424,139791,,,,5,,,
0.05,-0.07,1.28,98362,139745,,,,5,,,
0.17,0,1.14,98434,139799,,,,5,,,
0.19,0.03,0.9,98491,139840,,,,5,,,
-0.01,-0.15,0.95,98421,139811,,,,5,,,
-0.03,-0.24,0.92,98435,139783,,,,5,,,
-0.01,-0.21,0.98,98356,139828,,,,5,,,
-0.02,-0.33,0.86,98517,139966,,,,5,,,
0.03,-0.33,1.07,98481,139934,,,,5,,,
-0.16,-0.4,1.32,98393,139891,,,,5,,,
-0.07,-0.29,1.39,98532,140073,,,,5,,,
-0.06,-0.13,1.45,98500,139859,,,,5,,,
-0.01,-0.15,1.15,98445,139960,,,,5,,,
0.04,-0.07,0.9,98460,139979,,,,5,,,
-0.01,-0.04,0.81,98499,139985,,,,5,,,
-0.03,-0.02,0.65,98561,139950,,,,5,,,
-0.05,0.03,0.71,98517,140072,,,,5,,,
-0.21,-0.06,0.97,98471,139951,,,,5,,,
0,-0.04,0.96,98495,140076,,,,5,,,
-0.18,-0.28,1.17,98550,140000,,,,5,,,
0.11,-0.15,1.12,98514,140010,,,,5,,,
-0.07,-0.1,1.38,98532,139995,,,,5,,,
-0.03,-0.06,1.27,98518,139968,,,,5,,,
0.18,0.04,1,98513,140061,,,,5,,,
0.14,-0.02,0.8,98544,139973,,,,5,,,
0.07,-0.1,0.85,98437,139926,,,,5,,,
0.06,-0.2,0.73,98486,139992,,,,5,,,
0.09,-0.25,0.84,98488,139914,,,,5,,,
0.17,-0.28,1,98436,139959,,,,5,,,
0.02,-0.21,1.42,98367,139883,,,,5,,,
0.13,-0.27,1.29,98514,139989,,,,5,,,
0.06,-0.2,1.39,98432,139788,,,,5,,,
-0.02,-0.22,0.84,98425,140020,,,,5,,,
0.07,-0.16,0.72,98476,139966,,,,5,,,
0.08,-0.01,0.74,98385,139849,,,,5,,,
-0.05,-0.02,0.68,98484,139890,,,,5,,,
-0.09,-0.02,0.81,98435,139970,,,,5,,,
-0.14,-0.01,0.83,98406,139996,,,,5,,,
-0.22,-0.21,1.23,98417,139999,,,,5,,,
-0.02,-0.26,1.11,98446,139849,,,,5,,,
0.13,-0.24,1.12,98433,140011,,,,5,,,
0.01,-0.25,1.32,98515,139972,,,,5,,,
0.08,-0.15,1.09,98435,139921,,,,5,,,
0.09,-0.11,0.89,98446,140014,,,,5,,,
0.12,-0.06,0.92,98518,139917,,,,5,,,
0.05,-0.21,0.9,98455,139932,,,,5,,,
0.14,-0.12,0.97,98375,139912,,,,5,,,
0.12,-0.26,0.96,98493,139938,,,,5,,,
0.06,-0.18,1.42,98443,139857,,,,5,,,
0.06,-0.3,1.24,98415,139947,,,,5,,,
0.02,-0.17,1.32,98462,140027,,,,5,,,
-0.09,-0.18,1.3,98460,139971,,,,5,,,
-0.04,-0.19,0.86,98425,140033,,,,5,,,
-0.03,-0.07,0.7,98418,139987,,,,5,,,
-0.06,0.01,0.81,98493,140014,,,,5,,,
-0.04,-0.01,0.69,98465,139936,,,,5,,,
-0.07,-0.07,0.73,98477,140021,,,,5,,,
0.16,-0.01,0.71,98537,139972,,,,5,,,
-0.22,-0.21,1.25,98442,139970,,,,5,,,
-0.05,-0.14,1.24,98474,140019,,,,5,,,
0.07,-0.09,1.28,98512,139954,,,,5,,,
0.07,-0.14,1.36,98405,139783,,,,5,,,
0.14,-0.15,1.1,98383,139802,,,,5,,,
0.2,-0.12,0.86,98394,139847,,,,5,,,
0.05,-0.21,0.89,98419,139768,,,,5,,,
0.02,-0.24,0.94,98426,139843,,,,5,,,
0.05,-0.23,0.98,98472,139776,,,,5,,,
0.12,-0.28,0.93,98376,139917,,,,5,,,
0.02,-0.38,1.16,98488,139944,,,,5,,,
-0.01,-0.26,1.3,98452,139878,,,,5,,,
0.11,-0.29,1.13,98451,140096,,,,5,,,
0.08,-0.28,1.04,98510,140047,,,,5,,,
0.09,-0.22,0.86,98400,139837,,,,5,,,
-0.01,-0.01,0.75,98491,140010,,,,5,,,
-0.02,0.04,0.76,98461,139863,,,,5,,,
-0.12,-0.06,0.79,98438,139861,,,,5,,,
-0.15,-0.11,0.94,98404,139841,,,,5,,,
0.14,-0.04,0.89,98498,139849,,,,5,,,
-0.24,-0.25,1.22,98469,139805,,,,5,,,
0.17,-0.13,1.09,98461,139924,,,,5,,,
-0.02,-0.13,1.48,98460,139894,,,,5,,,
-0.04,-0.2,1.32,98414,139936,,,,5,,,
0.18,0,1.06,98408,139847,,,,5,,,
0,-0.14,0.93,98402,139851,,,,5,,,
0.02,-0.22,0.86,98513,139828,,,,5,,,
0.04,-0.3,0.81,98371,139820,,,,5,,,
0.1,-0.35,0.76,98483,139845,,,,5,,,
-0.04,-0.37,1.17,98482,139901,,,,5,,,
-0.04,-0.29,1.36,98481,139783,,,,5,,,
0.04,-0.22,1.35,98486,140135,,,,5,,,
-0.03,-0.2,1.33,98508,139839,,,,5,,,
-0.11,-0.24,1.13,98413,139844,,,,5,,,
-0.05,-0.11,0.91,98528,139900,,,,5,,,
-0.05,0.03,0.77,98515,139896,,,,5,,,
-0.02,0.02,0.54,98527,140049,,,,5,,,
-0.1,-0.03,0.72,98543,140027,,,,5,,,
-0.18,-0.22,0.81,98526,140033,,,,5,,,
0.1,-0.17,0.73,98472,139989,,,,5,,,
-0.23,-0.31,1.19,98526,140021,,,,5,,,
0.1,-0.15,1.11,98533,140045,,,,5,,,
-0.01,-0.1,1.38,98522,140111,,,,5,,,
0.07,-0.02,1.3,98518,140016,,,,5,,,
0.03,-0.04,1.07,98586,140066,,,,5,,,
0.13,-0.06,0.88,98527,139930,,,,5,,,
0.07,-0.18,0.81,98559,139998,,,,5,,,
0.02,-0.24,0.78,98564,140002,,,,5,,,
0.04,-0.23,0.87,98491,139955,,,,5,,,
0.09,-0.29,0.96,98491,140070,,,,5,,,
-0.12,-0.32,1.46,98510,13996498459,,,,5,,,
0.05,-0.46,1.28,98512,140084,,,,5,,,
-0.02,-0.35,1.48,98502,140126,,,,5,,,
-0.05,-0.3,1.31,98450,140083,,,,5,,,
-0.04,-0.22,1.07,98419,139970,,,,5,,,
0.05,-0.05,0.67,98440,139988,,,,5,,,
0.04,-0.01,0.6,98472,140000,,,,5,,,
0.01,0.07,0.53,98442,139981,,,,5,,,
-0.07,-0.02,0.71,98441,140043,,,,5,,,
-0.18,-0.06,1.05,98470,139977,,,,5,,,
-0.27,-0.15,1.31,98496,140040,,,,5,,,
-0.15,-0.1,1.27,98459,139956,,,,5,,,
-0.01,-0.2,1.41,98486,140235,,,,5,,,
-0.06,-0.27,1.3,98445,140088,,,,5,,,
0.14,-0.24,0.85,98494,140131,,,,5,,,
0.19,-0.17,0.69,98499,140133,,,,5,,,
0.06,-0.22,0.81,98411,140020,,,,5,,,
0.04,-0.21,0.88,98475,140044,,,,5,,,
0.05,-0.27,0.89,98458,139932,,,,5,,,
0.07,-0.29,1.02,98487,140056,,,,5,,,
-0.13,-0.26,1.42,98456,140125,,,,5,,,
-0.12,-0.32,1.3,98490,140120,,,,5,,,
-0.06,-0.26,1.17,98479,140049,,,,5,,,
-0.04,-0.25,1,98462,140015,,,,5,,,
-0.03,-0.15,0.81,98456,140105,,,,5,,,
-0.06,-0.06,0.72,98420,139899,,,,5,,,
-0.06,0,0.63,98482,139950,,,,5,,,
-0.1,0.04,0.71,98398,139798,,,,5,,,
-0.17,0.01,0.88,98371,139962,,,,5,,,
-0.03,0.06,1,98414,139863,,,,5,,,
-0.29,-0.14,1.29,98353,139885,,,,5,,,
-0.08,-0.13,1.24,98487,139997,,,,5,,,
-0.11,-0.12,1.4,98430,139903,,,,5,,,
-0.06,-0.08,1.41,98432,140002,,,,5,,,
-0.01,-0.11,1.11,98430,139888,,,,5,,,
-0.05,-0.18,0.88,98373,139953,,,,5,,,
0.02,-0.15,0.87,98495,140008,,,,5,,,
0,-0.19,0.75,98441,140022,,,,5,,,
0.01,-0.14,0.77,98437,139979,,,,5,,,
-0.04,-0.34,0.84,98445,139864,,,,5,,,
-0.16,-0.32,1.37,98436,139939,,,,5,,,
-0.05,-0.48,1.220.01,98442,139902,,,,5,,,
-0.09,-0.01,0.71,98384,139847,,,,5,,,
-0.09,0.05,0.66,98499,139947,,,,5,,,
-0.12,0.03,0.78,98366,139886,,,,5,,,
-0.06,-0.01,0.91,98450,139917,,,,5,,,
-0.06,-0.06,1.19,98464,139933,,,,5,,,
-0.06,-0.13,1.24,98471,139919,,,,5,,,
0.08,-0.09,1.17,98480,140183,,,,5,,,
-0.16,-0.14,1.49,98487,140012,,,,5,,,
0.04,-0.16,1.07,98448,139798,,,,5,,,
0.08,-0.14,0.77,98449,139880,,,,5,,,
0.12,-0.04,0.8,98455,139836,,,,5,,,
-0.12,-0.25,0.96,98453,139907,,,,5,,,
-0.11,-0.27,0.99,98440,139839,,,,5,,,
-0.06,-0.33,0.97,98448,139778,,,,5,,,
-0.15,-0.44,1.26,98328,139691,,,,5,,,
-0.13,-0.29,1.46,98425,139815,,,,5,,,
-0.05,-0.3,1.31,98410,139837,,,,5,,,
-0.02,-0.25,1.2,98330,139741,,,,5,,,
-0.05,-0.32,0.94,98455,139765,,,,5,,,
-0.02,-0.08,0.87,98375,139734,,,,5,,,
-0.08,0.05,0.8,98379,139904,,,,5,,,
-0.07,0.08,0.64,98376,139868,,,,5,,,
-0.09,0.11,0.65,98339,139732,,,,5,,,
-0.26,0.01,0.96,98416,139905,,,,5,,,
-0.01,0.13,1.03,98473,139825,,,,5,,,
-0.19,-0.15,1.11,98410,139747,,,,5,,,
0.14,-0.09,1.02,98431,139916,,,,5,,,
0.05,-0.07,1.28,98456,139874,,,,5,,,
0.17,0,1.14,98412,139863,,,,5,,,
0.19,0.03,0.9,98322,139845,,,,5,,,
-0.01,-0.15,0.95,98415,139852,,,,5,,,
-0.03,-0.24,0.92,98404,139827,,,,5,,,
-0.01,-0.21,0.98,98411,139783,,,,5,,,
-0.02,-0.33,0.86,98330,139823,,,,5,,,
0.03,-0.33,1.07,98467,139855,,,,5,,,
-0.16,-0.4,1.32,98414,139873,,,,5,,,
-0.07,-0.29,1.39,98414,139835,,,,5,,,
-0.06,-0.13,1.45,98417,139820,,,,5,,,
-0.01,-0.15,1.15,98416,139836,,,,5,,,
0.04,-0.07,0.9,98455,139868,,,,5,,,
-0.01,-0.04,0.81,98386,139902,,,,5,,,
-0.03,-0.02,0.65,98487,139833,,,,5,,,
-0.05,0.03,0.71,98391,139716,,,,5,,,
-0.21,-0.06,0.97,98354,139963,,,,5,,,
0,-0.04,0.96,98443,139883,,,,5,,,
-0.18,-0.28,1.17,98445,139946,,,,5,,,
0.11,-0.15,1.12,98433,139867,,,,5,,,
-0.07,-0.1,1.38,98398,139762,,,,5,,,
-0.03,-0.06,1.27,98418,139821,,,,5,,,
0.18,0.04,1,98424,139895,,,,5,,,
0.14,-0.02,0.8,98406,139878,,,,5,,,
0.07,-0.1,0.85,98400,139916,,,,5,,,
0.06,-0.2,0.73,98431,139760,,,,5,,,
0.09,-0.25,0.84,98386,139859,,,,5,,,
0.17,-0.28,1,98506,139824,,,,5,,,
0.02,-0.21,1.42,98418,139807,,,,5,,,
0.13,-0.27,1.29,98431,139871,,,,5,,,
0.06,-0.2,1.39,98452,139795,,,,5,,,
-0.02,-0.22,0.84,98429,139821,,,,5,,,
0.07,-0.16,0.72,98373,139848,,,,5,,,
0.08,-0.01,0.74,98500,139974,,,,5,,,
-0.05,-0.02,0.68,98456,139876,,,,5,,,
-0.09,-0.02,0.81,98414,139766,,,,5,,,
-0.14,-0.01,0.83,98403,139900,,,,5,,,
-0.22,-0.21,1.23,98413,139747,,,,5,,,
-0.02,-0.26,1.11,98430,139929,,,,5,,,
0.13,-0.24,1.12,98432,139857,,,,5,,,
0.01,-0.25,1.32,98438,139641,,,,5,,,
0.08,-0.15,1.09,98296,139623,,,,5,,,
0.09,-0.11,0.89,98263,139641,,,,5,,,
0.12,-0.06,0.92,98443,139775,,,,5,,,
0.05,-0.21,0.9,98410,139704,,,,5,,,
0.14,-0.12,0.97,98466,139862,,,,5,,,
0.12,-0.26,0.96,98424,139791,,,,5,,,
0.06,-0.18,1.42,98362,139745,,,,5,,,
0.06,-0.3,1.24,98434,139799,,,,5,,,
0.02,-0.17,1.32,98491,139840,,,,5,,,
-0.09,-0.18,1.3,98421,139811,,,,5,,,
-0.04,-0.19,0.86,98435,139783,,,,5,,,
-0.03,-0.07,0.7,98356,139828,,,,5,,,
-0.06,0.01,0.81,98517,139966,,,,5,,,
-0.04,-0.01,0.69,98481,139934,,,,5,,,
-0.07,-0.07,0.73,98393,139891,,,,5,,,
0.16,-0.01,0.71,98532,140073,,,,5,,,
-0.22,-0.21,1.25,98500,139859,,,,5,,,
-0.05,-0.14,1.24,98445,139960,,,,5,,,
0.07,-0.09,1.28,98460,139979,,,,5,,,
0.07,-0.14,1.36,98499,139985,,,,5,,,
0.14,-0.15,1.1,98561,139950,,,,5,,,
0.2,-0.12,0.86,98517,140072,,,,5,,,
0.05,-0.21,0.89,98471,139951,,,,5,,,
0.02,-0.24,0.94,98495,140076,,,,5,,,
0.05,-0.23,0.98,98550,140000,,,,5,,,
0.12,-0.28,0.93,98514,140010,,,,5,,,
0.02,-0.38,1.16,98532,139995,,,,5,,,
-0.01,-0.26,1.3,98518,139968,,,,5,,,
0.11,-0.29,1.13,98513,140061,,,,5,,,
0.08,-0.28,1.04,98544,139973,,,,5,,,
0.09,-0.22,0.86,98437,139926,,,,5,,,
-0.01,-0.01,0.75,98486,139992,,,,5,,,
-0.02,0.04,0.76,98488,139914,,,,5,,,
-0.12,-0.06,0.79,98436,139959,,,,5,,,
-0.15,-0.11,0.94,98367,139883,,,,5,,,
0.14,-0.04,0.89,98514,139989,,,,5,,,
-0.24,-0.25,1.22,98432,139788,,,,5,,,
0.17,-0.13,1.09,98425,140020,,,,5,,,
-0.02,-0.13,1.48,98476,139966,,,,5,,,
-0.04,-0.2,1.32,98385,139849,,,,5,,,
0.18,0,1.06,98484,139890,,,,5,,,
0,-0.14,0.93,98435,139970,,,,5,,,
0.02,-0.22,0.86,98406,139996,,,,5,,,
0.04,-0.3,0.81,98417,139999,,,,5,,,
0.1,-0.35,0.76,98446,139849,,,,5,,,
-0.04,-0.37,1.17,98433,140011,,,,5,,,
-0.04,-0.29,1.36,98515,139972,,,,5,,,
0.04,-0.22,1.35,98435,139921,,,,5,,,
-0.03,-0.2,1.33,98446,140014,,,,5,,,
-0.11,-0.24,1.13,98518,139917,,,,5,,,
-0.05,-0.11,0.91,98455,139932,,,,5,,,
-0.05,0.03,0.77,98375,139912,,,,5,,,
-0.02,0.02,0.54,98493,139938,,,,5,,,
-0.1,-0.03,0.72,98443,139857,,,,5,,,
-0.18,-0.22,0.81,98415,139947,,,,5,,,
0.1,-0.17,0.73,98462,140027,,,,5,,,
-0.23,-0.31,1.19,98460,139971,,,,5,,,
0.1,-0.15,1.11,98425,140033,,,,5,,,
-0.01,-0.1,1.38,98418,139987,,,,5,,,
