Time Period,IR,RED
28.34,97636,139787
28.36,97664,139632
28.38,97627,139586
28.4,97766,139948
28.42,97835,139839
28.44,97832,139736
28.46,97829,139868
28.48,97936,13987997307
28.5,97290,138869
28.52,97339,138861
28.54,97273,138929
28.56,97263,138939
28.58,97373,139011
28.6,97360,139054
28.62,97369,138934
28.64,97390,139073
28.66,97417,139059
28.68,97392,139111
28.7,97352,139165
28.72,97447,139218
28.74,97464,139157
28.76,97394,139146
28.78,97403,139116
28.8,97481,139090
28.82,97517,139081
28.84,97405,139116
28.86,97332,139110
28.88,97358,138979
28.9,97339,138783
28.92,97307,138721
28.94,97271,138834
28.96,97398,138979
28.98,97395,139068
29,97311,138999
29.02,97405,139118
29.04,97496,139094
29.06,97405,138976
29.08,97438,138947
29.1,97514,139029
29.12,97451,138944
29.14,97438,139013
29.16,97436,139054
29.18,97502,138953
29.2,97348,138897
29.22,97335,138950
29.24,97447,138940
29.26,97387,139042
29.28,97373,139251
29.3,97550,139239
29.32,97476,139144
29.34,97484,139284
29.36,97457,139039
29.38,97412,139000
29.4,97475,138931
29.42,97415,138989
29.44,97404,138950
29.46,97420,139061
29.48,97426,139019
29.5,97394,138949
29.52,97406,138891
29.54,97375,138887
29.56,97338,138971
29.58,97494,138977
29.6,97459,138928
29.62,97396,138880
29.64,97422,139022
29.66,97481,139048
29.68,97407,138997
29.7,97400,138990
29.72,97484,139098
29.74,97466,139142
29.76,97468,138978
29.78,97390,139057
29.8,97429,139206
29.82,97422,139063
29.84,97393,139039
29.86,97459,139077
29.88,97523,139087
29.9,97482,139020
29.92,97401,138898
29.94,97585,139205
29.96,97579,139117
29.98,97529,139146
30,97511,139123
30.02,97443,139024
30.04,97523,139164
30.06,97654,139169
30.08,97597,139125
30.1,97620,139314
30.12,97606,139169
30.14,97650,139200
30.16,97606,139081
30.18,97484,139093
30.2,97489,139141
30.22,97575,139078
30.24,97581,139194
30.26,97742,139276
30.28,97651,139339
30.3,97590,139430
30.32,97717,139689
30.34,97740,139402
30.36,97643,139351
30.38,97604,139062
30.4,97511,139230
30.42,97545,139194
30.44,97687,139509
30.46,97773,139513
30.48,97769,139593
30.5,97689,139236
30.52,97565,139099
30.54,97504,138979
30.56,97466,138907
30.58,97453,138910
30.6,97462,138861
30.62,97499,138917
30.64,97603,139083
30.66,97668,139326
30.68,97739,139369
30.7,97763,139540
30.72,97687,139448
30.74,97661,139286
30.76,97623,139140
30.78,97523,139222
30.8,97532,139118
30.82,97645,139194
30.84,97610,139350
30.86,97764,139556
30.88,97876,139662
30.9,97911,139988
30.92,98012,140063
30.94,97989,139954
30.96,97881,139851
30.98,97871,139762
31,97843,139642
31.02,97841,139641
31.04,97851,139532
31.06,97849,139641
31.08,97859,139828
31.1,98039,139879
31.12,97963,139828
31.14,97848,139528
31.16,97826,139392
31.18,97745,139338
31.2,97779,139339
31.22,97826,139504
31.24,97866,139441
31.26,97918,139671
31.28,97942,139661
31.3,97854,139608
31.32,98009,139661
31.34,97902,139697
31.36,97869,139712
31.38,97845,139768
31.4,97960,139644
31.42,97870,139505
31.44,97886,139678
31.46,97878,139575
31.48,97937,139657
31.5,97953,139824
31.52,97926,139783
31.54,97942,139676
31.56,97773,139438
31.58,97869,139682
31.6,97826,139450
31.62,97839,139462
31.64,97899,139647
31.66,97916,139494
31.68,97810,139373
31.7,97801,139465
31.72,97809,139338
31.74,97753,139261
31.76,97790,139423
31.78,97801,139370
31.8,97727,139328
31.82,97783,139399
31.84,97823,139389
31.86,97887,139326
31.88,97868,139447
31.9,97901,139448
31.92,97829,139407
31.94,97906,139481
31.96,97819,139194
31.98,97813,139385
32,97905,139393
32.02,97868,139483
32.04,97840,139608
32.06,97946,139625
32.08,98010,139705
32.1,97980,139762
32.12,98019,139672
32.14,97924,139605
32.16,97942,139698
32.18,97865,139537
32.2,97885,139526
32.22,97863,139505
32.24,97946,139597
32.26,97945,139615
32.28,98027,139743
32.3,98061,139804
32.32,97988,139656
32.34,98065,139768
32.36,97948,139599
32.38,97935,139875
32.4,97964,139862
32.42,97924,140005
32.44,98138,140438
32.46,98390,140762
32.48,97823,140004
32.5,97809,139978
32.52,97734,139741
32.54,97726,139741
32.56,97701,139775
32.58,97746,139815
32.6,97691,139766
32.62,97695,139677
32.64,97674,139650
32.66,97721,139548
32.68,97773,139690
32.7,97801,139922
32.72,97740,139600
32.74,97676,139599
32.76,97733,139628
32.78,97749,139517
32.8,97636,139787
32.82,97664,139632
32.84,97627,139586
32.86,97766,139948
32.88,97835,139839
32.9,97832,139736
32.92,97829,139868
32.94,97936,13987998082
32.96,98029,139857
32.98,98134,139979
33,98141,139992
33.02,98136,140009
33.04,98164,140093
33.06,98158,139997
33.08,98177,140002
33.1,98170,140122
33.12,98195,140166
33.14,98092,140015
33.16,98170,140082
33.18,98180,140050
33.2,98164,139969
33.22,98179,140031
33.24,98171,139955
33.26,98074,139989
33.28,98168,140114
33.3,98193,140279
33.32,98261,140351
33.34,98246,140280
33.36,98311,140385
33.38,98266,140285
33.4,98224,140015
33.42,98031,139919
33.44,98172,139960
33.46,98144,139857
33.48,98061,139787
33.5,98108,139896
33.52,98051,139669
33.54,98052,139886
33.56,98089,139867
33.58,98097,140104
33.6,98061,139982
33.62,98012,139840
33.64,98133,139830
33.66,98112,139809
33.68,98088,139867
33.7,98073,139962
33.72,98056,139976
33.74,98144,140048
33.76,98166,139824
33.78,98063,139821
33.8,97992,139762
33.82,98089,139883
33.84,98093,139739
33.86,98075,139849
33.88,98097,139959
33.9,98139,139899
33.92,98114,140022
33.94,98073,139772
33.96,98056,140005
33.98,98150,139964
34,98068,140018
34.02,98240,140266
34.04,98274,140370
34.06,98210,140197
34.08,98284,140424
34.1,98385,140254
34.12,98163,140034
34.14,98163,139898
34.16,98082,139837
34.18,98101,139964
34.2,98072,139894
34.22,97996,139879
34.24,98135,139984
34.26,98132,139954
34.28,98186,139994
34.3,98251,140201
34.32,98235,139897
34.34,98129,139877
34.36,98158,139809
34.38,98110,139930
34.4,98015,139735
34.42,98163,139929
34.44,98134,139921
34.46,98143,139844
34.48,98111,140033
34.5,98182,140007
34.52,98200,140019
34.54,98191,140061
34.56,98150,139878
34.58,98106,139868
34.6,98131,139791
34.62,98073,139835
34.64,98158,139891
34.66,98169,139846
34.68,98185,140068
34.7,98264,140067
34.72,98173,140075
34.74,98189,140007
34.76,98188,139994
34.78,98147,139793
34.8,98141,140075
34.82,98140,139851
34.84,98113,139796
34.86,98157,139979
34.88,98239,139925
34.9,98197,139952
34.92,98212,139971
34.94,98082,139834
34.96,98029,139857
34.98,98134,139979
35,98141,139992
35.02,98136,140009
35.04,98164,140093
35.06,98158,139997
35.08,98177,140002
35.1,98170,140122
35.12,98195,140166
35.14,98092,140015
35.16,98170,140082
35.18,98180,140050
35.2,98164,139969
35.22,98179,140031
35.24,98171,139955
35.26,98074,139989
35.28,98168,140114
35.3,98193,140279
35.32,98261,140351
35.34,98246,140280
35.36,98311,140385
35.38,98266,140285
35.4,98224,140015
35.42,98031,139919
35.44,98172,139960
35.46,98144,139857
35.48,98061,139787
35.5,98108,139896
35.52,98051,139669
35.54,98052,139886
35.56,98089,139867
35.58,98097,140104
35.6,98061,139982
35.62,98012,139840
35.64,98133,139830
35.66,98112,139809
35.68,98088,139867
35.7,98073,139962
35.72,98056,139976
35.74,98144,140048
35.76,98166,139824
35.78,98063,139821
35.8,97992,139762
35.82,98089,139883
35.84,98093,139739
35.86,98075,139849
35.88,98097,139959
35.9,98139,139899
35.92,98114,140022
35.94,98073,139772
35.96,98056,140005
35.98,98150,139964
36,98068,140018
36.02,98240,140266
36.04,98274,140370
36.06,98210,140197
36.08,98284,140424
36.1,98385,140254
36.12,98163,140034
36.14,98163,139898
36.16,98082,139837
36.18,98101,139964
36.2,98072,139894
36.22,97996,139879
36.24,98135,139984
36.26,98132,139954
36.28,98186,139994
36.3,98251,140201
36.32,98235,139897
36.34,98129,139877
36.36,98158,139809
36.38,98110,139930
36.4,98015,139735
36.42,98163,139929
36.44,98134,139921
36.46,98143,139844
36.48,98111,140033
36.5,98182,140007
36.52,98200,140019
36.54,98191,140061
36.56,98150,139878
36.58,98106,139868
36.6,98131,139791
36.62,98073,139835
36.64,98158,139891
36.66,98169,139846
36.68,98185,140068
36.7,98264,140067
36.72,98173,140075
36.74,98189,140007
36.76,98188,139994
36.78,98147,139793
36.8,98141,140075
36.82,98140,139851
36.84,98113,139796
36.86,98157,139979
36.88,98239,139925
36.9,98197,139952
36.92,98212,139971
36.94,98176,139979
36.96,98240,139987
36.98,98215,140013
37,98105,139935
37.02,98243,139970
37.04,98179,139827
37.06,98120,139851
37.08,98185,139900
37.1,98210,140030
37.12,98178,140044
37.14,98285,140083
37.16,98257,140264
37.18,98292,140119
37.2,98265,140201
37.22,98301,140122
37.24,98221,140140
37.26,98237,140224
37.28,98291,140030
37.3,98201,139910
37.32,98275,139821
37.34,98160,139959
37.36,98328,139979
37.38,98235,139863
37.4,98205,139907
37.42,98178,139882
37.44,98199,139798
37.46,98172,139918
37.48,98220,140003
37.5,98224,139846
37.52,98201,139870
37.54,98173,139944
37.56,98301,139929
37.58,98228,139996
37.6,98232,139934
37.62,98270,140114
37.64,98258,140004
37.66,98212,140084
37.68,98322,140087
37.7,98222,139992
37.72,98237,139992
37.74,98249,139950
37.76,98231,140061
37.78,98302,140032
37.8,98215,139974
37.82,98268,140055
37.84,98231,139995
37.86,98207,139919
37.88,98219,139990
37.9,98226,139923
37.92,98201,139785
37.94,98167,139917
37.96,98220,139952
37.98,98208,140046
38,98225,140201
38.02,98267,139879
38.04,98207,140023
38.06,98227,140007
38.08,98280,140011
38.1,98175,139985
38.12,98192,139878
38.14,98187,139804
38.16,98215,139851
38.18,98209,140214
38.2,98333,140245
38.22,98301,140145
38.24,98190,140081
38.26,98229,140045
38.28,98209,139983
38.3,98214,139892
38.32,98233,140046
38.34,98249,139977
38.36,98181,139981
38.38,98301,140035
38.4,98262,139989
38.42,98211,140027
38.44,98213,139781
38.46,98229,139933
38.48,98175,139704
38.5,98182,139897
38.52,98241,140041
38.54,98224,140003
38.56,98296,139921
38.58,98250,139953
38.6,98323,139929
38.62,98193,139728
38.64,98109,139600
38.66,98145,139669
38.68,98109,139690
38.7,98163,139782
38.72,98217,139833
38.74,98161,139619
38.76,98040,139505
38.78,98115,139619
38.8,98214,139765
38.82,98204,139854
38.84,98189,139975
38.86,98219,139907
38.88,98277,139829
38.9,98155,139626
38.92,98118,139722
38.94,98082,139834
38.96,98029,139857
38.98,98134,139979
39,98141,139992
39.02,98136,140009
39.04,98164,140093
39.06,98158,139997
39.08,98177,140002
39.1,98170,140122
39.12,98195,140166
39.14,98092,140015
39.16,98170,140082
39.18,98180,140050
39.2,98164,139969
39.22,98179,140031
39.24,98171,139955
39.26,98074,139989
39.28,98168,140114
39.3,98193,140279
39.32,98261,140351
39.34,98246,140280
39.36,98311,140385
39.38,98266,140285
39.4,98224,140015
39.42,98031,139919
39.44,98172,139960
39.46,98144,139857
39.48,98061,139787
39.5,98108,139896
39.52,98051,139669
39.54,98052,139886
39.56,98089,139867
39.58,98097,140104
39.6,98061,139982
39.62,98012,139840
39.64,98133,139830
39.66,98112,139809
39.68,98088,139867
39.7,98073,139962
39.72,98056,139976
39.74,98144,140048
39.76,98166,139824
39.78,98063,139821
39.8,97992,139762
39.82,98089,139883
39.84,98093,139739
39.86,98075,139849
39.88,98097,139959
39.9,98139,139899
39.92,98114,140022
39.94,98073,139772
39.96,98056,140005
39.98,98150,139964
40,98068,140018
40.02,98240,140266
40.04,98274,140370
40.06,98210,140197
40.08,98284,140424
40.1,98385,140254
40.12,98163,140034
40.14,98163,139898
40.16,98082,139837
40.18,98101,139964
40.2,98072,139894
40.22,97996,139879
40.24,98135,139984
40.26,98132,139954
40.28,98186,139994
40.3,98251,140201
40.32,98235,139897
40.34,98129,139877
40.36,98158,139809
40.38,98110,139930
40.4,98015,139735
40.42,98163,139929
40.44,98134,139921
40.46,98143,139844
40.48,98111,140033
40.5,98182,140007
40.52,98200,140019
40.54,98191,140061
40.56,98150,139878
40.58,98106,139868
40.6,98131,139791
40.62,98073,139835
40.64,98158,139891
40.66,98169,139846
40.68,98185,140068
40.7,98264,140067
40.72,98173,140075
40.74,98189,140007
40.76,98188,139994
40.78,98147,139793
40.8,98141,140075
40.82,98140,139851
40.84,98113,139796
40.86,98157,139979
40.88,98239,139925
40.9,98197,139952
40.92,98212,139971
40.94,98176,139979
40.96,98240,139987
40.98,98215,140013
41,98105,139935
41.02,98243,139970
41.04,98179,139827
41.06,98120,139851
41.08,98185,139900
41.1,98210,140030
41.12,98178,140044
41.14,98285,140083
41.16,98257,140264
41.18,98292,140119
41.2,98265,140201
41.22,98301,140122
41.24,98221,140140
41.26,98237,140224
41.28,98291,140030
41.3,98201,139910
41.32,98275,139821
41.34,98160,139959
41.36,98328,139979
41.38,98235,139863
41.4,98205,139907
41.42,98178,139882
41.44,98199,139798
41.46,98172,139918
41.48,98220,140003
41.5,98224,139846
41.52,98201,139870
41.54,98173,139944
41.56,98301,139929
41.58,98228,139996
41.6,98232,139934
41.62,98270,140114
41.64,98258,140004
41.66,98212,140084
41.68,98322,140087
41.7,98222,139992
41.72,98237,139992
41.74,98249,139950
41.76,98231,140061
41.78,98302,140032
41.8,98215,139974
41.82,98268,140055
41.84,98231,139995
41.86,98207,139919
41.88,98219,139990
41.9,98226,139923
41.92,98201,139785
41.94,98167,139917
41.96,98220,139952
41.98,98208,140046
42,98225,140201
42.02,98267,139879
42.04,98207,140023
42.06,98227,140007
42.08,98280,140011
42.1,98175,139985
42.12,98192,139878
42.14,98187,139804
42.16,98215,139851
42.18,98209,140214
42.2,98333,140245
42.22,98301,140145
42.24,98190,140081
42.26,98229,140045
42.28,98209,139983
42.3,98214,139892
42.32,98233,140046
42.34,98249,139977
42.36,98181,139981
42.38,98301,140035
42.4,98262,139989
42.42,98211,140027
42.44,98213,139781
42.46,98229,139933
42.48,98175,139704
42.5,98182,139897
42.52,98241,140041
42.54,98224,140003
42.56,98296,139921
42.58,98250,139953
42.6,98323,139929
42.62,98193,139728
42.64,98109,139600
42.66,98145,139669
42.68,98109,139690
42.7,98163,139782
42.72,98217,139833
42.74,98161,139619
42.76,98040,139505
42.78,98115,139619
42.8,98214,139765
42.82,98204,139854
42.84,98189,139975
42.86,98219,139907
42.88,98277,139829
42.9,98155,139626
42.92,98118,139722
42.94,98303,140119
42.96,98310,140110
42.98,98300,140059
43,98301,140085
43.02,98263,140006
43.04,98228,140015
43.06,98170,139931
43.08,98277,139861
43.1,98187,139831
43.12,98209,139856
43.14,98179,139847
43.16,98157,139959
43.18,98225,139958
43.2,98214,139884
43.22,98202,139907
43.24,98192,139644
43.26,98048,139644
43.28,98110,139688
43.3,98173,139934
43.32,98369,140284
43.34,98446,140327
43.36,98348,140188
43.38,98281,140189
43.4,98346,14014198082
43.42,98029,139857
43.44,98134,139979
43.46,98141,139992
43.48,98136,140009
43.5,98164,140093
43.52,98158,139997
43.54,98177,140002
43.56,98170,140122
43.58,98195,140166
43.6,98092,140015
43.62,98170,140082
43.64,98180,140050
43.66,98164,139969
43.68,98179,140031
43.7,98171,139955
43.72,98074,139989
43.74,98168,140114
43.76,98193,140279
43.78,98261,140351
43.8,98246,140280
43.82,98311,140385
43.84,98266,140285
43.86,98224,140015
43.88,98031,139919
43.9,98172,139960
43.92,98144,139857
43.94,98061,139787
43.96,98108,139896
43.98,98051,139669
44,98052,139886
44.02,98089,139867
44.04,98097,140104
44.06,98061,139982
44.08,98012,139840
44.1,98133,139830
44.12,98112,139809
44.14,98088,139867
44.16,98073,139962
44.18,98056,139976
44.2,98144,140048
44.22,98166,139824
44.24,98063,139821
44.26,97992,139762
44.28,98089,139883
44.3,98093,139739
44.32,98075,139849
44.34,98097,139959
44.36,98139,139899
44.38,98114,140022
44.4,98073,139772
44.42,98056,140005
44.44,98150,139964
44.46,98068,140018
44.48,98240,140266
44.5,98274,140370
44.52,98210,140197
44.54,98284,140424
44.56,98385,140254
44.58,98163,140034
44.6,98163,139898
44.62,98082,139837
44.64,98101,139964
44.66,98072,139894
44.68,97996,139879
44.7,98135,139984
44.72,98132,139954
44.74,98186,139994
44.76,98251,140201
44.78,98235,139897
44.8,98129,139877
44.82,98158,139809
44.84,98110,139930
44.86,98015,139735
44.88,98163,139929
44.9,98134,139921
44.92,98143,139844
44.94,98111,140033
44.96,98182,140007
44.98,98200,140019
45,98191,140061
45.02,98150,139878
45.04,98106,139868
45.06,98131,139791
45.08,98073,139835
45.1,98158,139891
45.12,98169,139846
45.14,98185,140068
45.16,98264,140067
45.18,98173,140075
45.2,98189,140007
45.22,98188,139994
45.24,98147,139793
45.26,98141,140075
45.28,98140,139851
45.3,98113,139796
45.32,98157,139979
45.34,98239,139925
45.36,98197,139952
45.38,98212,139971
45.4,98176,139979
45.42,98240,139987
45.44,98215,140013
45.46,98105,139935
45.48,98243,139970
45.5,98179,139827
45.52,98120,139851
45.54,98185,139900
45.56,98210,140030
45.58,98178,140044
45.6,98285,140083
45.62,98257,140264
45.64,98292,140119
45.66,98265,140201
45.68,98301,140122
45.7,98221,140140
45.72,98237,140224
45.74,98291,140030
45.76,98201,139910
45.78,98275,139821
45.8,98160,139959
45.82,98328,139979
45.84,98235,139863
45.86,98205,139907
45.88,98178,139882
45.9,98199,139798
45.92,98172,139918
45.94,98220,140003
45.96,98224,139846
45.98,98201,139870
46,98173,139944
46.02,98301,139929
46.04,98228,139996
46.06,98232,139934
46.08,98270,140114
46.1,98258,140004
46.12,98212,140084
46.14,98322,140087
46.16,98222,139992
46.18,98237,139992
46.2,98249,139950
46.22,98231,140061
46.24,98302,140032
46.26,98215,139974
46.28,98268,140055
46.3,98231,139995
46.32,98207,139919
46.34,98219,139990
46.36,98226,139923
46.38,98201,139785
46.4,98167,139917
46.42,98220,139952
46.44,98208,140046
46.46,98225,140201
46.48,98267,139879
46.5,98207,140023
46.52,98227,140007
46.54,98280,140011
46.56,98175,139985
46.58,98192,139878
46.6,98187,139804
46.62,98215,139851
46.64,98209,140214
46.66,98333,140245
46.68,98301,140145
46.7,98190,140081
46.72,98229,140045
46.74,98209,139983
46.76,98214,139892
46.78,98233,140046
46.8,98249,139977
46.82,98181,139981
46.84,98301,140035
46.86,98262,139989
46.88,98211,140027
46.9,98213,139781
46.92,98229,139933
46.94,98175,139704
46.96,98182,139897
46.98,98241,140041
47,98224,140003
47.02,98296,139921
47.04,98250,139953
47.06,98323,139929
47.08,98193,139728
47.1,98109,139600
47.12,98145,139669
47.14,98109,139690
47.16,98163,139782
47.18,98217,139833
47.2,98161,139619
47.22,98040,139505
47.24,98115,139619
47.26,98214,139765
47.28,98204,139854
47.3,98189,139975
47.32,98219,139907
47.34,98277,139829
47.36,98155,139626
47.38,98118,139722
47.4,98303,140119
47.42,98310,140110
47.44,98300,140059
47.46,98301,140085
47.48,98263,140006
47.5,98228,140015
47.52,98170,139931
47.54,98277,139861
47.56,98187,139831
47.58,98209,139856
47.6,98179,139847
47.62,98157,139959
47.64,98225,139958
47.66,98214,139884
47.68,98202,139907
47.7,98192,139644
47.72,98048,139644
47.74,98110,139688
47.76,98173,139934
47.78,98369,140284
47.8,98446,140327
47.82,98348,140188
47.84,98281,140189
47.86,98346,14014198082
47.88,98029,139857
47.9,98134,139979
47.92,98141,139992
47.94,98136,140009
47.96,98164,140093
47.98,98158,139997
48,98177,140002
48.02,98170,140122
48.04,98195,140166
48.06,98092,140015
48.08,98170,140082
48.1,98180,140050
48.12,98164,139969
48.14,98179,140031
48.16,98171,139955
48.18,98074,139989
48.2,98168,140114
48.22,98193,140279
48.24,98261,140351
48.26,98246,140280
48.28,98311,140385
48.3,98266,140285
48.32,98224,140015
48.34,98031,139919
48.36,98172,139960
48.38,98144,139857
48.4,98061,139787
48.42,98108,139896
48.44,98051,139669
48.46,98052,139886
48.48,98089,139867
48.5,98097,140104
48.52,98061,139982
48.54,98012,139840
48.56,98133,139830
48.58,98112,139809
48.6,98088,139867
48.62,98073,139962
48.64,98056,139976
48.66,98144,140048
48.68,98166,139824
48.7,98063,139821
48.72,97992,139762
48.74,98089,139883
48.76,98093,139739
48.78,98075,139849
48.8,98097,139959
48.82,98139,139899
48.84,98114,140022
48.86,98073,139772
48.88,98056,140005
48.9,98150,139964
48.92,98068,140018
