~Time(seconds),R,IR
108.68,9980,11200
108.7,9769,11117
108.72,9739,11199
108.74,9806,11219
108.76,9883,11362
108.78,9808,11355
108.8,9867,11110
108.82,9748,11216
108.84,9826,11253
108.86,9819,11377
108.88,9921,11286
108.9,9686,11212
108.92,9842,11260
108.94,9829,11236
108.96,9974,11398
108.98,9859,11256
109,9815,11209
109.02,9885,11314
109.04,9877,11123
109.06,9707,11143
109.08,9796,11175
109.1,9681,11059
109.12,9793,11239
109.14,9787,11227
109.16,9685,11068
109.18,9783,11187
109.2,9912,11205
109.22,9823,11197
109.24,9740,11213
109.26,9783,11221
109.28,9803,11281
109.3,9916,11183
109.32,9817,11230
109.34,9745,11102
109.36,9784,11387
109.38,9912,11218
109.4,9845,11200
109.42,9829,11223
109.44,9741,11186
109.46,9821,11227
109.48,9790,11356
109.5,9923,11250
109.52,9699,11165
109.54,9836,11246
109.56,9801,11375
109.58,9876,11216
109.6,9666,11237
109.62,9819,11267
109.64,9949,11350
109.66,9834,11266
109.68,9720,11136
109.7,9795,11252
109.72,9836,11375
109.74,9858,11255
109.76,9842,11252
109.78,9710,11198
109.8,9835,11273
109.82,9847,11249
109.84,9951,11364
109.86,9730,11191
109.88,9811,11253
109.9,9841,11222
109.92,9924,11156
109.94,9826,11121
109.96,9688,11107
109.98,9781,11153
110,9922,11292
110.02,9777,11195
110.04,9825,11021
110.06,9695,11134
110.08,9802,11191
110.1,9852,11338
110.12,9804,11199
110.14,9813,11032
110.16,9815,11212
110.18,9805,11334
110.2,9865,11190
110.22,9800,11193
110.24,9801,11197
110.26,9804,11227
110.28,9798,11170
110.3,9702,11127
110.32,9803,11160
110.34,9825,11216
110.36,9676,11141
110.38,9786,11195
110.4,9813,11196
110.42,9890,11321
110.44,9757,11188
110.46,9817,11205
110.48,9920,11278
110.5,9863,11203
110.52,9798,11137
110.54,9683,11125
110.56,9875,11081
110.58,9709,10938
110.6,9753,11051
110.62,9769,11071
110.64,9901,10934
110.66,9762,11053
110.68,9783,11070
110.7,9907,11165
110.72,9812,11160
110.74,9779,11049
110.76,9797,11149
110.78,9804,11148
110.8,9899,11222
110.82,9841,11171
110.84,9741,11154
110.86,9832,11015
110.88,9720,11108
110.9,9799,11167
110.92,9810,11224
110.94,9931,11152
110.96,9928,11252
110.98,9775,11199
111,9788,11020
111.02,9739,11179
111.04,9827,11227
111.06,9837,11343
111.08,9917,11192
111.1,9847,11234
111.12,9724,11115
111.14,9817,11201
111.16,9884,11234
111.18,9830,11102
111.2,9755,11199
111.22,9848,11366
111.24,9828,11231
111.26,9751,11139
111.28,9847,11208
111.3,9859,11359
111.32,9921,11292
111.34,9857,11193
111.36,9845,11250
111.38,9907,11306
111.4,9882,11191
111.42,9752,11103
111.44,9855,11197
111.46,9831,11141
111.48,9825,11151
111.5,9706,11026
111.52,9797,11103
111.54,9798,11121
111.56,9946,11078
111.58,9827,11140
111.6,9936,11211
111.62,9870,11190
111.64,9747,11015
111.66,9801,11194
111.68,9849,11096
111.7,9831,10931
111.72,9736,11047
111.74,9813,11069
111.76,9815,11184
111.78,9891,11079
111.8,9830,11000
111.82,9719,10978
111.84,9828,11044
111.86,9814,11109
111.88,9966,11203
111.9,9845,11141
111.92,9833,10998
111.94,9765,11125
111.96,9854,11174
111.98,9983,11261
112,9825,11252
112.02,9858,11302
112.04,9888,11296
112.06,10046,11416
112.08,9873,11347
112.1,9925,11228
112.12,9921,11301
112.14,10046,11203
112.16,9921,11329
112.18,9908,11363
112.2,9799,11277
112.22,10039,11261
112.24,9807,11210
112.26,9887,11247
112.28,9920,11248
112.3,9886,11243
112.32,9771,11155
112.34,9836,11238
112.36,9875,11198
112.38,10052,11235
112.4,9877,11261
112.42,9884,11279
112.44,10019,11380
112.46,9873,11293
112.48,9905,11152
112.5,9772,11213
112.52,9890,11341
112.54,9916,11278
112.56,9846,11116
112.58,9796,11183
112.6,10015,11313
112.62,9923,11201
112.64,9874,11173
112.66,9856,11203
112.68,9721,11086
112.7,9852,11189
112.72,9855,11204
112.74,10018,11279
112.76,9901,11187
112.78,9808,11067
112.8,9863,11182
112.82,10043,11275
112.84,9863,11198
112.86,9846,11174
112.88,9799,11095
112.9,9836,11151
112.92,9840,11151
112.94,9830,11141
112.96,9751,11088
112.98,9841,11170
113,9880,11179
113.02,9998,11233
113.04,9863,11130
113.06,9652,11086
113.08,9817,11162
113.1,9837,11158
113.12,9862,11214
113.14,9911,11020
113.16,9743,11035
113.18,9806,11068
113.2,9807,11083
113.22,9960,11159
113.24,9808,11064
113.26,9807,11187
113.28,9920,11117
113.3,9845,11120
113.32,9676,11112
113.34,9829,11115
113.36,9668,11017
113.38,9839,11128
113.4,9854,11239
113.42,9828,11128
113.44,9858,11250
113.46,9859,11164
113.48,9769,11058
113.5,9782,11158
113.52,9864,11161
113.54,9833,11156
113.56,9846,11154
113.58,9989,11258
113.6,9887,11217
113.62,9880,11097
113.64,9724,11104
113.66,9831,11187
113.68,9858,11180
113.7,9967,11289
113.72,9856,11231
113.74,9814,11079
113.76,9810,11176
113.78,9872,11204
113.8,9930,11181
113.82,9873,11221
113.84,9954,11271
113.86,9858,11083
113.88,9762,11142
113.9,9862,11219
113.92,9832,11282
113.94,9995,11261
113.96,9837,11218
113.98,9727,11083
114,9794,10987
114.02,9750,11086
114.04,9841,11144
114.06,9812,11174
114.08,9928,11156
114.1,9854,10992
114.12,9725,11095
114.14,9850,11165
114.16,9681,11045
114.18,9821,11135
114.2,9975,11264
114.22,9864,11057
114.24,9762,11158
114.26,9856,11169
114.28,9880,11287
114.3,9853,11179
114.32,9829,11167
114.34,9966,11271
114.36,9901,11184
114.38,9809,11203
114.4,9656,11056
114.42,9803,11208
114.44,9861,11249
114.46,9883,11353
114.48,9955,11216
114.5,9876,11257
114.52,9721,11179
114.54,9860,11254
114.56,9996,11338
114.58,9854,11272
114.6,9720,11160
114.62,9888,11281
114.64,9890,11299
114.66,9928,11252
114.68,9921,11344
114.7,9902,11328
114.72,9949,11421
114.74,9964,11446
114.76,9994,11427
114.78,9917,11292
114.8,9877,11325
114.82,9982,11464
114.84,10005,11193
114.86,9852,11273
114.88,9933,11308
114.9,9944,11310
114.92,9889,11244
114.94,9751,11108
114.96,9867,11169
114.98,9950,11224
115,9874,11193
115.02,9920,11257
115.04,9935,11194
115.06,9783,11166
115.08,9890,11203
115.1,9934,11228
115.12,9908,11158
115.14,9794,11155
115.16,9858,11195
115.18,9891,11172
115.2,9985,11303
115.22,9882,11202
115.24,9805,11062
115.26,9798,11144
115.28,9866,11134
115.3,9855,11131
115.32,9889,11184
115.34,9822,11024
115.36,9765,10840
115.38,9651,10924
115.4,9732,10944
115.42,9776,10940
115.44,9635,10960
115.46,9778,11047
115.48,9793,11164
115.5,9811,11152
115.52,9654,11047
115.54,9804,11189
115.56,9820,11177
115.58,9942,11186
115.6,9700,11081
115.62,9796,11204
115.64,9856,11111
115.66,9783,11090
115.68,9643,10990
115.7,9792,11085
115.72,9788,11042
115.74,9776,11026
115.76,9795,11021
115.78,9747,11012
115.8,9770,11045
115.82,9823,10906
115.84,9735,11045
115.86,9752,11025
115.88,9761,11001
115.9,9788,11038
115.92,9894,11024
115.94,9748,11007
115.96,9790,11001
115.98,9747,11014
116,9640,10920
116.02,9598,10848
116.04,9717,10939
116.06,9725,10923
116.08,9880,11054
116.1,9748,10927
116.12,9700,10824
116.14,9676,10898
116.16,9716,10947
116.18,9713,10960
116.2,9688,10917
116.22,9619,10854
116.24,9701,10892
116.26,9726,10881
116.28,9835,10995
116.3,9607,10819
116.32,9687,10901
116.34,9709,10905
116.36,9836,10993
116.38,9685,10918
116.4,9722,10803
116.42,9631,10912
116.44,9693,10890
116.46,9804,10947
116.48,9670,10877
116.5,9586,10755
116.52,9669,10841
116.54,9676,10981
116.56,9786,10890
116.58,9675,10859
116.6,9828,10990
116.62,9707,10889
116.64,9736,10756
116.66,9602,10886
116.68,9685,10917
116.7,9715,10933
116.72,9806,10954
116.74,9703,10898
116.76,9581,10799
116.78,9665,10880
116.8,9701,10887
116.82,9846,10983
116.84,9738,10865
116.86,9692,10766
116.88,9597,10815
116.9,9702,10999
116.92,9754,10884
116.94,9690,10896
116.96,9564,10810
116.98,9715,10920
117,9715,10799
117.02,9677,10913
117.04,9848,11040
117.06,9747,10950
117.08,9709,10820
117.1,9611,10781
117.12,9823,10894
117.14,9746,10765
117.16,9648,10760
117.18,9547,10643
117.2,9615,10751
117.22,9603,10440
117.24,9473,10264
117.26,9152,9985
117.28,9127,9964
117.3,9012,9573
117.32,9250,9880
117.34,9688,9844
117.36,9516,9738
117.38,9333,9824
117.4,9241,10208
117.42,9570,10558
117.44,9587,10609
117.46,9610,10523
117.48,9490,10554
117.5,9594,10628
117.52,9703,10651
117.54,9649,10682
117.56,9490,10602
117.58,9654,10728
117.6,9652,10738
117.62,9795,10720
117.64,9517,10634
117.66,9610,10730
117.68,9643,10735
117.7,9706,10823
117.72,9703,10737
117.74,9654,10797
117.76,9530,10692
117.78,9644,10806
117.8,9682,10841
117.82,9687,10879
117.84,9569,10748
117.86,9679,10872
117.88,9714,10873
117.9,9855,10964
117.92,9704,10852
117.94,9709,10897
117.96,9714,10905
117.98,9827,10967
118,9832,10864
118.02,9726,10938
118.04,9757,11039
118.06,9800,10953
118.08,9705,10971
118.1,9604,10785
118.12,9702,10833
118.14,9702,10864
118.16,9741,10796
118.18,9667,10783
118.2,9704,10847
118.22,9739,10727
118.24,9644,10695
118.26,9506,10721
118.28,9502,10584
118.3,9620,10741
118.32,9680,10771
118.34,9690,10898
118.36,9766,10750
118.38,9688,10813
118.4,9626,10809
118.42,9700,10806
118.44,9739,10968
118.46,9751,10851
118.48,9681,10840
118.5,9684,10868
118.52,9776,10952
118.54,9723,10752
118.56,9676,10890
118.58,9726,10724
118.6,9624,10850
118.62,9727,10856
118.64,9832,10978
118.66,9730,10793
118.68,9658,10851
118.7,9709,10854
118.72,9840,10992
118.74,9731,10782
118.76,9629,10853
118.78,9704,10858
118.8,9770,10962
118.82,9767,10858
118.84,9682,10769
118.86,9671,10776
118.88,9835,10821
118.9,9686,10766
118.92,9538,10696
118.94,9631,10812
118.96,9689,10869
118.98,9798,10868
119,9785,10932
119.02,9653,10821
119.04,9691,10821
119.06,9687,10808
119.08,9683,10783
119.1,9767,10846
119.12,9598,10760
119.14,9659,10722
119.16,9634,10716
119.18,9650,10547
119.2,9587,10705
119.22,9623,10795
119.24,9647,10660
119.26,9636,10576
119.28,9502,10546
119.3,9618,10649
119.32,9623,10701
119.34,9728,10807
119.36,9691,10800
119.38,9608,10607
119.4,9572,10746
119.42,9652,10888
119.44,9719,10775
119.46,9665,10666
119.48,9554,10608
119.5,9621,10656
119.52,9712,10779
119.54,9669,10677
119.56,9617,10499
119.58,9527,10596
119.6,9627,10648
119.62,9627,10602
119.64,9626,10633
119.66,9506,10634
119.68,9628,10819
119.7,9741,10628
119.72,9605,10690
119.74,9532,10614
119.76,9632,10748
119.78,9674,10794
119.8,9746,10862
119.82,9717,10792
119.84,9663,10713
119.86,9534,10753
119.88,9669,10918
119.9,9766,10802
119.92,9645,10777
119.94,9544,10621
119.96,9604,10742
119.98,9623,10775
120,9586,10871
120.02,9610,10841
120.04,9740,10974
120.06,9763,10990
120.08,9890,11085
120.1,9707,10983
120.12,9756,10765
120.14,9616,10868
120.16,9701,10912
120.18,9709,11064
120.2,9789,10984
120.22,9721,10934
120.24,9630,10825
120.26,9698,10881
120.28,9730,10989
120.3,9766,10955
120.32,9657,10840
120.34,9769,10962
120.36,9885,11080
120.38,9710,11006
120.4,9740,10912
120.42,9658,10953
120.44,9766,11017
120.46,9763,11042
120.48,9910,11106
120.5,9799,11068
120.52,9744,10915
120.54,9797,11021
120.56,9895,11114
120.58,9726,11040
120.6,9653,10902
120.62,9735,10950
120.64,9758,10937
120.66,9826,11063
120.68,9780,10992
120.7,9744,10954
120.72,9635,10878
120.74,9732,11100
120.76,9830,10922
120.78,9654,10691
120.8,9653,10777
120.82,9690,10748
120.84,9695,10869
120.86,9747,10726
120.88,9752,10685
120.9,9572,10653
120.92,9667,10735
120.94,9669,10773
120.96,9797,10853
120.98,9696,10811
121,9499,10694
121.02,9657,10792
121.04,9813,10897
121.06,9730,10831
121.08,9575,10697
121.1,9667,10752
121.12,9687,10758
121.14,9767,10775
121.16,9556,10690
121.18,9597,10776
121.2,9781,10894
121.22,9699,10791
121.24,9635,10698
121.26,9608,10810
121.28,9826,10658
121.3,9644,10798
121.32,9694,10792
121.34,9733,10857
121.36,9712,10679
121.38,9612,10796
121.4,9830,10915
121.42,9670,10661
121.44,9646,10799
121.46,9711,10871
121.48,9715,11025
121.5,9833,10956
121.52,9720,10855
121.54,9582,10736
121.56,9677,10824
121.58,9815,10943
121.6,9671,10630
121.62,9639,10815
121.64,9692,10817
121.66,9679,10971
121.68,9753,10743
121.7,9643,10709
121.72,9772,10775
121.74,9647,10687
121.76,9622,10592
121.78,9529,10633
121.8,9658,10664
121.82,9623,10626
121.84,9705,10718
121.86,9632,10612
121.88,9620,10488
121.9,9493,10411
121.92,9588,10630
121.94,9466,10382
121.96,9505,10489
121.98,9563,10462
122,9410,10619
122.02,9547,10625
122.04,9632,10662
122.06,9642,10686
122.08,9752,10798
122.1,9600,10657
122.12,9637,10515
122.14,9534,10665
122.16,9665,10681
122.18,9578,10675
122.2,9641,10680
122.22,9611,10827
122.24,9733,10695
122.26,9664,10644
122.28,9604,10718
122.3,9683,10762
122.32,9646,10762
122.34,9765,10831
122.36,9648,10740
122.38,9655,10747
122.4,9656,10675
122.42,9756,10783
122.44,9647,10631
122.46,9595,10471
122.48,9622,10620
122.5,9743,10731
122.52,9605,10637
122.54,9625,10488
122.56,9532,10615
122.58,9609,10625
122.6,9633,10809
122.62,9729,10664
122.64,9664,10709
122.66,9558,10711
122.68,9655,10730
122.7,9743,10873
122.72,9640,10592
122.74,9618,10723
122.76,9653,10729
122.78,9655,10839
122.8,9749,10746
122.82,9651,10709
122.84,9549,10618
122.86,9661,10786
122.88,9826,10971
122.9,9772,10856
122.92,9708,10795
122.94,9609,10755
122.96,9699,10839
122.98,9779,10855
123,9718,10852
123.02,9602,10725
123.04,9686,10848
123.06,9700,10841
123.08,9755,10848
123.1,9693,10759
123.12,9563,10704
123.14,9684,10782
123.16,9668,10631
123.18,9628,10752
123.2,9675,10770
123.22,9688,10943
123.24,9776,10801
123.26,9697,10812
123.28,9587,10709
123.3,9683,10837
123.32,9709,10864
123.34,9777,10997
123.36,9739,10930
123.38,9600,10779
123.4,9702,10905
123.42,9739,10881
123.44,9782,10882
123.46,9572,10708
123.48,9610,10784
123.5,9681,10832
123.52,9837,10954
123.54,9730,10877
123.56,9712,10807
123.58,9681,10800
123.6,9612,10709
123.62,9659,10764
123.64,9665,10774
123.66,9700,10935
123.68,9704,10632
123.7,9707,10774
123.72,9832,10895
123.74,9732,10786
123.76,9679,10701
123.78,9564,10719
123.8,9682,10772
123.82,9678,10874
123.84,9778,10828
123.86,9699,10760
123.88,9679,10757
123.9,9569,10670
123.92,9654,10762
123.94,9709,10791
123.96,9773,10867
123.98,9722,10810
124,9725,10915
124.02,9754,10961
124.04,9743,10819
124.06,9662,10868
124.08,9737,10915
124.1,9739,10975
124.12,9726,10862
124.14,9635,10721
124.16,9692,10780
124.18,9694,10789
124.2,9833,10903
124.22,9718,10831
124.24,9708,10797
124.26,9717,10855
124.28,9804,10941
124.3,9752,10891
124.32,9730,10857
124.34,9650,10862
124.36,9734,10892
124.38,9823,11036
124.4,9778,11011
124.42,9772,10850
124.44,9673,10882
124.46,9757,10991
124.48,9907,11097
124.5,9790,10997
124.52,9739,10743
124.54,9659,10857
124.56,9704,11006
124.58,9813,10877
124.6,9713,10865
124.62,9611,10704
124.64,9684,10799
124.66,9732,10766
124.68,9618,10747
124.7,9701,10825
124.72,9713,10805
124.74,9800,10821
124.76,9588,10752
124.78,9680,10873
124.8,9718,10918
124.82,9890,11025
124.84,9701,10937
124.86,9767,10836
124.88,9656,10980
124.9,9791,11045
124.92,9783,11083
124.94,9916,11102
124.96,9687,10975
124.98,9782,11055
125,9787,11057
125.02,9882,11186
125.04,9795,10919
125.06,9748,10953
125.08,9761,10928
125.1,9809,11005
125.12,9789,10843
125.14,9701,10739
125.16,9578,10705
125.18,9719,10894
125.2,9689,10754
125.22,9713,10666
125.24,9590,10759
125.26,9723,10812
125.28,9727,10900
125.3,9797,10904
125.32,9766,10773
125.34,9636,10780
125.36,9717,10810
125.38,9710,10855
125.4,9782,10869
125.42,9694,10763
125.44,9485,10616
125.46,9675,10750
125.48,9695,10758
125.5,9739,10894
125.52,9786,10591
125.54,9571,10738
125.56,9692,10777
125.58,9715,10784
125.6,9697,10633
125.62,9623,10744
125.64,9696,10796
125.66,9709,10799
125.68,9804,10906
125.7,9744,10820
125.72,9704,10726
125.74,9651,10780
125.76,9693,10794
125.78,9659,10821
125.8,9595,10737
125.82,9720,10985
125.84,9823,10852
125.86,9710,10837
125.88,9722,10933
125.9,9718,10837
125.92,9642,10682
125.94,9627,10758
125.96,9688,10743
125.98,9691,10730
126,9745,10847
126.02,9714,10741
126.04,9664,10578
126.06,9573,10685
126.08,9644,10726
126.1,9636,10796
126.12,9784,10777
126.14,9607,10709
126.16,9533,10604
126.18,9635,10716
126.2,9679,10709
126.22,9825,10724
126.24,9540,10575
126.26,9599,10693
126.28,9666,10707
126.3,9681,10846
126.32,9738,10682
126.34,9664,10711
126.36,9529,10623
126.38,9667,10751
126.4,9658,10789
126.42,9681,10706
126.44,9576,10686
126.46,9678,10784
126.48,9690,10770
126.5,9645,10632
126.52,9681,10784
126.54,9708,10912
126.56,9733,10865
126.58,9687,10685
126.6,9648,10825
126.62,9718,10884
126.64,9745,10748
126.66,9644,10804
126.68,9686,10809
126.7,9710,10894
126.72,9726,10619
126.74,9660,10812
126.76,9702,10749
126.78,9588,10679
126.8,9677,10640
126.82,9691,10746
126.84,9663,10789
126.86,9695,10812
126.88,9543,10681
126.9,9674,10940
126.92,9688,10748
126.94,9741,10909
126.96,9710,10935
126.98,9634,10794
127,9723,10886
127.02,9739,10919
127.04,9846,10965
127.06,9672,10925
127.08,9747,10741
127.1,9750,10906
127.12,9748,11003
127.14,9791,10899
127.16,9761,10921
127.18,9610,10794
127.2,9737,11013
127.22,9818,10933
127.24,9748,10915
127.26,9637,10836
127.28,9745,10916
127.3,9734,10967
127.32,9865,10969
127.34,9766,10935
127.36,9669,10804
127.38,9720,10901
127.4,9739,10940
127.42,9762,11040
127.44,9725,10933
127.46,9745,10944
127.48,9945,11121
127.5,9755,11003
127.52,9774,10964
127.54,9748,11143
127.56,9848,10996
127.58,9795,11017
127.6,9762,10953
127.62,9754,10905
127.64,9722,10967
127.66,9811,10856
127.68,9728,10748
127.7,9551,10614
127.72,9629,10702
127.74,9659,10731
127.76,9743,10793
127.78,9690,10726
127.8,9594,10552
127.82,9580,10715
127.84,9528,10621
127.86,9642,10726
127.88,9690,10769
127.9,9732,10879
127.92,9758,10726
127.94,9664,10731
127.96,9665,10742
127.98,9689,10776
128,9730,10843
128.02,9719,10828
128.04,9686,10683
128.06,9633,10787
128.08,9699,10803
128.1,9832,10919
128.12,9653,10824
128.14,9680,10709
128.16,9675,10821
128.18,9588,10734
128.2,9694,10810
128.22,9803,10928
128.24,9758,10901
128.26,9735,10699
128.28,9637,10798
128.3,9718,10839
128.32,9720,10937
128.34,9828,10837
128.36,9714,10746
128.38,9658,10710
128.4,9652,10736
128.42,9752,10758
128.44,9545,10610
128.46,9641,10677
128.48,9617,10568
128.5,9613,10666
128.52,9663,10728
128.54,9636,10849
128.56,9768,10725
128.58,9570,10739
128.6,9688,10762
128.62,9824,10836
128.64,9757,10778
128.66,9652,10753
128.68,9668,10763
128.7,9815,10871
128.72,9615,10675
128.74,9674,10781
128.76,9691,10818
128.78,9712,10841
128.8,9722,10642
128.82,9586,10749
128.84,9710,10830
128.86,9722,10852
128.88,9805,10768
128.9,9695,10819
128.92,9710,10948
128.94,9822,10897
128.96,9698,10828
128.98,9580,10830
129,9828,10941
129.02,9687,10865
129.04,9701,10725
129.06,9610,10778
129.08,9713,10690
129.1,9707,10808
129.12,9692,10822
129.14,9827,10929
129.16,9682,10720
129.18,9655,10923
129.2,9714,10743
129.22,9603,10749
129.24,9697,10832
129.26,9707,10792
129.28,9776,10845
129.3,9703,10766
129.32,9654,10699
129.34,9629,10665
129.36,9777,10812
129.38,9709,10721
129.4,9598,10592
129.42,9604,10671
129.44,9642,10741
129.46,9657,10804
129.48,9674,10631
129.5,9670,10749
129.52,9682,10942
129.54,9792,10788
129.56,9640,10761
129.58,9527,10643
129.6,9845,10885
129.62,9720,10800
129.64,9679,10657
129.66,9605,10774
129.68,9710,10786
129.7,9663,10919
129.72,9710,10679
129.74,9555,10697
129.76,9675,10788
129.78,9675,10764
129.8,9783,10833
129.82,9704,10772
129.84,9683,10595
129.86,9610,10769
129.88,9681,10768
129.9,9829,10803
129.92,9591,10671
129.94,9679,10801
129.96,9703,10787
129.98,9820,10915
130,9603,10869
130.02,9578,10775
130.04,9669,10846
130.06,9714,10788
130.08,9849,10898
130.1,9699,10768
130.12,9684,10690
130.14,9571,10734
130.16,9514,10622
130.18,9644,10701
130.2,9793,10756
130.22,9540,10664
130.24,9661,10632
130.26,9627,10757
130.28,9710,10808
130.3,9769,10863
130.32,9786,10816
130.34,9698,10803
130.36,9568,10695
130.38,9713,10779
130.4,9774,10721
130.42,9690,10736
130.44,9554,10631
130.46,9642,10719
130.48,9662,10732
130.5,9816,10840
130.52,9671,10747
130.54,9707,10607
130.56,9585,10677
130.58,9685,10731
130.6,9716,10762
130.62,9666,10710
130.64,9537,10642
130.66,9674,10716
130.68,9845,10825
130.7,9681,10720
130.72,9668,10715
130.74,9671,10844
130.76,9680,10720
130.78,9763,10789
130.8,9679,10675
130.82,9554,10599
130.84,9624,10702
130.86,9647,10681
130.88,9665,10738
130.9,9681,10643
130.92,9546,10646
130.94,9648,10695
130.96,9658,10696
130.98,9788,10778
131,9675,10640
131.02,9613,10509
131.04,9535,10572
131.06,9630,10583
131.08,9625,10603
131.1,9496,10479
131.12,9582,10580
131.14,9640,10632
131.16,9677,10547
131.18,9635,10639
131.2,9662,10652
131.22,9742,10774
131.24,9676,10689
131.26,9664,10613
131.28,9628,10669
131.3,9656,10704
131.32,9800,10799
131.34,9649,10688
131.36,9698,10521
131.38,9595,10655
131.4,9661,10681
131.42,9636,10735
131.44,9766,10728
131.46,9653,10656
131.48,9538,10693
131.5,9829,10798
131.52,9676,10731
131.54,9684,10687
131.56,9559,10614
131.58,9667,10720
131.6,9544,10583
131.62,9623,10704
131.64,9679,10699
131.66,9680,10838
131.68,9760,10703
131.7,9567,10655
131.72,9673,10715
131.74,9671,10745
131.76,9764,10795
131.78,9681,10696
131.8,9688,10726
131.82,9803,10750
131.84,9566,10642
131.86,9674,10738
131.88,9673,10717
131.9,9658,10725
131.92,9702,10495
131.94,9552,10581
131.96,9640,10600
131.98,9647,10606
132,9641,10646
132.02,9677,10588
132.04,9657,10606
132.06,9644,10796
132.08,9733,10595
132.1,9644,10647
132.12,9509,10634
132.14,9644,10607
132.16,9787,10592
132.18,9652,10636
132.2,9649,10681
132.22,9753,10654
132.24,9676,10680
132.26,9565,10589
132.28,9661,10679
132.3,9668,10658
132.32,9759,10768
132.34,9689,10708
132.36,9698,10563
132.38,9685,10683
132.4,9779,10787
132.42,9713,10620
132.44,9646,10677
132.46,9551,10579
132.48,9642,10674
132.5,9665,10675
132.52,9765,10773
132.54,9670,10515
132.56,9633,10661
132.58,9680,10659
132.6,9740,10768
132.62,9723,10690
132.64,9640,10782
132.66,9665,10723
132.68,9686,10654
132.7,9550,10521
132.72,9624,10603
132.74,9603,10615
132.76,9605,10433
132.78,9535,10550
132.8,9611,10568
132.82,9635,10676
132.84,9714,10511
132.86,9635,10594
132.88,9647,10640
132.9,9803,10729
132.92,9685,10688
132.94,9621,10668
132.96,9684,10743
132.98,9768,10802
133,9697,10737
133.02,9693,10568
133.04,9612,10848
133.06,9640,10713
133.08,9695,10577
133.1,9601,10676
133.12,9662,10724
133.14,9714,10755
133.16,9777,10811
133.18,9707,10729
133.2,9578,10610
133.22,9647,10741
133.24,9684,10744
133.26,9809,10850
133.28,9697,10743
133.3,9698,10659
133.32,9631,10730
133.34,9744,10858
133.36,9715,10573
133.38,9593,10671
133.4,9690,10753
133.42,9703,10811
133.44,9783,10817
133.46,9659,10742
133.48,9700,10767
133.5,9712,10630
133.52,9591,10670
133.54,9662,10732
133.56,9682,10810
133.58,9752,10661
133.6,9679,10663
133.62,9579,10579
133.64,9649,10614
133.66,9614,10624
133.68,9493,10523
133.7,9637,10733
133.72,9719,10589
133.74,9618,10570
133.76,9486,10566
133.78,9601,10472
133.8,9588,10608
133.82,9634,10640
133.84,9646,10768
133.86,9762,10681
133.88,9624,10569
133.9,9653,10765
133.92,9737,10645
133.94,9660,10670
133.96,9556,10562
133.98,9634,10616
134,9683,10532
134.02,9574,10670
134.04,9664,10724
134.06,9678,10749
134.08,9769,10782
134.1,9717,10691
134.12,9611,10558
134.14,9612,10709
134.16,9854,10864
134.18,9711,10772
134.2,9674,10571
134.22,9647,10711
134.24,9702,10722
134.26,9783,10820
134.28,9745,10730
134.3,9689,10562
134.32,9614,10697
134.34,9697,10702
134.36,9653,10660
134.38,9641,10488
134.4,9527,10508
134.42,9629,10605
134.44,9622,10598
134.46,9772,10670
134.48,9655,10597
134.5,9619,10600
134.52,9718,10602
134.54,9619,10478
134.56,9556,10611
134.58,9647,10643
134.6,9640,10818
134.62,9765,10696
134.64,9662,10700
134.66,9539,10620
134.68,9653,10691
134.7,9684,10689
134.72,9749,10690
134.74,9575,10589
134.76,9626,10676
134.78,9792,10775
134.8,9700,10694
134.82,9705,10664
134.84,9672,10694
134.86,9696,10719
134.88,9635,10581
134.9,9585,10666
134.92,9675,10700
134.94,9659,10788
134.96,9728,10715
134.98,9670,10617
135,9655,10719
135.02,9681,10667
135.04,9685,10716
135.06,9677,10673
135.08,9566,10614
135.1,9674,10704
135.12,9656,10721
135.14,9539,10579
135.16,9660,10721
135.18,9799,10800
135.2,9699,10708
135.22,9594,10623
135.24,9633,10703
135.26,9681,10698
135.28,9751,10774
135.3,9621,10622
135.32,9646,10506
135.34,9520,10471
135.36,9607,10540
135.38,9656,10605
135.4,9622,10560
135.42,9495,10475
135.44,9605,10636
135.46,9641,10582
135.48,9537,10508
135.5,9622,10759
135.52,9721,10571
135.54,9595,10600
135.56,9516,10427
135.58,9596,10566
135.6,9627,10682
135.62,9630,10599
135.64,9619,10398
135.66,9580,10546
135.68,9608,10560
135.7,9604,10668
135.72,9693,10554
135.74,9596,10588
135.76,9453,10423
135.78,9577,10531
135.8,9617,10567
135.82,9717,10681
135.84,9674,10524
135.86,9618,10559
135.88,9595,10593
135.9,9466,10430
135.92,9591,10558
135.94,9625,10636
135.96,9679,10604
135.98,9615,10565
136,9649,10604
136.02,9654,10631
136.04,9743,10773
136.06,9659,10648
136.08,9654,10571
136.1,9524,10477
136.12,9646,10627
136.14,9652,10636
136.16,9764,10659
136.18,9518,10540
136.2,9637,10648
136.22,9659,10658
136.24,9777,10762
136.26,9708,10654
136.28,9614,10661
136.3,9572,10539
136.32,9641,10667
136.34,9654,10650
136.36,9745,10543
136.38,9642,10687
136.4,9681,10694
136.42,9820,10786
136.44,9724,10759
136.46,9687,10743
136.48,9666,10613
136.5,9630,10710
136.52,9690,10743
136.54,9685,10890
136.56,9787,10743
136.58,9699,10781
136.6,9820,10835
136.62,9697,10733
136.64,9676,10624
136.66,9534,10557
136.68,9631,10636
136.7,9638,10642
136.72,9793,10783
136.74,9655,10627
