X,Y,Z,R,IR,HR,RR,SPO2,Activity,HR Mean,RR Mean,SPO2 Mean
0.01,-0.15,1.04,9396,10201,96.77419355,,98.48915094,1,,,
0.01,-0.15,1.08,9279,10101,62.5,,96.6611552,1,,,
0,-0.17,1.05,9228,10141,69.76744186,,99.38177799,1,,,
0,-0.17,1.05,9264,10103,56.60377358,,98.78446444,1,,,
0.03,-0.15,1.06,9455,10245,56.60377358,,95.80697025,1,,,
0,-0.16,1.02,9376,10084,57.69230769,,95.39667061,1,,,
0.01,-0.17,1,9255,10172,61.2244898,,98.84298883,1,,,
0.01,-0.17,1.04,9185,10162,81.08108108,,97.76542082,1,,,
0.01,-0.17,1.08,9266,10230,76.92307692,,99.42406704,1,,,
0.03,-0.17,1.09,9380,10226,45.45454545,,99.77287362,1,,,
-0.01,-0.16,1.09,9261,10197,54.54545455,,99.93999032,1,,,
0.03,-0.16,1.09,9302,10179,63.82978723,,99.90787976,1,,,
0,-0.15,1.06,9432,10296,73.17073171,,85.41317616,1,,,
-0.01,-0.17,1.05,9319,10227,65.2173913,,98.95340139,1,,,
0,-0.19,1.01,9285,10090,107.1428571,,94.845,1,,,
0,-0.14,1.05,9197,10186,75,,99.95633274,1,,,
0,-0.16,1.05,9275,10199,136.3636364,,99.50205319,1,,,
0,-0.15,1.04,9255,10206,65.2173913,,89.35385495,1,,,
0,-0.15,1.06,9278,10168,78.94736842,,95.72025822,1,,,
0.04,-0.16,1.02,9295,10142,54.54545455,,82.25770323,1,,,
0.01,-0.15,1.05,9376,10236,81.08108108,,99.93235131,1,,,
0.03,-0.17,1.08,9258,10141,90.90909091,,96.54415309,1,,,
0.01,-0.19,1.04,9247,10149,83.33333333,,87.38490829,1,,,
-0.04,-0.17,1.05,9319,10097,78.94736842,,94.99169674,1,,,
0.01,-0.17,1.05,9249,10097,57.69230769,,97.96355257,1,,,
0.01,-0.15,1.06,9238,10099,61.2244898,,84.03599519,1,,,
0.03,-0.14,1.08,9272,10208,66.66666667,,86.53858761,1,,,
0.03,-0.11,1.02,9244,9974,115.3846154,,84.54953341,1,,,
0.05,-0.15,1.04,9121,10035,81.08108108,,95.15278157,1,,,
