time(second),IR,RED
170.5,8214,10533
170.52,8255,10494
170.54,8287,10495
170.56,8258,10581
170.58,8249,10538
170.6,8222,10522
170.62,8285,10577
170.64,8251,10465
170.66,8271,10476
170.68,8193,10425
170.7,8258,10494
170.72,8213,10456
170.74,8254,10488
170.76,8219,10516
170.78,8241,10422
170.8,8268,10468
170.82,8248,10486
170.84,8183,10436
170.86,8242,10442
170.88,8248,10458
170.9,8257,10416
170.92,8197,10430
170.94,8172,10364
170.96,8223,10349
170.98,8131,10354
171,8248,10399
171.02,8195,10408
171.04,8181,10355
171.06,8221,10409
171.08,8173,10388
171.1,8200,10339
171.12,8244,10435
171.14,8207,10447
171.16,8188,10392
171.18,8228,10456
171.2,8214,10437
171.22,8141,10385
171.24,8250,10382
171.26,8136,10355
171.28,8194,10424
171.3,8206,10375
171.32,8257,10394
171.34,8231,10451
171.36,8204,10390
171.38,8181,10439
171.4,8209,10398
171.42,8264,10398
171.44,8278,10435
171.46,8268,10478
171.48,8251,10470
171.5,8210,10464
171.52,8238,10380
171.54,8245,10426
171.56,8176,10424
171.58,8232,10419
171.6,8256,10404
171.62,8246,10416
171.64,8218,10455
171.66,8169,10421
171.68,8253,10457
171.7,8206,10490
171.72,8220,10460
171.74,8244,10425
171.76,8243,10433
171.78,8222,10466
171.8,8199,10364
171.82,8226,10364
171.84,8197,10462
171.86,8245,10404
171.88,8190,10409
171.9,8169,10400
171.92,8216,10330
171.94,8240,10404
171.96,8194,10419
171.98,8153,10386
172,8240,10403
172.02,8210,10428
172.04,8200,10417
172.06,8210,10304
172.08,8208,10333
172.1,8196,10333
172.12,8189,10272
172.14,8234,10344
172.16,8195,10385
172.18,8148,10331
172.2,8225,10329
172.22,8223,10318
172.24,8209,10425
172.26,8219,10362
172.28,8193,10398
172.3,8160,10324
172.32,8212,10422
172.34,8172,10328
172.36,8218,10304
172.38,8156,10337
172.4,8203,10281
172.42,8172,10318
172.44,8211,10300
172.46,8149,10371
172.48,8160,10300
172.5,8219,10248
172.52,8206,10313
172.54,8216,10304
172.56,8140,10326
172.58,8166,10301
172.6,8199,10329
172.62,8174,10301
172.64,8227,10330
172.66,8181,10312
172.68,8214,10280
172.7,8164,10294
172.72,8157,10281
172.74,8197,10319
172.76,8173,10264
172.78,8179,10279
172.8,8211,10337
172.82,8146,10291
172.84,8185,10307
172.86,8221,10307
172.88,8180,10404
172.9,8193,10329
172.92,8221,10377
172.94,8218,10353
172.96,8216,10319
172.98,8184,10323
173,8211,10328
173.02,8159,10348
173.04,8166,10329
173.06,8214,10270
173.08,8184,10364
173.1,8155,10305
173.12,8138,10292
173.14,8187,10328
173.16,8199,10359
173.18,8136,10306
173.2,8187,10301
173.22,8205,10296
173.24,8175,10369
173.26,8174,10229
173.28,8200,10296
173.3,8205,10256
173.32,8151,10283
173.34,8146,10243
173.36,8164,10247
173.38,8149,10276
173.4,8157,10177
173.42,8167,10261
173.44,8165,10236
173.46,8119,10242
173.48,8165,10225
173.5,8182,10254
173.52,8181,10295
173.54,8102,10239
173.56,8170,10226
173.58,8190,10235
173.6,8187,10234
173.62,8188,10270
173.64,8159,10292
173.66,8170,10254
173.68,8194,10201
173.7,8217,10304
173.72,8148,10239
173.74,8195,10266
173.76,8210,10349
173.78,8178,10239
173.8,8211,10298
173.82,8175,10320
173.84,8153,10224
173.86,8184,10241
173.88,8141,10267
173.9,8138,10206
173.92,8158,10237
173.94,8107,10219
173.96,8172,10222
173.98,8159,10258
174,8148,10316
174.02,8179,10286
174.04,8134,10248
174.06,8198,10302
174.08,8174,10236
174.1,8161,10256
174.12,8219,10286
174.14,8149,10257
174.16,8156,10182
174.18,8129,10161
174.2,8202,10193
174.22,8167,10269
174.24,8177,10202
174.26,8205,10242
174.28,8173,10267
174.3,8130,10249
174.32,8188,10206
174.34,8149,10223
174.36,8220,10321
174.38,8176,10220
174.4,8177,10252
174.42,8171,10315
174.44,8169,10223
174.46,8213,10221
174.48,8181,10196
174.5,8104,10199
174.52,8190,10205
174.54,8168,10223
174.56,8164,10247
174.58,8178,10168
174.6,8196,10266
174.62,8150,10221
174.64,8142,10273
174.66,8164,10283
174.68,8173,10260
174.7,8204,10302
174.72,8167,108141
174.74,8179,9814
174.76,8168,9836
174.78,8194,9891
174.8,8239,9865
174.82,8231,9892
174.84,8210,9908
174.86,8204,9921
174.88,8214,9862
174.9,8192,9941
174.92,8211,9887
174.94,8244,9918
174.96,8187,9895
174.98,8212,9810
175,8228,9787
175.02,8191,9893
175.04,8185,9805
175.06,8227,9859
175.08,8199,9943
175.1,8260,9891
175.12,8241,9874
175.14,8162,9840
175.16,8266,9946
175.18,8228,9891
175.2,8226,9852
175.22,8248,9944
175.24,8232,9886
175.26,8275,9983
175.28,8284,9895
175.3,8254,9889
175.32,8203,9878
175.34,8206,9824
175.36,8194,9840
175.38,8239,9899
175.4,8239,9847
175.42,8243,9859
175.44,8194,9828
175.46,8266,9865
175.48,8198,9904
175.5,8180,9880
175.52,8268,9869
175.54,8226,9900
175.56,8233,9872
175.58,8271,9933
175.6,8213,9922
175.62,8242,9869
175.64,8250,9827
175.66,8260,9858
175.68,8218,9825
175.7,8232,9796
175.72,8256,9889
175.74,8194,9824
175.76,8261,9840
175.78,8258,9832
175.8,8258,9800
175.82,8241,9924
175.84,8216,9837
175.86,8213,9845
175.88,8259,9905
175.9,8289,9888
175.92,8200,9862
175.94,8212,9813
175.96,8256,9878
175.98,8180,9808
176,8231,9787
176.02,8185,9732
176.04,8206,9721
176.06,8238,9730
176.08,8174,9775
176.1,8158,9708
176.12,8191,9819
176.14,8190,9683
176.16,8189,9778
176.18,8167,9724
176.2,8179,9795
176.22,8197,9828
176.24,8190,9718
176.26,8230,9761
176.28,8162,9785
176.3,8225,9729
176.32,8220,9686
176.34,8177,9715
176.36,8217,9695
176.38,8142,9649
176.4,8180,9653
176.42,8226,9697
176.44,8159,9639
176.46,8213,9675
176.48,8227,9711
176.5,8172,9711
176.52,8228,9674
176.54,8235,9644
176.56,8187,9712
176.58,8176,9649
176.6,8236,9690
176.62,8215,9759
176.64,8176,9726
176.66,8209,9662
176.68,8179,9664
176.7,8221,9633
176.72,8141,9765
176.74,8179,9814
176.76,8168,9836
176.78,8194,9891
176.8,8239,9865
176.82,8231,9892
176.84,8210,9908
176.86,8204,9921
176.88,8214,9862
176.9,8192,9941
176.92,8211,9887
176.94,8244,9918
176.96,8187,9895
176.98,8212,9810
177,8228,9787
177.02,8191,9893
177.04,8185,9805
177.06,8227,9859
177.08,8199,9943
177.1,8260,9891
177.12,8241,9874
177.14,8162,9840
177.16,8266,9946
177.18,8228,9891
177.2,8226,9852
177.22,8248,9944
177.24,8232,9886
177.26,8275,9983
177.28,8284,9895
177.3,8254,9889
177.32,8203,9878
177.34,8206,9824
177.36,8194,9840
177.38,8239,9899
177.4,8239,9847
177.42,8243,9859
177.44,8194,9828
177.46,8266,9865
177.48,8198,9904
177.5,8180,9880
177.52,8268,9869
177.54,8226,9900
177.56,8233,9872
177.58,8271,9933
177.6,8213,9922
177.62,8242,9869
177.64,8250,9827
177.66,8260,9858
177.68,8218,9825
177.7,8232,9796
177.72,8256,9889
177.74,8194,9824
177.76,8261,9840
177.78,8258,9832
177.8,8258,9800
177.82,8241,9924
177.84,8216,9837
177.86,8213,9845
177.88,8259,9905
177.9,8289,9888
177.92,8200,9862
177.94,8212,9813
177.96,8256,9878
177.98,8180,9808
178,8231,9787
178.02,8185,9732
178.04,8206,9721
178.06,8238,9730
178.08,8174,9775
178.1,8158,9708
178.12,8191,9819
178.14,8190,9683
178.16,8189,9778
178.18,8167,9724
178.2,8179,9795
178.22,8197,9828
178.24,8190,9718
178.26,8230,9761
178.28,8162,9785
178.3,8225,9729
178.32,8220,9686
178.34,8177,9715
178.36,8217,9695
178.38,8142,9649
178.4,8180,9653
178.42,8226,9697
178.44,8159,9639
178.46,8213,9675
178.48,8227,9711
178.5,8172,9711
178.52,8228,9674
178.54,8235,9644
178.56,8187,9712
178.58,8176,9649
178.6,8236,9690
178.62,8215,9759
178.64,8176,9726
178.66,8209,9662
178.68,8179,9664
178.7,8221,9633
178.72,8180,9662
178.74,8205,9791
178.76,8203,9705
178.78,8269,9723
178.8,8208,9716
178.82,8261,9771
178.84,8248,9825
178.86,8201,9782
178.88,8264,9773
178.9,8254,9791
178.92,8232,9831
178.94,8243,9777
178.96,8230,9762
178.98,8254,9701
179,8175,9745
179.02,8264,9754
179.04,8245,9783
179.06,8205,9768
179.08,8261,9750
179.1,8267,9852
179.12,8232,9841
179.14,8261,9764
179.16,8311,9832
179.18,8229,9847
179.2,8266,9811
179.22,8290,9780
179.24,8257,9860
179.26,8267,9828
179.28,8259,9856
179.3,8247,9801
179.32,8207,9720
179.34,8262,9711
179.36,8221,9777
179.38,8215,9754
179.4,8265,9755
179.42,8221,9779
179.44,8278,9782
179.46,8213,9768
179.48,8272,9782
179.5,8267,9788
179.52,8197,9764
179.54,8264,9743
179.56,8290,9777
179.58,8271,9765
179.6,8261,9810
179.62,8246,9845
179.64,8294,9791
179.66,8234,9770
179.68,8211,9721
179.7,8287,9834
179.72,8266,9716
179.74,8270,9797
179.76,8235,9763
179.78,8299,9822
179.8,8262,9743
179.82,8293,9809
179.84,8244,9809
179.86,8270,9821
179.88,8309,9855
179.9,8280,9888
179.92,8256,9863
179.94,8324,9860
179.96,8314,9913
179.98,8286,9925
180,8278,9767
180.02,8318,9826
180.04,8256,9866
180.06,8261,9864
180.08,8328,9858
180.1,8264,9847
180.12,8247,9799
180.14,8270,9909
180.16,8273,9813
180.18,8306,9817
180.2,8258,9840
180.22,8322,9859
180.24,8270,9894
180.26,8265,9868
180.28,8293,9796
180.3,8346,9902
180.32,8297,9892
180.34,8296,9860
180.36,8312,9820
180.38,8323,9808
180.4,8264,9828
180.42,8313,9813
180.44,8262,9811
180.46,8263,9770
180.48,8291,9767
180.5,8231,9754
180.52,8286,9767
180.54,8249,9736
180.56,8284,9774
180.58,8250,9810
180.6,8261,9732
180.62,8270,9820
180.64,8248,9760
180.66,8263,9758
180.68,8282,9847
180.7,8258,9718
180.72,8141,9765
180.74,8179,9814
180.76,8168,9836
180.78,8194,9891
180.8,8239,9865
180.82,8231,9892
180.84,8210,9908
180.86,8204,9921
180.88,8214,9862
180.9,8192,9941
180.92,8211,9887
180.94,8244,9918
180.96,8187,9895
180.98,8212,9810
181,8228,9787
181.02,8191,9893
181.04,8185,9805
181.06,8227,9859
181.08,8199,9943
181.1,8260,9891
181.12,8241,9874
181.14,8162,9840
181.16,8266,9946
181.18,8228,9891
181.2,8226,9852
181.22,8248,9944
181.24,8232,9886
181.26,8275,9983
181.28,8284,9895
181.3,8254,9889
181.32,8203,9878
181.34,8206,9824
181.36,8194,9840
181.38,8239,9899
181.4,8239,9847
181.42,8243,9859
181.44,8194,9828
181.46,8266,9865
181.48,8198,9904
181.5,8180,9880
181.52,8268,9869
181.54,8226,9900
181.56,8233,9872
181.58,8271,9933
181.6,8213,9922
181.62,8242,9869
181.64,8250,9827
181.66,8260,9858
181.68,8218,9825
181.7,8232,9796
181.72,8256,9889
181.74,8194,9824
181.76,8261,9840
181.78,8258,9832
181.8,8258,9800
181.82,8241,9924
181.84,8216,9837
181.86,8213,9845
181.88,8259,9905
181.9,8289,9888
181.92,8200,9862
181.94,8212,9813
181.96,8256,9878
181.98,8180,9808
182,8231,9787
182.02,8185,9732
182.04,8206,9721
182.06,8238,9730
182.08,8174,9775
182.1,8158,9708
182.12,8191,9819
182.14,8190,9683
182.16,8189,9778
182.18,8167,9724
182.2,8179,9795
182.22,8197,9828
182.24,8190,9718
182.26,8230,9761
182.28,8162,9785
182.3,8225,9729
182.32,8220,9686
182.34,8177,9715
182.36,8217,9695
182.38,8142,9649
182.4,8180,9653
182.42,8226,9697
182.44,8159,9639
182.46,8213,9675
182.48,8227,9711
182.5,8172,9711
182.52,8228,9674
182.54,8235,9644
182.56,8187,9712
182.58,8176,9649
182.6,8236,9690
182.62,8215,9759
182.64,8176,9726
182.66,8209,9662
182.68,8179,9664
182.7,8221,9633
182.72,8180,9662
182.74,8205,9791
182.76,8203,9705
182.78,8269,9723
182.8,8208,9716
182.82,8261,9771
182.84,8248,9825
182.86,8201,9782
182.88,8264,9773
182.9,8254,9791
182.92,8232,9831
182.94,8243,9777
182.96,8230,9762
182.98,8254,9701
183,8175,9745
183.02,8264,9754
183.04,8245,9783
183.06,8205,9768
183.08,8261,9750
183.1,8267,9852
183.12,8232,9841
183.14,8261,9764
183.16,8311,9832
183.18,8229,9847
183.2,8266,9811
183.22,8290,9780
183.24,8257,9860
183.26,8267,9828
183.28,8259,9856
183.3,8247,9801
183.32,8207,9720
183.34,8262,9711
183.36,8221,9777
183.38,8215,9754
183.4,8265,9755
183.42,8221,9779
183.44,8278,9782
183.46,8213,9768
183.48,8272,9782
183.5,8267,9788
183.52,8197,9764
183.54,8264,9743
183.56,8290,9777
183.58,8271,9765
183.6,8261,9810
183.62,8246,9845
183.64,8294,9791
183.66,8234,9770
183.68,8211,9721
183.7,8287,9834
183.72,8266,9716
183.74,8270,9797
183.76,8235,9763
183.78,8299,9822
183.8,8262,9743
183.82,8293,9809
183.84,8244,9809
183.86,8270,9821
183.88,8309,9855
183.9,8280,9888
183.92,8256,9863
183.94,8324,9860
183.96,8314,9913
183.98,8286,9925
184,8278,9767
184.02,8318,9826
184.04,8256,9866
184.06,8261,9864
184.08,8328,9858
184.1,8264,9847
184.12,8247,9799
184.14,8270,9909
184.16,8273,9813
184.18,8306,9817
184.2,8258,9840
184.22,8322,9859
184.24,8270,9894
184.26,8265,9868
184.28,8293,9796
184.3,8346,9902
184.32,8297,9892
184.34,8296,9860
184.36,8312,9820
184.38,8323,9808
184.4,8264,9828
184.42,8313,9813
184.44,8262,9811
184.46,8263,9770
184.48,8291,9767
184.5,8231,9754
184.52,8286,9767
184.54,8249,9736
184.56,8284,9774
184.58,8250,9810
184.6,8261,9732
184.62,8270,9820
184.64,8248,9760
184.66,8263,9758
184.68,8282,9847
184.7,8258,9718
184.72,8248,9754
184.74,8268,9767
184.76,8297,9743
184.78,8234,9737
184.8,8258,9789
184.82,8252,9783
184.84,8310,9758
184.86,8240,9797
184.88,8272,9811
184.9,8268,9806
184.92,8266,9858
184.94,8281,9875
184.96,8289,9823
184.98,8276,9836
185,8209,9738
185.02,8284,9729
185.04,8215,9776
185.06,8245,9721
185.08,8275,9767
185.1,8309,9800
185.12,8230,9795
185.14,8249,9796
185.16,8284,9893
185.18,8292,9839
185.2,8295,9844
185.22,8348,9833
185.24,8335,9825
185.26,8279,9831
185.28,8221,9793
185.3,8295,9729
185.32,8290,9692
185.34,8204,9582
185.36,8151,9408
185.38,8146,9538
185.4,8174,9614
185.42,8186,9598
185.44,8247,9644
185.46,8188,9626
185.48,8200,9591
185.5,8234,9567
185.52,8190,9682
185.54,8243,9643
185.56,8177,9449
185.58,8156,9306
185.6,8102,9381
185.62,8181,9406
185.64,8133,9418
185.66,8173,9420
185.68,8201,9421
185.7,8178,9460
185.72,8224,9602
185.74,8207,9636
185.76,8212,9675
185.78,8291,9733
185.8,8253,9779
185.82,8259,9764
185.84,8318,9850
185.86,8342,9833
185.88,8268,9896
185.9,8342,9903
185.92,8318,9919
185.94,8352,9958
185.96,8311,9928
185.98,8310,10023
186,8397,10020
186.02,8352,10102
186.04,8383,10070
186.06,8334,9977
186.08,8312,9959
186.1,8347,10008
186.12,8374,9977
186.14,8373,10042
186.16,8366,10064
186.18,8295,10006
186.2,8381,10012
186.22,8386,10128
186.24,8412,10128
186.26,8396,10141
186.28,8340,10088
186.3,8399,10119
186.32,8438,10194
186.34,8415,10185
186.36,8431,10188
186.38,8354,10106
186.4,8417,10125
186.42,8393,10099
186.44,8419,10106
186.46,8385,10093
186.48,8438,10108141
186.5,8179,9814
186.52,8168,9836
186.54,8194,9891
186.56,8239,9865
186.58,8231,9892
186.6,8210,9908
186.62,8204,9921
186.64,8214,9862
186.66,8192,9941
186.68,8211,9887
186.7,8244,9918
186.72,8187,9895
186.74,8212,9810
186.76,8228,9787
186.78,8191,9893
186.8,8185,9805
186.82,8227,9859
186.84,8199,9943
186.86,8260,9891
186.88,8241,9874
186.9,8162,9840
186.92,8266,9946
186.94,8228,9891
186.96,8226,9852
186.98,8248,9944
187,8232,9886
187.02,8275,9983
187.04,8284,9895
187.06,8254,9889
187.08,8203,9878
187.1,8206,9824
187.12,8194,9840
187.14,8239,9899
187.16,8239,9847
187.18,8243,9859
187.2,8194,9828
187.22,8266,9865
187.24,8198,9904
187.26,8180,9880
187.28,8268,9869
187.3,8226,9900
187.32,8233,9872
187.34,8271,9933
187.36,8213,9922
187.38,8242,9869
187.4,8250,9827
187.42,8260,9858
187.44,8218,9825
187.46,8232,9796
187.48,8256,9889
187.5,8194,9824
187.52,8261,9840
187.54,8258,9832
187.56,8258,9800
187.58,8241,9924
187.6,8216,9837
187.62,8213,9845
187.64,8259,9905
187.66,8289,9888
187.68,8200,9862
187.7,8212,9813
187.72,8256,9878
187.74,8180,9808
187.76,8231,9787
187.78,8185,9732
187.8,8206,9721
187.82,8238,9730
187.84,8174,9775
187.86,8158,9708
187.88,8191,9819
187.9,8190,9683
187.92,8189,9778
187.94,8167,9724
187.96,8179,9795
187.98,8197,9828
188,8190,9718
188.02,8230,9761
188.04,8162,9785
188.06,8225,9729
188.08,8220,9686
188.1,8177,9715
188.12,8217,9695
188.14,8142,9649
188.16,8180,9653
188.18,8226,9697
188.2,8159,9639
188.22,8213,9675
188.24,8227,9711
188.26,8172,9711
188.28,8228,9674
188.3,8235,9644
188.32,8187,9712
188.34,8176,9649
188.36,8236,9690
188.38,8215,9759
188.4,8176,9726
188.42,8209,9662
188.44,8179,9664
188.46,8221,9633
188.48,8180,9662
188.5,8205,9791
188.52,8203,9705
188.54,8269,9723
188.56,8208,9716
188.58,8261,9771
188.6,8248,9825
188.62,8201,9782
188.64,8264,9773
188.66,8254,9791
188.68,8232,9831
188.7,8243,9777
188.72,8230,9762
188.74,8254,9701
188.76,8175,9745
188.78,8264,9754
188.8,8245,9783
188.82,8205,9768
188.84,8261,9750
188.86,8267,9852
188.88,8232,9841
188.9,8261,9764
188.92,8311,9832
188.94,8229,9847
188.96,8266,9811
188.98,8290,9780
189,8257,9860
189.02,8267,9828
189.04,8259,9856
189.06,8247,9801
189.08,8207,9720
189.1,8262,9711
189.12,8221,9777
189.14,8215,9754
189.16,8265,9755
189.18,8221,9779
189.2,8278,9782
189.22,8213,9768
189.24,8272,9782
189.26,8267,9788
189.28,8197,9764
189.3,8264,9743
189.32,8290,9777
189.34,8271,9765
189.36,8261,9810
189.38,8246,9845
189.4,8294,9791
189.42,8234,9770
189.44,8211,9721
189.46,8287,9834
189.48,8266,9716
189.5,8270,9797
189.52,8235,9763
189.54,8299,9822
189.56,8262,9743
189.58,8293,9809
189.6,8244,9809
189.62,8270,9821
189.64,8309,9855
189.66,8280,9888
189.68,8256,9863
189.7,8324,9860
189.72,8314,9913
189.74,8286,9925
189.76,8278,9767
189.78,8318,9826
189.8,8256,9866
189.82,8261,9864
189.84,8328,9858
189.86,8264,9847
189.88,8247,9799
189.9,8270,9909
189.92,8273,9813
189.94,8306,9817
189.96,8258,9840
189.98,8322,9859
190,8270,9894
190.02,8265,9868
190.04,8293,9796
190.06,8346,9902
190.08,8297,9892
190.1,8296,9860
190.12,8312,9820
190.14,8323,9808
190.16,8264,9828
190.18,8313,9813
190.2,8262,9811
190.22,8263,9770
190.24,8291,9767
190.26,8231,9754
190.28,8286,9767
190.3,8249,9736
190.32,8284,9774
190.34,8250,9810
190.36,8261,9732
190.38,8270,9820
190.4,8248,9760
190.42,8263,9758
190.44,8282,9847
190.46,8258,9718
190.48,8248,9754
190.5,8268,9767
190.52,8297,9743
190.54,8234,9737
190.56,8258,9789
190.58,8252,9783
190.6,8310,9758
190.62,8240,9797
190.64,8272,9811
190.66,8268,9806
190.68,8266,9858
190.7,8281,9875
190.72,8289,9823
190.74,8276,9836
190.76,8209,9738
190.78,8284,9729
190.8,8215,9776
190.82,8245,9721
190.84,8275,9767
190.86,8309,9800
190.88,8230,9795
190.9,8249,9796
190.92,8284,9893
190.94,8292,9839
190.96,8295,9844
190.98,8348,9833
191,8335,9825
191.02,8279,9831
191.04,8221,9793
191.06,8295,9729
191.08,8290,9692
191.1,8204,9582
191.12,8151,9408
191.14,8146,9538
191.16,8174,9614
191.18,8186,9598
191.2,8247,9644
191.22,8188,9626
191.24,8200,9591
191.26,8234,9567
191.28,8190,9682
191.3,8243,9643
191.32,8177,9449
191.34,8156,9306
191.36,8102,9381
191.38,8181,9406
191.4,8133,9418
191.42,8173,9420
191.44,8201,9421
191.46,8178,9460
191.48,8224,9602
191.5,8207,9636
191.52,8212,9675
191.54,8291,9733
191.56,8253,9779
191.58,8259,9764
191.6,8318,9850
191.62,8342,9833
191.64,8268,9896
191.66,8342,9903
191.68,8318,9919
191.7,8352,9958
191.72,8311,9928
191.74,8310,10023
191.76,8397,10020
191.78,8352,10102
191.8,8383,10070
191.82,8334,9977
191.84,8312,9959
191.86,8347,10008
191.88,8374,9977
191.9,8373,10042
191.92,8366,10064
191.94,8295,10006
191.96,8381,10012
191.98,8386,10128
192,8412,10128
192.02,8396,10141
192.04,8340,10088
192.06,8399,10119
192.08,8438,10194
192.1,8415,10185
192.12,8431,10188
192.14,8354,10106
192.16,8417,10125
192.18,8393,10099
192.2,8419,10106
192.22,8385,10093
192.24,8438,10108141
192.26,8179,9814
192.28,8168,9836
192.3,8194,9891
192.32,8239,9865
192.34,8231,9892
192.36,8210,9908
192.38,8204,9921
192.4,8214,9862
192.42,8192,9941
192.44,8211,9887
192.46,8244,9918
192.48,8187,9895
192.5,8212,9810
192.52,8228,9787
192.54,8191,9893
192.56,8185,9805
192.58,8227,9859
192.6,8199,9943
192.62,8260,9891
192.64,8241,9874
192.66,8162,9840
192.68,8266,9946
192.7,8228,9891
192.72,8226,9852
192.74,8248,9944
192.76,8232,9886
192.78,8275,9983
192.8,8284,9895
192.82,8254,9889
192.84,8203,9878
192.86,8206,9824
192.88,8194,9840
192.9,8239,9899
192.92,8239,9847
192.94,8243,9859
192.96,8194,9828
192.98,8266,9865
193,8198,9904
193.02,8180,9880
193.04,8268,9869
193.06,8226,9900
193.08,8233,9872
193.1,8271,9933
193.12,8213,9922
193.14,8242,9869
193.16,8250,9827
193.18,8260,9858
193.2,8218,9825
193.22,8232,9796
193.24,8256,9889
193.26,8194,9824
193.28,8261,9840
193.3,8258,9832
193.32,8258,9800
193.34,8241,9924
193.36,8216,9837
193.38,8213,9845
193.4,8259,9905
193.42,8289,9888
193.44,8200,9862
193.46,8212,9813
193.48,8256,9878
193.5,8180,9808
193.52,8231,9787
193.54,8185,9732
193.56,8206,9721
193.58,8238,9730
193.6,8174,9775
193.62,8158,9708
193.64,8191,9819
193.66,8190,9683
193.68,8189,9778
193.7,8167,9724
193.72,8179,9795
193.74,8197,9828
193.76,8190,9718
193.78,8230,9761
193.8,8162,9785
193.82,8225,9729
193.84,8220,9686
193.86,8177,9715
193.88,8217,9695
193.9,8142,9649
193.92,8180,9653
193.94,8226,9697
193.96,8159,9639
193.98,8213,9675
194,8227,9711
194.02,8172,9711
194.04,8228,9674
194.06,8235,9644
194.08,8187,9712
194.1,8176,9649
194.12,8236,9690
194.14,8215,9759
194.16,8176,9726
194.18,8209,9662
194.2,8179,9664
194.22,8221,9633
194.24,8180,9662
194.26,8205,9791
194.28,8203,9705
194.3,8269,9723
194.32,8208,9716
194.34,8261,9771
194.36,8248,9825
194.38,8201,9782
194.4,8264,9773
194.42,8254,9791
194.44,8232,9831
194.46,8243,9777
194.48,8230,9762
194.5,8254,9701
194.52,8175,9745
194.54,8264,9754
194.56,8245,9783
194.58,8205,9768
194.6,8261,9750
194.62,8267,9852
194.64,8232,9841
194.66,8261,9764
194.68,8311,9832
194.7,8229,9847
194.72,8266,9811
194.74,8290,9780
194.76,8257,9860
194.78,8267,9828
194.8,8259,9856
194.82,8247,9801
194.84,8207,9720
194.86,8262,9711
194.88,8221,9777
194.9,8215,9754
194.92,8265,9755
194.94,8221,9779
194.96,8278,9782
194.98,8213,9768
195,8272,9782
195.02,8267,9788
195.04,8197,9764
195.06,8264,9743
195.08,8290,9777
195.1,8271,9765
195.12,8261,9810
195.14,8246,9845
195.16,8294,9791
195.18,8234,9770
195.2,8211,9721
195.22,8287,9834
195.24,8266,9716
195.26,8270,9797
195.28,8235,9763
195.3,8299,9822
195.32,8262,9743
195.34,8293,9809
195.36,8244,9809
195.38,8270,9821
195.4,8309,9855
195.42,8280,9888
195.44,8256,9863
195.46,8324,9860
195.48,8314,9913
195.5,8286,9925
195.52,8278,9767
195.54,8318,9826
195.56,8256,9866
195.58,8261,9864
195.6,8328,9858
195.62,8264,9847
195.64,8247,9799
195.66,8270,9909
195.68,8273,9813
195.7,8306,9817
195.72,8258,9840
195.74,8322,9859
195.76,8270,9894
195.78,8265,9868
195.8,8293,9796
195.82,8346,9902
195.84,8297,9892
195.86,8296,9860
195.88,8312,9820
195.9,8323,9808
195.92,8264,9828
195.94,8313,9813
195.96,8262,9811
195.98,8263,9770
196,8291,9767
196.02,8231,9754
196.04,8286,9767
196.06,8249,9736
196.08,8284,9774
196.1,8250,9810
196.12,8261,9732
196.14,8270,9820
196.16,8248,9760
196.18,8263,9758
196.2,8282,9847
196.22,8258,9718
196.24,8248,9754
196.26,8268,9767
196.28,8297,9743
196.3,8234,9737
196.32,8258,9789
196.34,8252,9783
196.36,8310,9758
196.38,8240,9797
196.4,8272,9811
196.42,8268,9806
196.44,8266,9858
196.46,8281,9875
196.48,8289,9823
196.5,8276,9836
196.52,8209,9738
196.54,8284,9729
196.56,8215,9776
196.58,8245,9721
196.6,8275,9767
196.62,8309,9800
196.64,8230,9795
196.66,8249,9796
196.68,8284,9893
196.7,8292,9839
196.72,8295,9844
196.74,8348,9833
196.76,8335,9825
196.78,8279,9831
196.8,8221,9793
196.82,8295,9729
196.84,8290,9692
196.86,8204,9582
196.88,8151,9408
196.9,8146,9538
196.92,8174,9614
196.94,8186,9598
196.96,8247,9644
196.98,8188,9626
197,8200,9591
197.02,8234,9567
197.04,8190,9682
197.06,8243,9643
197.08,8177,9449
197.1,8156,9306
197.12,8102,9381
197.14,8181,9406
197.16,8133,9418
197.18,8173,9420
197.2,8201,9421
197.22,8178,9460
197.24,8224,9602
197.26,8207,9636
197.28,8212,9675
197.3,8291,9733
197.32,8253,9779
197.34,8259,9764
197.36,8318,9850
197.38,8342,9833
197.4,8268,9896
197.42,8342,9903
197.44,8318,9919
197.46,8352,9958
197.48,8311,9928
197.5,8310,10023
197.52,8397,10020
197.54,8352,10102
197.56,8383,10070
197.58,8334,9977
197.6,8312,9959
197.62,8347,10008
197.64,8374,9977
197.66,8373,10042
197.68,8366,10064
197.7,8295,10006
197.72,8381,10012
197.74,8386,10128
197.76,8412,10128
197.78,8396,10141
197.8,8340,10088
197.82,8399,10119
197.84,8438,10194
197.86,8415,10185
197.88,8431,10188
197.9,8354,10106
197.92,8417,10125
197.94,8393,10099
197.96,8419,10106
197.98,8385,10093
198,8438,10108416
198.02,8388,10285
198.04,8432,10199
198.06,8381,10230
198.08,8391,10161
198.1,8451,10257
198.12,8405,10261
198.14,8358,10229
198.16,8441,10214
198.18,8435,10178
198.2,8384,10279
198.22,8391,10199
198.24,8411,10258
198.26,8384,10284
198.28,8397,10213
198.3,8445,10234
198.32,8416,10309
198.34,8369,10250
198.36,8366,10183
198.38,8322,10140
198.4,8408,10194
198.42,8346,10124
198.44,8406,10094
198.46,8367,10107
198.48,8356,10113
198.5,8337,10087
198.52,8383,10128
198.54,8339,10157
198.56,8347,10152
