83,19
53,39
62,43
85,42
109,111
60,52
50,47
47,45
109,105
77,32
67,44
39,65
55,39
89,64
40,59
72,55
72,117
55,61
52,40
94,43
107,48
64,110
81,45
101,66
55,51
72,25
93,43
86,104
58,78
33,45
72,43
86,73
39,101
31,39
87,37
111,89
44,57
53,47
57,76
60,42
76,26
102,109
58,81
37,71
102,67
80,50
88,43
48,58
78,44
83,65
49,28
88,43
55,101
77,29
109,73
73,62
38,56
64,78
100,59
64,53
47,84
59,68
80,81
57,36
67,53
90,59
75,51
66,34
110,53
70,54
60,68
90,65
40,48
45,54
80,24
99,37
62,36
99,48
60,79
63,39
97,32
84,65
74,117
47,39
98,17
98,70
50,85
79,32
106,28
72,52
32,65
61,53
103,70
41,72
64,26
70,47
67,31
84,28
106,81
52,42
83,19
53,39
62,43
85,42
109,111
60,52
50,47
47,45
109,105
77,32
67,44
39,65
55,39
89,64
40,59
72,55
72,117
55,61
52,40
94,43
107,48
64,110
81,45
101,66
55,51
72,25
93,43
86,104
58,78
33,45
72,43
86,73
39,101
31,39
87,37
111,89
44,57
53,47
57,76
60,42
76,26
102,109
58,81
37,71
102,67
80,50
88,43
48,58
78,44
83,65
49,28
88,43
55,101
77,29
109,73
73,62
38,56
64,78
100,59
64,53
47,84
59,68
80,81
57,36
67,53
90,59
75,51
66,34
110,53
70,54
60,68
90,65
40,48
45,54
80,24
99,37
62,36
99,48
60,79
63,39
97,32
84,65
74,117
47,39
98,17
98,70
50,85
79,32
106,28
72,52
32,65
61,53
103,70
41,72
64,26
70,47
67,31
84,28
106,81
52,42
55,59
95,90
51,33
64,44
70,41
51,76
88,57
97,60
38,44
54,67
40,85
53,57
103,54
35,38
76,50
100,71
39,92
64,33
105,31
85,93
33,59
42,54
67,21
98,68
116,69
39,81
93,36
87,28
111,84
67,119
50,32
64,56
90,42
37,51
61,46
78,23
51,34
99,78
63,36
54,13
79,83
80,47
84,58
34,26
111,79
61,31
90,35
27,45
76,51
66,62
37,76
46,39
112,55
35,76
68,69
77,82
61,46
48,26
91,59
46,80
59,46
56,101
69,27
88,54
70,54
39,79
73,81
77,28
67,67
42,87
83,29
105,71
63,65
102,80
40,57
44,34
103,45
