X,Y,Z,R,IR,HR,RR,SPO2,Activity,HR Mean,RR Mean,SPO2 Mean
0.13,-0.22,1.02,9737,10736,,,,4,,,
0.14,-0.21,1.01,9788,10762,,,,4,,,
0.13,-0.21,1.04,9757,10923,,,,4,,,
0.1,-0.22,1.02,9907,10737,,,,4,,,
0.15,-0.2,1.05,9788,10768,,,,4,,,
0.15,-0.21,1.05,9811,10699,,,,4,,,
0.17,-0.2,1.05,9761,10742,,,,4,,,
0.19,-0.21,1.08,9877,10794,,,,4,,,
0.16,-0.22,1.04,9795,10685,,,,4,,,
0.17,-0.21,1.08,9770,10555,,,,4,,,
0.13,-0.22,1.09,9744,10699,,,,4,,,
0.14,-0.22,1.12,9861,10813,,,,4,,,
0.08,-0.22,1.08,9819,10728,,,,4,,,
0.11,-0.19,1.08,9767,10750,,,,4,,,
0.13,-0.17,1.06,9648,10670,,,,4,,,
0.08,-0.19,1.08,9790,10731,,,,4,,,
0.11,-0.17,1.09,9748,10834,,,,4,,,
0.1,-0.17,1.1,9897,10799,,,,4,,,
0.1,-0.19,1.02,9799,10726,,,,4,,,
0.1,-0.19,1.02,9676,10615,,,,4,,,
0.05,-0.19,1.01,9749,10706,,,,4,,,
0.05,-0.19,1.05,9898,10841,,,,4,,,
0.06,-0.17,1,9774,10600,,,,4,,,
0.08,-0.17,0.99,9710,10701,,,,4,,,
0.1,-0.17,1,9844,10829,,,,4,,,
0.05,-0.2,0.95,9769,10720,,,,4,,,
0.06,-0.19,0.95,9630,10631,,,,4,,,
0.06,-0.17,0.96,9746,10770,,,,4,,,
0.01,-0.19,0.96,9803,10796,,,,4,,,
0.03,-0.19,1,9818,10709,,,,4,,,
0.03,-0.19,1.1,9798,10836,,,,4,,,
0.06,-0.2,1.04,9813,10715,,,,4,,,
0.08,-0.2,1.08,9811,10734,,,,4,,,
0.05,-0.2,1.02,9684,10597,,,,4,,,
0.04,-0.2,1.08,9709,10667,,,,4,,,
0.05,-0.19,1.1,9760,10685,,,,4,,,
0.04,-0.2,1.05,9831,10711,,,,4,,,
0.04,-0.2,1.05,9747,10671,,,,4,,,
0.05,-0.2,1.09,9649,10549,,,,4,,,
0.08,-0.19,1.08,9720,10643,,,,4,,,
0.05,-0.19,1.06,9734,10665,,,,4,,,
0.03,-0.19,1.09,9886,10769,,,,4,,,
0.04,-0.2,1.1,9722,10699,,,,4,,,
0.06,-0.2,1.16,9775,10607,,,,4,,,
0.13,-0.2,1.19,9665,10654,,,,4,,,
0.1,-0.11,1.1,9764,10704,,,,4,,,
0.16,-0.1,1.1,9766,10740,,,,4,,,
0.15,-0.15,1.09,9884,10700,,,,4,,,
0.08,-0.19,1.09,9639,10615,,,,4,,,
0.08,-0.21,1.05,9744,10708,,,,4,,,
0.09,-0.2,1.01,9778,10745,,,,4,,,
0.08,-0.2,0.99,9911,10833,,,,4,,,
0.16,-0.2,1.02,9754,10633,,,,4,,,
0.09,-0.2,1.09,9744,10750,,,,4,,,
0.1,-0.2,1.06,9817,10777,,,,4,,,
0.15,-0.14,1.1,9790,10759,,,,4,,,
0.15,-0.15,1.06,9664,10642,,,,4,,,
0.15,-0.14,1.05,9746,10717,,,,4,,,
0.17,-0.16,1.05,9789,10777,,,,4,,,
0.17,-0.15,1.06,9800,10680,,,,4,,,
0.16,-0.17,1.04,9702,10648,,,,4,,,
0.16,-0.19,1.01,9892,10746,,,,4,,,
0.15,-0.2,0.96,9717,10484,,,,4,,,
0.17,-0.17,1,9684,10615,,,,4,,,
0.19,-0.19,1,9733,10601,,,,4,,,
0.15,-0.17,1.01,9736,10617,,,,4,,,
0.11,-0.2,1.02,9729,10632,,,,4,,,
0.09,-0.2,1.05,9815,10718,,,,4,,,
0.14,-0.2,1.05,9772,10676,,,,4,,,
0.1,-0.22,1.04,9718,10579,,,,4,,,
0.11,-0.2,1.02,9715,10656,,,,4,,,
0.14,-0.22,1,9754,10700,,,,4,,,
0.11,-0.2,1.04,9765,10830,,,,4,,,
0.17,-0.2,1.06,9838,10693,,,,4,,,
0.16,-0.2,1.09,9760,10680,,,,4,,,
0.19,-0.19,1.08,9609,10577,,,,4,,,
0.16,-0.19,1.05,9756,10745,,,,4,,,
0.17,-0.21,1.05,9893,10757,,,,4,,,
0.17,-0.2,1.04,9782,10707,,,,4,,,
0.14,-0.2,1.01,9693,10562,,,,4,,,
0.13,-0.2,1.01,9723,10672,,,,4,,,
0.1,-0.22,1.09,9866,10761,,,,4,,,
0.1,-0.22,1.06,9796,10629,,,,4,,,
0.11,-0.24,1.08,9767,10713,,,,4,,,
0.14,-0.2,1.09,9767,10726,,,,4,,,
0.14,-0.2,1.05,9864,10806,,,,4,,,
0.1,-0.2,1.01,9748,10722,,,,4,,,
0.08,-0.21,1.06,9598,10570,,,,4,,,
0.09,-0.2,1.09,9715,10666,,,,4,,,
0.13,-0.2,1.09,9750,10677,,,,4,,,
0.1,-0.2,1.1,9769,10794,,,,4,,,
0.1,-0.19,1.11,9814,10616,,,,4,,,
0.13,-0.19,1.11,9589,10478,,,,4,,,
0.09,-0.19,1.08,9637,10484,,,,4,,,
0.09,-0.19,1.09,9602,10391,,,,4,,,
0.13,-0.19,1.02,9649,10414,,,,4,,,
0.08,-0.19,0.98,9489,10310,,,,4,,,
0.1,-0.16,1.01,9510,10489,,,,4,,,
0.08,-0.16,1.01,9681,10342,,,,4,,,
0.09,-0.17,1.01,9565,10461,,,,4,,,
0,-0.2,1.01,9692,10551,,,,4,,,
-0.01,-0.2,1,9711,10685,,,,4,,,
0.05,-0.2,1.02,9730,10643,,,,4,,,
0.04,-0.21,1.01,9557,10509,,,,4,,,
0.04,-0.2,1,9718,10655,,,,4,,,
0,-0.2,1,9766,10666,,,,4,,,
0.01,-0.2,1.05,9785,10681,,,,4,,,
0.03,-0.2,1.04,9763,10724,,,,4,,,
0.06,-0.19,1.06,9876,10765,,,,4,,,
0.11,-0.19,1,9784,10700,,,,4,,,
0.11,-0.16,1.01,9735,10521,,,,4,,,
0.11,-0.2,1.01,9657,10712,,,,4,,,
0.11,-0.2,1.01,9756,10709,,,,4,,,
0.1,-0.21,0.96,9873,10781,,,,4,,,
0.09,-0.2,0.96,9797,10664,,,,4,,,
0.09,-0.22,0.99,9765,10552,,,,4,,,
0.09,-0.21,1.02,9658,10683,,,,4,,,
0.09,-0.2,1.04,9813,10653,,,,4,,,
0.1,-0.21,1,9749,10672,,,,4,,,
0.1,-0.2,1.01,9592,10556,,,,4,,,
0.11,-0.21,1.05,9729,10678,,,,4,,,
0.09,-0.19,1.05,9840,10746,,,,4,,,
0.09,-0.21,1.04,9711,10649,,,,4,,,
0.09,-0.21,1.02,9716,10683,,,,4,,,
0.06,-0.19,1.08,9835,10776,,,,4,,,
0.11,-0.19,1.06,9728,10661,,,,4,,,
0.14,-0.17,1.08,9737,10551,,,,4,,,
0.15,-0.19,1.02,9719,10659,,,,4,,,
0.14,-0.19,0.96,9618,10545,,,,4,,,
0.14,-0.2,0.96,9649,10605,,,,4,,,
0.09,-0.2,1.08,9728,10650,,,,4,,,
0.08,-0.21,1.05,9575,10651,,,,4,,,
0.09,-0.2,1.06,9742,10654,,,,4,,,
0.05,-0.22,1.05,9812,10809,,,,4,,,
0.01,-0.2,1.01,9750,10695,,,,4,,,
0.03,-0.21,1,9730,10542,,,,4,,,
0.08,-0.22,1,9660,10685,,,,4,,,
0.14,-0.22,1.01,9783,10722,,,,4,,,
0.13,-0.2,1.02,9740,10563,,,,4,,,
0.08,-0.24,1.02,9673,10680,,,,4,,,
0.06,-0.24,1.02,9728,10722,,,,4,,,
0.09,-0.24,1.02,9772,10884,,,,4,,,
0.09,-0.25,1.1,9889,10894,,,,4,,,
0.09,-0.26,1.02,9839,10818,,,,4,,,
0.06,-0.28,1.01,9781,10882,,,,4,,,
0.1,-0.26,0.96,9809,10872,,,,4,,,
0.11,-0.21,1.04,9998,10992,,,,4,,,
0.1,-0.25,1.08,9875,10869,,,,4,,,
0.1,-0.24,1.04,9786,10830,,,,4,,,
0.11,-0.2,1.04,9814,10827,,,,4,,,
0.1,-0.2,1.06,9651,10684,,,,4,,,
0.13,-0.22,1.05,9780,10792,,,,4,,,
0.13,-0.25,1.05,9798,10790,,,,4,,,
0.11,-0.25,1.08,9686,10688,,,,4,,,
0.13,-0.26,1.02,9755,10784,,,,4,,,
0.11,-0.29,1.04,9807,10814,,,,4,,,
0.16,-0.25,1.04,9906,10907,,,,4,,,
0.13,-0.26,1.06,9802,10854,,,,4,,,
0.11,-0.26,1.01,9839,10726,,,,4,,,
0.15,-0.21,1.04,9783,10840,,,,4,,,
0.13,-0.24,1.06,9783,10834,,,,4,,,
0.13,-0.22,1.08,9875,10889,,,,4,,,
0.14,-0.22,1.04,9798,10807,,,,4,,,
0.09,-0.25,1.02,9722,10637,,,,4,,,
0.1,-0.26,1.01,9883,10844,,,,4,,,
0.11,-0.25,1.04,9755,10833,,,,4,,,
0.11,-0.22,1.02,9640,10702,,,,4,,,
0.13,-0.22,1.02,9761,10823,,,,4,,,
0.13,-0.24,1,9765,10906,,,,4,,,
0.11,-0.24,1.01,9768,10800,,,,4,,,
0.11,-0.24,1,9744,10940,,,,4,,,
0.1,-0.21,1.01,9817,10701,,,,4,,,
0.06,-0.24,0.99,9667,10742,,,,4,,,
0.1,-0.22,1.04,9731,10932,,,,4,,,
0.14,-0.22,1.04,9783,10769,,,,4,,,
0.08,-0.22,0.99,9730,10806,,,,4,,,
0.1,-0.24,0.99,9854,10871,,,,4,,,
0.09,-0.2,1.02,9595,10620,,,,4,,,
0.1,-0.24,1.05,9679,10748,,,,4,,,
0.08,-0.26,1.02,9696,10889,,,,4,,,
0.11,-0.22,1.05,9688,10798,,,,4,,,
0.09,-0.24,1.05,9656,10750,,,,4,,,
0.06,-0.28,1.02,9838,10878,,,,4,,,
0.1,-0.25,1.05,9679,10778,,,,4,,,
0.09,-0.25,1.01,9694,10868,,,,4,,,
0.13,-0.21,1.02,9605,10638,,,,4,,,
0.13,-0.2,1.04,9681,10758,,,,4,,,
0.09,-0.22,1.01,9807,10812,,,,4,,,
0.1,-0.21,1.06,9708,10716,,,,4,,,
0.13,-0.21,1.01,9708,10738,,,,4,,,
0.11,-0.2,1,9848,10850,,,,4,,,
0.1,-0.21,1.05,9717,10773,,,,4,,,
0.1,-0.21,1.02,9701,10742,,,,4,,,
0.08,-0.22,1.02,9591,10636,,,,4,,,
0.11,-0.24,0.99,9662,10713,,,,4,,,
0.1,-0.25,0.99,9691,10718,,,,4,,,
0.1,-0.22,1,9638,10711,,,,4,,,
0.13,-0.22,1.04,9676,10716,,,,4,,,
0.13,-0.25,1.05,9817,10738,,,,4,,,
0.13,-0.24,1,9656,10570,,,,4,,,
0.06,-0.2,0.93,9580,10639,,,,4,,,
0.04,-0.25,0.99,9686,10709,,,,4,,,
0.14,-0.24,1.01,9691,10758,,,,4,,,
0.17,-0.21,1.06,9808,10807,,,,4,,,
0.16,-0.2,1.02,9721,10745,,,,4,,,
0.15,-0.22,1.01,9728,10722,,,,4,,,
0.11,-0.22,1.02,9830,10779,,,,4,,,
0.15,-0.21,1.02,9591,10603,,,,4,,,
0.14,-0.21,1.02,9719,10766,,,,4,,,
0.15,-0.21,1.04,9744,10759,,,,4,,,
0.14,-0.22,1.06,9859,10639,,,,4,,,
0.15,-0.24,1,9740,10786,,,,4,,,
0.19,-0.25,0.99,9843,10871,,,,4,,,
0.17,-0.22,1.06,9758,10802,,,,4,,,
0.13,-0.21,1.09,9681,10652,,,,4,,,
0.15,-0.21,1.06,9631,10761,,,,4,,,
0.15,-0.21,1.05,9800,10907,,,,4,,,
0.11,-0.24,1,9787,10777,,,,4,,,
0.15,-0.21,1.04,9768,10850,,,,4,,,
0.17,-0.21,1.06,9676,10769,,,,4,,,
0.17,-0.2,1.05,9735,10850,,,,4,,,
0.14,-0.22,0.99,9756,10967,,,,4,,,
0.11,-0.21,1,9801,10745,,,,4,,,
0.11,-0.21,1.02,9720,10733,,,,4,,,
0.11,-0.24,1.02,9697,10826,,,,4,,,
0.1,-0.22,0.99,9705,10652,,,,4,,,
0.1,-0.22,1.09,9666,10598,,,,4,,,
0.11,-0.21,1.06,9595,10660,,,,4,,,
0.13,-0.22,1.04,9708,10751,,,,4,,,
0.13,-0.22,1.06,9734,10881,,,,4,,,
0.15,-0.22,1.09,9855,10887,,,,4,,,
0.17,-0.21,1.01,9872,10906,,,,4,,,
0.17,-0.21,1.05,9878,10710,,,,4,,,
0.13,-0.22,1.06,9853,10874,,,,4,,,
0.1,-0.22,1.02,9981,11000,,,,4,,,
0.1,-0.24,1.02,9803,10814,,,,4,,,
0.15,-0.22,1.05,9749,10679,,,,4,,,
0.14,-0.24,1.06,11166,11084,,,,4,,,
0.13,-0.22,1.05,11317,10974,,,,4,,,
0.11,-0.21,1.04,10426,9401,,,,4,,,
0.11,-0.21,1.05,8984,8302,,,,4,,,
0.11,-0.22,1.02,8985,9570,,,,4,,,
0.15,-0.22,1.05,10497,11575,,,,4,,,
0.17,-0.22,1.02,11686,11978,,,,4,,,
0.14,-0.26,1.06,11576,11697,,,,4,,,
0.19,-0.24,1.1,11272,11730,,,,4,,,
0.17,-0.22,1.04,11160,11557,,,,4,,,
0.16,-0.24,1,10793,11430,,,,4,,,
0.14,-0.21,1.05,10705,11353,,,,4,,,
0.16,-0.21,1.04,10805,12301,,,,4,,,
0.14,-0.2,1.01,10733,7557,,,,4,,,
0.11,-0.2,1.08,7951,7409,,,,4,,,
0.13,-0.2,1.08,8950,9293,,,,4,,,
0.14,-0.21,1.05,10478,12007,,,,4,,,
0.14,-0.2,1.02,11317,11733,,,,4,,,
0.15,-0.2,0.99,10581,11431,,,,4,,,
0.13,-0.2,1.05,10379,11413,,,,4,,,
0.11,-0.2,1.09,10326,11529,,,,4,,,
0.08,-0.2,1.05,10378,11407,,,,4,,,
0.09,-0.21,1.06,10285,11428,,,,4,,,
0.11,-0.2,0.98,10169,11298,,,,4,,,
0.15,-0.19,1.02,10232,11395,,,,4,,,
0.11,-0.2,1.06,10253,11434,,,,4,,,
0.1,-0.2,1.04,10396,11535,,,,4,,,
0.09,-0.2,1.05,10290,11415,,,,4,,,
0.09,-0.19,1.02,10190,11445,,,,4,,,
0.06,-0.19,1.04,10127,11344,,,,4,,,
0.1,-0.19,0.95,10202,11427,,,,4,,,
0.01,-0.17,1,10198,11388,,,,4,,,
0.04,-0.2,1.01,10206,11413,,,,4,,,
0.11,-0.14,1.04,10089,11259,,,,4,,,
0.09,-0.14,1.02,10164,11341,,,,4,,,
0.05,-0.2,0.98,10197,11353,,,,4,,,
0.04,-0.19,0.96,10282,11330,,,,4,,,
0,-0.2,1.02,10188,11324,,,,4,,,
-0.01,-0.2,1,10058,11225,,,,4,,,
-0.04,-0.2,0.96,10128,11441,,,,4,,,
0.06,-0.2,1.01,10171,11306,,,,4,,,
0.09,-0.2,0.99,10145,11309,,,,4,,,
0.05,-0.2,1.04,10146,11303,,,,4,,,
0.05,-0.22,1.02,9993,11235,,,,4,,,
0.08,-0.21,0.99,10095,11283,,,,4,,,
0.04,-0.2,1.02,10102,11264,,,,4,,,
0.03,-0.2,1.01,10105,11227,,,,4,,,
0.01,-0.19,1.05,10004,11161,,,,4,,,
0,-0.19,1.08,10106,11212,,,,4,,,
0.05,-0.21,1,10115,11193,,,,4,,,
0.06,-0.17,1.04,10207,11292,,,,4,,,
0.04,-0.19,0.99,10125,11209,,,,4,,,
0.05,-0.17,0.99,10028,11133,,,,4,,,
0,-0.2,1.04,10116,11204,,,,4,,,
-0.04,-0.21,1.05,10102,11273,,,,4,,,
-0.04,-0.2,1.09,10194,11339,,,,4,,,
-0.04,-0.15,1.05,10142,11217,,,,4,,,
-0.01,-0.19,1.06,10102,11229,,,,4,,,
0.03,-0.19,1.05,10298,11373,,,,4,,,
0.03,-0.19,1.01,10187,11282,,,,4,,,
0.01,-0.17,1.04,10159,11216,,,,4,,,
0.01,-0.19,1.05,10036,11255,,,,4,,,
-0.03,-0.19,1.1,10136,11333,,,,4,,,
0.03,-0.14,1.08,10196,11302,,,,4,,,
0.03,-0.08,1.08,10161,11218,,,,4,,,
0.01,-0.15,1.08,10013,11110,,,,4,,,
0.05,-0.14,1.06,10138,11320,,,,4,,,
0.03,-0.2,1.09,10213,11250,,,,4,,,
0.03,-0.08,1.05,10192,11124,,,,4,,,
0,-0.15,1.01,10142,11181,,,,4,,,
0.01,-0.17,1.04,10234,11200,,,,4,,,
0.03,-0.17,1.09,10305,11356,,,,4,,,
0.04,-0.15,1.1,10207,11271,,,,4,,,
0.04,-0.15,1.11,10245,11122,,,,4,,,
0.08,-0.19,1.06,10133,11264,,,,4,,,
0.06,-0.19,1.08,10230,11331,,,,4,,,
0.09,-0.13,1.1,10274,11281,,,,4,,,
0.13,-0.1,1.09,10234,11304,,,,4,,,
0.06,-0.13,1.09,10114,11259,,,,4,,,
0.08,-0.11,1.06,10179,11313,,,,4,,,
0.03,-0.17,1.09,10197,11314,,,,4,,,
0.03,-0.15,1.04,10236,11345,,,,4,,,
0.06,-0.16,1.02,10131,11215,,,,4,,,
0.01,-0.15,1.02,10143,11270,,,,4,,,
0.01,-0.14,1,10193,11291,,,,4,,,
0.04,-0.13,1.01,10222,11417,,,,4,,,
0.06,-0.17,1.04,10290,11333,,,,4,,,
0.08,-0.21,1.04,10220,11347,,,,4,,,
0.04,-0.16,1.1,10074,11222,,,,4,,,
0.11,-0.11,1.04,10190,11326,,,,4,,,
0.11,-0.16,0.91,10221,11330,,,,4,,,
0.1,-0.17,0.95,10232,11335,,,,4,,,
0.11,-0.2,0.98,10171,11217,,,,4,,,
0.06,-0.24,0.98,10187,11332,,,,4,,,
0.2,-0.2,1.08,10208,11371,,,,4,,,
0.19,-0.24,1.09,10220,11398,,,,4,,,
0.16,-0.21,1.1,10396,11513,,,,4,,,
0.16,-0.21,1.08,10237,11432,,,,4,,,
0.15,-0.2,1,10214,11310,,,,4,,,
0.17,-0.2,1.01,10089,11321,,,,4,,,
0.13,-0.2,1.04,10174,11380,,,,4,,,
0.09,-0.21,0.98,10207,11391,,,,4,,,
0.08,-0.24,0.96,10348,11504,,,,4,,,
0.09,-0.21,1,10235,11369,,,,4,,,
0.1,-0.22,1.04,10148,11246,,,,4,,,
0.1,-0.21,1.01,10136,11345,,,,4,,,
0.09,-0.2,1,10199,11337,,,,4,,,
0.14,-0.2,1.02,10197,11373,,,,4,,,
0.15,-0.2,1.01,10259,11244,,,,4,,,
0.14,-0.2,1.05,10176,11339,,,,4,,,
0.14,-0.2,1.04,10196,11322,,,,4,,,
0.09,-0.21,1.01,10377,11465,,,,4,,,
0.13,-0.21,1.09,10207,11369,,,,4,,,
0.13,-0.19,1.09,10210,11253,,,,4,,,
0.16,-0.19,1.09,10178,11338,,,,4,,,
0.17,-0.19,1.09,10230,11356,,,,4,,,
0.15,-0.19,1.08,10340,11457,,,,4,,,
0.16,-0.21,1.06,10263,11351,,,,4,,,
0.14,-0.22,1.08,10213,11279,,,,4,,,
0.15,-0.22,1.1,10158,11324,,,,4,,,
0.13,-0.21,1.12,10192,11336,,,,4,,,
0.11,-0.21,1.11,10320,11434,,,,4,,,
0.13,-0.2,1.05,10184,11334,,,,4,,,
0.14,-0.19,1.09,10184,11282,,,,4,,,
0.14,-0.19,1.09,10077,11243,,,,4,,,
0.15,-0.19,1.09,10180,11320,,,,4,,,
0.19,-0.19,1.11,10189,11319,,,,4,,,
0.16,-0.19,1.08,10340,11259,,,,4,,,
0.15,-0.21,1.04,10025,11188,,,,4,,,
0.1,-0.2,1.02,10208,11416,,,,4,,,
0.13,-0.2,1.06,10228,11331,,,,4,,,
0.09,-0.2,1.02,10149,11346,,,,4,,,
0.03,-0.16,0.96,10088,11218,,,,4,,,
0.01,-0.16,1,10147,11346,,,,4,,,
-0.03,-0.15,0.96,10161,11300,,,,4,,,
-0.03,-0.16,1.06,10196,11375,,,,4,,,
0.06,-0.15,1.02,10045,11236,,,,4,,,
0.06,-0.14,0.98,10155,11329,,,,4,,,
0.06,-0.1,0.95,10156,11318,,,,4,,,
0.06,-0.11,1,10270,11354,,,,4,,,
0.1,-0.19,0.93,10164,11273,,,,4,,,
0.14,-0.2,0.95,10122,11169,,,,4,,,
0.11,-0.2,0.91,10072,11215,,,,4,,,
0.1,-0.2,0.9,10140,11278,,,,4,,,
0.08,-0.21,1.02,10208,11378,,,,4,,,
0.08,-0.21,1.04,10228,11224,,,,4,,,
0.06,-0.21,1,10176,11290,,,,4,,,
0.09,-0.22,1,10033,11202,,,,4,,,
0.06,-0.2,1.06,10154,11321,,,,4,,,
0.09,-0.19,1.05,10198,11428,,,,4,,,
0.09,-0.19,1.04,10182,11319,,,,4,,,
0.14,-0.16,1.1,10179,11205,,,,4,,,
0.14,-0.17,1.11,10101,11286,,,,4,,,
0.1,-0.2,1.11,10172,11309,,,,4,,,
0.13,-0.19,1.14,10192,11190,,,,4,,,
0.13,-0.19,1.16,10120,11273,,,,4,,,
0.06,-0.34,1.16,10173,11368,,,,4,,,
0.16,-0.14,1.11,10186,11321,,,,4,,,
0.16,-0.01,1.09,10240,11158,,,,4,,,
0.1,-0.13,1.02,10143,11265,,,,4,,,
0.11,-0.17,1.06,10231,11245,,,,4,,,
0.13,-0.19,1.08,10214,11324,,,,4,,,
0.05,-0.19,1.04,10326,11315,,,,4,,,
0.1,-0.19,1.04,10229,11238,,,,4,,,
0.08,-0.19,1.05,10192,11270,,,,4,,,
0.11,-0.17,1.08,10205,11271,,,,4,,,
0.15,-0.19,1.04,10350,11400,,,,4,,,
0.17,-0.16,1.09,10191,11315,,,,4,,,
0.16,-0.15,1.05,10162,11144,,,,4,,,
0.13,-0.19,1.06,10108,11245,,,,4,,,
0.13,-0.15,1.08,10178,11292,,,,4,,,
0.16,-0.16,1.06,10151,11359,,,,4,,,
0.15,-0.17,1.02,10280,11306,,,,4,,,
0.13,-0.19,0.98,10147,11222,,,,4,,,
0.1,-0.17,1.01,10169,11202,,,,4,,,
0.1,-0.19,1,10143,11203,,,,4,,,
0.14,-0.19,0.99,10270,11285,,,,4,,,
0.11,-0.19,1.02,10107,11208,,,,4,,,
0.09,-0.19,1.02,10056,11133,,,,4,,,
0.13,-0.17,1.09,10128,11203,,,,4,,,
0.14,-0.19,1.06,10119,11175,,,,4,,,
0.1,-0.19,1.05,10116,11048,,,,4,,,
0.06,-0.19,1.08,10017,11103,,,,4,,,
0.13,-0.17,1.09,10113,11166,,,,4,,,
0.13,-0.17,1.08,10113,11212,,,,4,,,
0.1,-0.19,1.06,10205,11150,,,,4,,,
0.1,-0.17,1.09,10221,11149,,,,4,,,
0.1,-0.19,1.06,9965,11072,,,,4,,,
0.09,-0.19,1,10071,11162,,,,4,,,
0.09,-0.19,1.04,10103,11148,,,,4,,,
0.1,-0.2,1.05,10195,11163,,,,4,,,
0.1,-0.2,1.05,10132,11188,,,,4,,,
0.04,-0.19,1.05,10099,11051,,,,4,,,
0.03,-0.19,1.06,10011,11129,,,,4,,,
0.13,-0.13,1.1,10220,11224,,,,4,,,
0.11,-0.1,1.11,10102,11187,,,,4,,,
0.09,-0.01,1.11,10041,11112,,,,4,,,
0.13,-0.04,1.01,10104,11164,,,,4,,,
0.16,-0.11,0.99,10114,11165,,,,4,,,
0.16,-0.15,1.04,10229,11318,,,,4,,,
0.17,-0.15,1.01,10160,11208,,,,4,,,
0.09,-0.19,1.04,10081,11195,,,,4,,,
0.04,-0.15,1.05,10100,11177,,,,4,,,
0.01,-0.19,1.08,10114,11240,,,,4,,,
0.08,-0.16,1.09,10210,11219,,,,4,,,
0.13,-0.14,1.04,10109,11141,,,,4,,,
0.11,-0.15,1.04,9988,11029,,,,4,,,
0.15,-0.17,1.02,10044,11296,,,,4,,,
0.13,-0.19,1.05,10164,11171,,,,4,,,
0.13,-0.17,1.08,10113,11133,,,,4,,,
0.04,-0.16,1.08,10038,11065,,,,4,,,
0.05,-0.16,1.09,10104,11114,,,,4,,,
0.05,-0.19,1.09,10110,11103,,,,4,,,
0.06,-0.16,1.1,10154,11278,,,,4,,,
0.06,-0.17,1.1,10079,11157,,,,4,,,
0.13,-0.16,1.04,10114,11008,,,,4,,,
0.13,-0.14,1.05,9994,11152,,,,4,,,
0.11,-0.14,1.02,10080,11165,,,,4,,,
0.06,-0.14,1.08,10086,11249,,,,4,,,
0.06,-0.15,1.08,10200,11202,,,,4,,,
0.04,-0.17,1.01,10145,11127,,,,4,,,
0.01,-0.15,1.05,10023,11045,,,,4,,,
0.08,-0.17,1.08,10077,11197,,,,4,,,
0.1,-0.19,1.1,10133,11308,,,,4,,,
0.14,-0.16,1.01,10144,11197,,,,4,,,
0.1,-0.17,1.04,10098,11093,,,,4,,,
0.06,-0.15,1.05,10039,11197,,,,4,,,
0.08,-0.13,1.02,10220,11272,,,,4,,,
0.06,-0.19,1.06,10035,11166,,,,4,,,
0.06,-0.2,1.09,10105,11186,,,,4,,,
0.08,-0.19,1.05,10100,11391,,,,4,,,
0.06,-0.15,1,10240,11242,,,,4,,,
0.05,-0.16,1.05,10131,11207,,,,4,,,
0.04,-0.15,1.08,10103,11192,,,,4,,,
0.05,-0.1,1.04,10135,11185,,,,4,,,
0.1,-0.15,1.01,9988,11056,,,,4,,,
0.09,-0.2,1.02,10076,11149,,,,4,,,
0.05,-0.2,1.05,10081,11103,,,,4,,,
0.04,-0.14,1.11,10207,11131,,,,4,,,
-0.01,-0.13,1.05,9971,11104,,,,4,,,
0.05,-0.16,1.02,10083,11108,,,,4,,,
0.03,-0.2,1,10148,11233,,,,4,,,
0.01,-0.2,1.02,10075,11118,,,,4,,,
0.04,-0.2,0.99,10084,11060,,,,4,,,
0.03,-0.15,1.06,10074,11231,,,,4,,,
0.04,-0.09,1.05,10184,11117,,,,4,,,
0.05,-0.1,1.02,10104,11169,,,,4,,,
0.05,-0.15,1.12,9938,11054,,,,4,,,
0.05,-0.16,1.05,10067,11235,,,,4,,,
0.04,-0.17,1.06,10126,11176,,,,4,,,
0.05,-0.19,1.02,9988,11058,,,,4,,,
0.1,-0.21,0.99,10052,11182,,,,4,,,
0.15,-0.19,0.96,10120,11209,,,,4,,,
0.16,-0.17,1,10164,11433,,,,4,,,
0.16,-0.19,1.01,10184,11260,,,,4,,,
0.15,-0.22,1,10126,11280,,,,4,,,
0.11,-0.25,0.99,10210,11260,,,,4,,,
0.13,-0.22,1.05,10318,11362,,,,4,,,
0.16,-0.21,1.09,10225,11112,,,,4,,,
0.16,-0.22,1.05,10097,11137,,,,4,,,
0.2,-0.21,1.08,10077,11045,,,,4,,,
0.15,-0.24,1.01,10038,10909,,,,4,,,
0.17,-0.25,1.05,9922,10949,,,,4,,,
0.17,-0.22,1.05,10040,11037,,,,4,,,
0.19,-0.19,1.04,10138,11054,,,,4,,,
0.15,-0.2,1.04,10042,11038,,,,4,,,
0.17,-0.28,1.09,9919,10923,,,,4,,,
0.2,-0.25,1.11,10012,11036,,,,4,,,
0.16,-0.25,1.06,10050,11153,,,,4,,,
0.19,-0.2,1.04,10109,11209,,,,4,,,
0.17,-0.21,1.06,10009,11288,,,,4,,,
0.06,-0.24,1.05,10166,11263,,,,4,,,
0.04,-0.25,1.02,10239,11352,,,,4,,,
0.06,-0.22,0.99,10129,11224,,,,4,,,
0.1,-0.21,1.02,10148,11241,,,,4,,,
0.16,-0.2,1.08,10051,11225,,,,4,,,
0.16,-0.2,1.01,10140,11208,,,,4,,,
0.14,-0.19,1.04,10208,11320,,,,4,,,
0.13,-0.21,1.06,10115,11166,,,,4,,,
0.11,-0.21,1.04,10111,11054,,,,4,,,
0.11,-0.16,1.1,10157,11163,,,,4,,,
0.11,-0.17,1,10061,11208,,,,4,,,
