time(second),IR,RED
160.82,8227,10690
160.84,8194,10702
160.86,8224,10672
160.88,8156,10689
160.9,8172,10693
160.92,8186,10713
160.94,8195,10627
160.96,8251,10669
160.98,8176,10678
161,8194,10646
161.02,8237,10624
161.04,8258,10715
161.06,8208,10703
161.08,8155,10679
161.1,8188,10650
161.12,8255,10696
161.14,8198,10658
161.16,8223,10579
161.18,8208,10652
161.2,8179,10579
161.22,8209,10580
161.24,8237,10675
161.26,8158,10635
161.28,8157,10602
161.3,8219,10619
161.32,8175,10596
161.34,8173,10613
161.36,8199,10615
161.38,8231,10615
161.4,8198,10671
161.42,8193,10600
161.44,8221,10626
161.46,8204,10623
161.48,8128,10613
161.5,8153,10583
161.52,8164,10568
161.54,8209,10618
161.56,8125,10592
161.58,8185,10568
161.6,8216,10591
161.62,8180,10618
161.64,8232,10649
161.66,8164,10576
161.68,8195,10617
161.7,8171,10636
161.72,8184,10600
161.74,8185,10630
161.76,8141,10575
161.78,8175,10647
161.8,8186,10562
161.82,8202,10551
161.84,8219,10558
161.86,8161,10585
161.88,8234,10566
161.9,8156,10539
161.92,8227,10543
161.94,8159,10587
161.96,8161,10530
161.98,8150,10555
162,8137,10537
162.02,8206,10543
162.04,8224,10523
162.06,8171,10560
162.08,8191,10549
162.1,8204,10601
162.12,8194,10562
162.14,8239,10587
162.16,8154,10550
162.18,8199,10533
162.2,8147,10567
162.22,8159,10502
162.24,8218,10471
162.26,8172,10581
162.28,8201,10518
162.3,8233,10538
162.32,8157,10481
162.34,8186,10528
162.36,8161,10586
162.38,8173,10525
162.4,8179,10567
162.42,8169,10561
162.44,8156,10553
162.46,8191,10536
162.48,8221,10594
162.5,8233,10631
162.52,8145,10612
162.54,8184,10541
162.56,8232,10526
162.58,8184,10550
162.6,8225,10517
162.62,8189,10590
162.64,8188,10519
162.66,8235,10558
162.68,8231,10596
162.7,8189,10523
162.72,8247,10579
162.74,8195,10585
162.76,8194,10552
162.78,8206,10603
162.8,8186,10641
162.82,8207,10562
162.84,8222,10610
162.86,8188,10601
162.88,8204,10567
162.9,8173,10558
162.92,8182,10499
162.94,8222,10479
162.96,8233,10510
162.98,8168,10517
163,8216,10514
163.02,8216,10550
163.04,8182,10582
163.06,8169,10570
163.08,8209,10513
163.1,8252,10615
163.12,8208,10618
163.14,8168,10572
163.16,8225,10559
163.18,8234,10568
163.2,8278,10635
163.22,8235,10589
163.24,8251,10523
163.26,8216,10608
163.28,8190,10548
163.3,8200,10550
163.32,8207,10619
163.34,8211,10609
163.36,8162,10587
163.38,8264,10629
163.4,8222,10621
163.42,8262,10571
163.44,8274,10689
163.46,8222,10651
163.48,8218,10644
163.5,8201,10598
163.52,8225,10582
163.54,8259,10686
163.56,8210,10621
163.58,8250,10580
163.6,8267,10622
163.62,8211,10591
163.64,8219,10567
163.66,8238,10615
163.68,8203,10616
163.7,8255,10637
163.72,8188,10548
163.74,8224,10586
163.76,8193,10642
163.78,8224,10619
163.8,8215,10628
163.82,8219,10593
163.84,8173,10588
163.86,8246,10664
163.88,8221,10589
163.9,8206,10609
163.92,8266,10663
163.94,8253,10592
163.96,8275,10625
163.98,8216,10574
164,8168,10554
164.02,8263,10582
164.04,8242,10601
164.06,8220,10547
164.08,8234,10624
164.1,8195,10591
164.12,8186,10571
164.14,8271,10587
164.16,8193,108192
164.18,8223,10758
164.2,8216,10715
164.22,8248,10766
164.24,8247,10761
164.26,8202,10752
164.28,8262,10728
164.3,8195,10719
164.32,8219,10728
164.34,8242,10757
164.36,8219,10735
164.38,8223,10726
164.4,8258,10712
164.42,8249,10803
164.44,8227,10753
164.46,8182,10730
164.48,8265,10741
164.5,8197,10737
164.52,8209,10741
164.54,8208,10687
164.56,8247,10699
164.58,8187,10739
164.6,8211,10675
164.62,8259,10752
164.64,8260,10729
164.66,8207,10675
164.68,8248,10692
164.7,8244,10742
164.72,8239,10749
164.74,8168,10716
164.76,8208,10766
164.78,8203,10790
164.8,8198,10734
164.82,8229,10771
164.84,8203,10699
164.86,8246,10678
164.88,8177,10657
164.9,8216,10679
164.92,8235,10735
164.94,8170,10708
164.96,8188,10688
164.98,8185,10687
165,8171,10687
165.02,8247,10688
165.04,8183,10742
165.06,8191,10705
165.08,8223,10669
165.1,8258,10744
165.12,8181,10723
165.14,8259,10720
165.16,8193,10706
165.18,8219,10728
165.2,8146,10687
165.22,8210,10644
165.24,8253,10682
165.26,8203,10769
165.28,8213,10734
165.3,8162,10692
165.32,8204,10686
165.34,8171,10700
165.36,8250,10685
165.38,8182,10743
165.4,8189,10713
165.42,8219,10684
165.44,8175,10699
165.46,8205,10742
165.48,8198,10680
165.5,8255,10622
165.52,8200,10733
165.54,8185,10636
165.56,8188,10651
165.58,8160,10668
165.6,8176,10686
165.62,8233,10684
165.64,8216,10672
165.66,8171,10636
165.68,8227,10671
165.7,8196,10698
165.72,8247,10682
165.74,8225,10693
165.76,8162,10689
165.78,8229,10730
165.8,8192,10683
165.82,8155,10636
165.84,8174,10670
165.86,8212,10663
165.88,8234,10680
165.9,8182,10656
165.92,8178,10668
165.94,8223,10651
165.96,8236,10685
165.98,8198,10622
166,8138,10675
166.02,8198,10706
166.04,8219,10665
166.06,8256,10710
166.08,8163,10649
166.1,8227,10690
166.12,8194,10702
166.14,8224,10672
166.16,8156,10689
166.18,8172,10693
166.2,8186,10713
166.22,8195,10627
166.24,8251,10669
166.26,8176,10678
166.28,8194,10646
166.3,8237,10624
166.32,8258,10715
166.34,8208,10703
166.36,8155,10679
166.38,8188,10650
166.4,8255,10696
166.42,8198,10658
166.44,8223,10579
166.46,8208,10652
166.48,8179,10579
166.5,8209,10580
166.52,8237,10675
166.54,8158,10635
166.56,8157,10602
166.58,8219,10619
166.6,8175,10596
166.62,8173,10613
166.64,8199,10615
166.66,8231,10615
166.68,8198,10671
166.7,8193,10600
166.72,8221,10626
166.74,8204,10623
166.76,8128,10613
166.78,8153,10583
166.8,8164,10568
166.82,8209,10618
166.84,8125,10592
166.86,8185,10568
166.88,8216,10591
166.9,8180,10618
166.92,8232,10649
166.94,8164,10576
166.96,8195,10617
166.98,8171,10636
167,8184,10600
167.02,8185,10630
167.04,8141,10575
167.06,8175,10647
167.08,8186,10562
167.1,8202,10551
167.12,8219,10558
167.14,8161,10585
167.16,8234,10566
167.18,8156,10539
167.2,8227,10543
167.22,8159,10587
167.24,8161,10530
167.26,8150,10555
167.28,8137,10537
167.3,8206,10543
167.32,8224,10523
167.34,8171,10560
167.36,8191,10549
167.38,8204,10601
167.4,8194,10562
167.42,8239,10587
167.44,8154,10550
167.46,8199,10533
167.48,8147,10567
167.5,8159,10502
167.52,8218,10471
167.54,8172,10581
167.56,8201,10518
167.58,8233,10538
167.6,8157,10481
167.62,8186,10528
167.64,8161,10586
167.66,8173,10525
167.68,8179,10567
167.7,8169,10561
167.72,8156,10553
167.74,8191,10536
167.76,8221,10594
167.78,8233,10631
167.8,8145,10612
167.82,8184,10541
167.84,8232,10526
167.86,8184,10550
167.88,8225,10517
167.9,8189,10590
167.92,8188,10519
167.94,8235,10558
167.96,8231,10596
167.98,8189,10523
168,8247,10579
168.02,8195,10585
168.04,8194,10552
168.06,8206,10603
168.08,8186,10641
168.1,8207,10562
168.12,8222,10610
168.14,8188,10601
168.16,8204,10567
168.18,8173,10558
168.2,8182,10499
168.22,8222,10479
168.24,8233,10510
168.26,8168,10517
168.28,8216,10514
168.3,8216,10550
168.32,8182,10582
168.34,8169,10570
168.36,8209,10513
168.38,8252,10615
168.4,8208,10618
168.42,8168,10572
168.44,8225,10559
168.46,8234,10568
168.48,8278,10635
168.5,8235,10589
168.52,8251,10523
168.54,8216,10608
168.56,8190,10548
168.58,8200,10550
168.6,8207,10619
168.62,8211,10609
168.64,8162,10587
168.66,8264,10629
168.68,8222,10621
168.7,8262,10571
168.72,8274,10689
168.74,8222,10651
168.76,8218,10644
168.78,8201,10598
168.8,8225,10582
168.82,8259,10686
168.84,8210,10621
168.86,8250,10580
168.88,8267,10622
168.9,8211,10591
168.92,8219,10567
168.94,8238,10615
168.96,8203,10616
168.98,8255,10637
169,8188,10548
169.02,8224,10586
169.04,8193,10642
169.06,8224,10619
169.08,8215,10628
169.1,8219,10593
169.12,8173,10588
169.14,8246,10664
169.16,8221,10589
169.18,8206,10609
169.2,8266,10663
169.22,8253,10592
169.24,8275,10625
169.26,8216,10574
169.28,8168,10554
169.3,8263,10582
169.32,8242,10601
169.34,8220,10547
169.36,8234,10624
169.38,8195,10591
169.4,8186,10571
169.42,8271,10587
169.44,8193,108192
169.46,8223,10758
169.48,8216,10715
169.5,8248,10766
169.52,8247,10761
169.54,8202,10752
169.56,8262,10728
169.58,8195,10719
169.6,8219,10728
169.62,8242,10757
169.64,8219,10735
169.66,8223,10726
169.68,8258,10712
169.7,8249,10803
169.72,8227,10753
169.74,8182,10730
169.76,8265,10741
169.78,8197,10737
169.8,8209,10741
169.82,8208,10687
169.84,8247,10699
169.86,8187,10739
169.88,8211,10675
169.9,8259,10752
169.92,8260,10729
169.94,8207,10675
169.96,8248,10692
169.98,8244,10742
170,8239,10749
170.02,8168,10716
170.04,8208,10766
170.06,8203,10790
170.08,8198,10734
170.1,8229,10771
170.12,8203,10699
170.14,8246,10678
170.16,8177,10657
170.18,8216,10679
170.2,8235,10735
170.22,8170,10708
170.24,8188,10688
170.26,8185,10687
170.28,8171,10687
170.3,8247,10688
170.32,8183,10742
170.34,8191,10705
170.36,8223,10669
170.38,8258,10744
170.4,8181,10723
170.42,8259,10720
170.44,8193,10706
170.46,8219,10728
170.48,8146,10687
170.5,8210,10644
170.52,8253,10682
170.54,8203,10769
170.56,8213,10734
170.58,8162,10692
170.6,8204,10686
170.62,8171,10700
170.64,8250,10685
170.66,8182,10743
170.68,8189,10713
170.7,8219,10684
170.72,8175,10699
170.74,8205,10742
170.76,8198,10680
170.78,8255,10622
170.8,8200,10733
170.82,8185,10636
170.84,8188,10651
170.86,8160,10668
170.88,8176,10686
170.9,8233,10684
170.92,8216,10672
170.94,8171,10636
170.96,8227,10671
170.98,8196,10698
171,8247,10682
171.02,8225,10693
171.04,8162,10689
171.06,8229,10730
171.08,8192,10683
171.1,8155,10636
171.12,8174,10670
171.14,8212,10663
171.16,8234,10680
171.18,8182,10656
171.2,8178,10668
171.22,8223,10651
171.24,8236,10685
171.26,8198,10622
171.28,8138,10675
171.3,8198,10706
171.32,8219,10665
171.34,8256,10710
171.36,8163,10649
171.38,8227,10690
171.4,8194,10702
171.42,8224,10672
171.44,8156,10689
171.46,8172,10693
171.48,8186,10713
171.5,8195,10627
171.52,8251,10669
171.54,8176,10678
171.56,8194,10646
171.58,8237,10624
171.6,8258,10715
171.62,8208,10703
171.64,8155,10679
171.66,8188,10650
171.68,8255,10696
171.7,8198,10658
171.72,8223,10579
171.74,8208,10652
171.76,8179,10579
171.78,8209,10580
171.8,8237,10675
171.82,8158,10635
171.84,8157,10602
171.86,8219,10619
171.88,8175,10596
171.9,8173,10613
171.92,8199,10615
171.94,8231,10615
171.96,8198,10671
171.98,8193,10600
172,8221,10626
172.02,8204,10623
172.04,8128,10613
172.06,8153,10583
172.08,8164,10568
172.1,8209,10618
172.12,8125,10592
172.14,8185,10568
172.16,8216,10591
172.18,8180,10618
172.2,8232,10649
172.22,8164,10576
172.24,8195,10617
172.26,8171,10636
172.28,8184,10600
172.3,8185,10630
172.32,8141,10575
172.34,8175,10647
172.36,8186,10562
172.38,8202,10551
172.4,8219,10558
172.42,8161,10585
172.44,8234,10566
172.46,8156,10539
172.48,8227,10543
172.5,8159,10587
172.52,8161,10530
172.54,8150,10555
172.56,8137,10537
172.58,8206,10543
172.6,8224,10523
172.62,8171,10560
172.64,8191,10549
172.66,8204,10601
172.68,8194,10562
172.7,8239,10587
172.72,8154,10550
172.74,8199,10533
172.76,8147,10567
172.78,8159,10502
172.8,8218,10471
172.82,8172,10581
172.84,8201,10518
172.86,8233,10538
172.88,8157,10481
172.9,8186,10528
172.92,8161,10586
172.94,8173,10525
172.96,8179,10567
172.98,8169,10561
173,8156,10553
173.02,8191,10536
173.04,8221,10594
173.06,8233,10631
173.08,8145,10612
173.1,8184,10541
173.12,8232,10526
173.14,8184,10550
173.16,8225,10517
173.18,8189,10590
173.2,8188,10519
173.22,8235,10558
173.24,8231,10596
173.26,8189,10523
173.28,8247,10579
173.3,8195,10585
173.32,8194,10552
173.34,8206,10603
173.36,8186,10641
173.38,8207,10562
173.4,8222,10610
173.42,8188,10601
173.44,8204,10567
173.46,8173,10558
173.48,8182,10499
173.5,8222,10479
173.52,8233,10510
173.54,8168,10517
173.56,8216,10514
173.58,8216,10550
173.6,8182,10582
173.62,8169,10570
173.64,8209,10513
173.66,8252,10615
173.68,8208,10618
173.7,8168,10572
173.72,8225,10559
173.74,8234,10568
173.76,8278,10635
173.78,8235,10589
173.8,8251,10523
173.82,8216,10608
173.84,8190,10548
173.86,8200,10550
173.88,8207,10619
173.9,8211,10609
173.92,8162,10587
173.94,8264,10629
173.96,8222,10621
173.98,8262,10571
174,8274,10689
174.02,8222,10651
174.04,8218,10644
174.06,8201,10598
174.08,8225,10582
174.1,8259,10686
174.12,8210,10621
174.14,8250,10580
174.16,8267,10622
174.18,8211,10591
174.2,8219,10567
174.22,8238,10615
174.24,8203,10616
174.26,8255,10637
174.28,8188,10548
174.3,8224,10586
174.32,8193,10642
174.34,8224,10619
174.36,8215,10628
174.38,8219,10593
174.4,8173,10588
174.42,8246,10664
174.44,8221,10589
174.46,8206,10609
174.48,8266,10663
174.5,8253,10592
174.52,8275,10625
174.54,8216,10574
174.56,8168,10554
174.58,8263,10582
174.6,8242,10601
174.62,8220,10547
174.64,8234,10624
174.66,8195,10591
174.68,8186,10571
174.7,8271,10587
174.72,8193,108308
174.74,8285,10634
174.76,8232,10622
174.78,8325,10641
174.8,8311,10646
174.82,8317,10604
174.84,8251,10679
174.86,8273,10603
174.88,8307,10659
174.9,8293,10668
174.92,8283,10571
174.94,8304,10644
174.96,8269,10569
174.98,8284,10573
175,8254,10551
175.02,8310,10633
175.04,8264,10545
175.06,8280,10612
175.08,8247,10599
175.1,8341,10675
175.12,8276,10602
175.14,8249,10621
175.16,8343,10688
175.18,8292,10660
175.2,8346,10662
175.22,8267,10592
175.24,8265,10634
175.26,8274,10685
175.28,8292,10648
175.3,8327,10657
175.32,8260,10683
175.34,8282,10638
175.36,8337,10678
175.38,8254,10674
175.4,8278,10649
175.42,8312,10696
175.44,8242,10664
175.46,8278,10649
175.48,8333,10669
175.5,8290,10673
175.52,8273,10641
175.54,8335,10754
175.56,8295,10755
175.58,8280,10721
175.6,8326,10750
175.62,8347,10751
175.64,8255,10697
175.66,8349,10677
175.68,8288,10640
175.7,8297,10595
175.72,8338,10688
175.74,8280,10636
175.76,8336,10663
175.78,8323,10676
175.8,8275,10632
175.82,8303,10690
175.84,8271,10672
175.86,8273,10620
175.88,8322,10705
175.9,8281,10668
175.92,8241,10655
175.94,8290,10655
175.96,8336,10624
175.98,8283,10724
176,8272,10637
176.02,8314,10705
176.04,8265,10669
176.06,8317,10684
176.08,8322,10694
176.1,8262,10641
176.12,8230,10651
176.14,8302,10742
176.16,8259,10672
176.18,8311,10699
176.2,8246,10679
176.22,8320,10705
176.24,8325,10708
176.26,8282,10731
176.28,8265,10690
176.3,8343,10749
176.32,8240,10665
176.34,8334,10738
176.36,8311,10755
176.38,8286,10755
176.4,8295,10705
176.42,8323,10679
176.44,8321,10794
176.46,8294,10695
176.48,8334,10714
176.5,8268,10723
176.52,8308,10735
176.54,8314,10703
176.56,8344,10814
176.58,8308,10770
176.6,8331,10723
176.62,8380,10840
176.64,8308,10806
176.66,8277,10782
176.68,8325,10770
176.7,8365,10768
176.72,8308,10593
176.74,8285,10634
176.76,8232,10622
176.78,8325,10641
176.8,8311,10646
176.82,8317,10604
176.84,8251,10679
176.86,8273,10603
176.88,8307,10659
176.9,8293,10668
176.92,8283,10571
176.94,8304,10644
176.96,8269,10569
176.98,8284,10573
177,8254,10551
177.02,8310,10633
177.04,8264,10545
177.06,8280,10612
177.08,8247,10599
177.1,8341,10675
177.12,8276,10602
177.14,8249,10621
177.16,8343,10688
177.18,8292,10660
177.2,8346,10662
177.22,8267,10592
177.24,8265,10634
177.26,8274,10685
177.28,8292,10648
177.3,8327,10657
177.32,8260,10683
177.34,8282,10638
177.36,8337,10678
177.38,8254,10674
177.4,8278,10649
177.42,8312,10696
177.44,8242,10664
177.46,8278,10649
177.48,8333,10669
177.5,8290,10673
177.52,8273,10641
177.54,8335,10754
177.56,8295,10755
177.58,8280,10721
177.6,8326,10750
177.62,8347,10751
177.64,8255,10697
177.66,8349,10677
177.68,8288,10640
177.7,8297,10595
177.72,8338,10688
177.74,8280,10636
177.76,8336,10663
177.78,8323,10676
177.8,8275,10632
177.82,8303,10690
177.84,8271,10672
177.86,8273,10620
177.88,8322,10705
177.9,8281,10668
177.92,8241,10655
177.94,8290,10655
177.96,8336,10624
177.98,8283,10724
178,8272,10637
178.02,8314,10705
178.04,8265,10669
178.06,8317,10684
178.08,8322,10694
178.1,8262,10641
178.12,8230,10651
178.14,8302,10742
178.16,8259,10672
178.18,8311,10699
178.2,8246,10679
178.22,8320,10705
178.24,8325,10708
178.26,8282,10731
178.28,8265,10690
178.3,8343,10749
178.32,8240,10665
178.34,8334,10738
178.36,8311,10755
178.38,8286,10755
178.4,8295,10705
178.42,8323,10679
178.44,8321,10794
178.46,8294,10695
178.48,8334,10714
178.5,8268,10723
178.52,8308,10735
178.54,8314,10703
178.56,8344,10814
178.58,8308,10770
178.6,8331,10723
178.62,8380,10840
178.64,8308,10806
178.66,8277,10782
178.68,8325,10770
178.7,8365,10768
178.72,8290,10831
178.74,8324,10795
178.76,8283,10772
178.78,8368,10806
178.8,8291,10768
178.82,8309,10787
178.84,8346,10807
178.86,8299,10836
178.88,8310,10794
178.9,8374,10763
178.92,8338,10892
178.94,8328,10863
178.96,8361,10887
178.98,8297,10773
179,8385,10781
179.02,8304,10828
179.04,8304,10797
179.06,8356,10799
179.08,8277,10821
179.1,8309,10850
179.12,8305,10771
179.14,8351,10786
179.16,8349,10812
179.18,8350,10837
179.2,8277,10825
179.22,8334,10793
179.24,8374,10833
179.26,8308,10778
179.28,8360,10733
179.3,8300,10734
179.32,8304,10738
179.34,8351,10738
179.36,8343,10814
179.38,8297,10735
179.4,8344,10773
179.42,8340,10759
179.44,8319,10777
179.46,8274,10792
179.48,8299,10731
179.5,8309,10788
179.52,8293,10764
179.54,8347,10711
179.56,8297,10702
179.58,8288,10698
179.6,8325,10762
179.62,8319,10695
179.64,8341,10702
179.66,8264,10702
179.68,8338,10749
179.7,8327,10705
179.72,8337,10713
179.74,8293,10752
179.76,8299,10725
179.78,8313,10750
179.8,8271,10712
179.82,8313,10733
179.84,8328,10737
179.86,8297,10808
179.88,8345,10728
179.9,8255,10675
179.92,8265,10704
179.94,8264,10683
179.96,8345,10686
179.98,8256,10703
180,8282,10677
180.02,8292,10649
180.04,8286,10611
180.06,8327,10731
180.08,8278,10685
180.1,8261,10649
180.12,8309,10738
180.14,8271,10652
180.16,8320,10738
180.18,8282,10683
180.2,8331,10702
180.22,8311,10730
180.24,8279,10755
180.26,8294,10679
180.28,8328,10753
180.3,8312,10757
180.32,8235,10754
180.34,8332,10722
180.36,8259,10728
180.38,8279,10673
180.4,8317,10649
180.42,8297,10714
180.44,8265,10650
180.46,8299,10694
180.48,8284,10716
180.5,8301,10664
180.52,8304,10700
180.54,8219,10650
180.56,8274,10650
180.58,8300,10667
180.6,8281,10748
180.62,8281,10704
180.64,8319,10716
180.66,8297,10768
180.68,8281,10688
180.7,8293,10729
180.72,8308,10593
180.74,8285,10634
180.76,8232,10622
180.78,8325,10641
180.8,8311,10646
180.82,8317,10604
180.84,8251,10679
180.86,8273,10603
180.88,8307,10659
180.9,8293,10668
180.92,8283,10571
180.94,8304,10644
180.96,8269,10569
180.98,8284,10573
181,8254,10551
181.02,8310,10633
181.04,8264,10545
181.06,8280,10612
181.08,8247,10599
181.1,8341,10675
181.12,8276,10602
181.14,8249,10621
181.16,8343,10688
181.18,8292,10660
181.2,8346,10662
181.22,8267,10592
181.24,8265,10634
181.26,8274,10685
181.28,8292,10648
181.3,8327,10657
181.32,8260,10683
181.34,8282,10638
181.36,8337,10678
181.38,8254,10674
181.4,8278,10649
181.42,8312,10696
181.44,8242,10664
181.46,8278,10649
181.48,8333,10669
181.5,8290,10673
181.52,8273,10641
181.54,8335,10754
181.56,8295,10755
181.58,8280,10721
181.6,8326,10750
181.62,8347,10751
181.64,8255,10697
181.66,8349,10677
181.68,8288,10640
181.7,8297,10595
181.72,8338,10688
181.74,8280,10636
181.76,8336,10663
181.78,8323,10676
181.8,8275,10632
181.82,8303,10690
181.84,8271,10672
181.86,8273,10620
181.88,8322,10705
181.9,8281,10668
181.92,8241,10655
181.94,8290,10655
181.96,8336,10624
181.98,8283,10724
182,8272,10637
182.02,8314,10705
182.04,8265,10669
182.06,8317,10684
182.08,8322,10694
182.1,8262,10641
182.12,8230,10651
182.14,8302,10742
182.16,8259,10672
182.18,8311,10699
182.2,8246,10679
182.22,8320,10705
182.24,8325,10708
182.26,8282,10731
182.28,8265,10690
182.3,8343,10749
182.32,8240,10665
182.34,8334,10738
182.36,8311,10755
182.38,8286,10755
182.4,8295,10705
182.42,8323,10679
182.44,8321,10794
182.46,8294,10695
182.48,8334,10714
182.5,8268,10723
182.52,8308,10735
182.54,8314,10703
182.56,8344,10814
182.58,8308,10770
182.6,8331,10723
182.62,8380,10840
182.64,8308,10806
182.66,8277,10782
182.68,8325,10770
182.7,8365,10768
182.72,8290,10831
182.74,8324,10795
182.76,8283,10772
182.78,8368,10806
182.8,8291,10768
182.82,8309,10787
182.84,8346,10807
182.86,8299,10836
182.88,8310,10794
182.9,8374,10763
182.92,8338,10892
182.94,8328,10863
182.96,8361,10887
182.98,8297,10773
183,8385,10781
183.02,8304,10828
183.04,8304,10797
183.06,8356,10799
183.08,8277,10821
183.1,8309,10850
183.12,8305,10771
183.14,8351,10786
183.16,8349,10812
183.18,8350,10837
183.2,8277,10825
183.22,8334,10793
183.24,8374,10833
183.26,8308,10778
183.28,8360,10733
183.3,8300,10734
183.32,8304,10738
183.34,8351,10738
183.36,8343,10814
183.38,8297,10735
183.4,8344,10773
183.42,8340,10759
183.44,8319,10777
183.46,8274,10792
183.48,8299,10731
183.5,8309,10788
183.52,8293,10764
183.54,8347,10711
183.56,8297,10702
183.58,8288,10698
183.6,8325,10762
183.62,8319,10695
183.64,8341,10702
183.66,8264,10702
183.68,8338,10749
183.7,8327,10705
183.72,8337,10713
183.74,8293,10752
183.76,8299,10725
183.78,8313,10750
183.8,8271,10712
183.82,8313,10733
183.84,8328,10737
183.86,8297,10808
183.88,8345,10728
183.9,8255,10675
183.92,8265,10704
183.94,8264,10683
183.96,8345,10686
183.98,8256,10703
184,8282,10677
184.02,8292,10649
184.04,8286,10611
184.06,8327,10731
184.08,8278,10685
184.1,8261,10649
184.12,8309,10738
184.14,8271,10652
184.16,8320,10738
184.18,8282,10683
184.2,8331,10702
184.22,8311,10730
184.24,8279,10755
184.26,8294,10679
184.28,8328,10753
184.3,8312,10757
184.32,8235,10754
184.34,8332,10722
184.36,8259,10728
184.38,8279,10673
184.4,8317,10649
184.42,8297,10714
184.44,8265,10650
184.46,8299,10694
184.48,8284,10716
184.5,8301,10664
184.52,8304,10700
184.54,8219,10650
184.56,8274,10650
184.58,8300,10667
184.6,8281,10748
184.62,8281,10704
184.64,8319,10716
184.66,8297,10768
184.68,8281,10688
184.7,8293,10729
184.72,8284,10754
184.74,8257,10724
184.76,8318,10732
184.78,8284,10703
184.8,8254,10713
184.82,8287,10705
184.84,8235,10650
184.86,8286,10726
184.88,8252,10641
184.9,8326,10642
184.92,8231,10680
184.94,8317,10661
184.96,8247,10654
184.98,8299,10667
185,8312,10707
185.02,8234,10705
185.04,8271,10668
185.06,8310,10697
185.08,8279,10720
185.1,8276,10663
185.12,8315,10718
185.14,8256,10729
185.16,8272,10671
185.18,8340,10746
185.2,8279,10652
185.22,8315,10607
185.24,8256,10662
185.26,8330,10652
185.28,8249,10705
185.3,8243,10657
185.32,8308,10649
185.34,8261,10683
185.36,8283,10659
185.38,8291,10690
185.4,8320,10751
185.42,8266,10736
185.44,8228,10701
185.46,8336,10715
185.48,8282,10752
185.5,8260,10738
185.52,8303,10701
185.54,8273,10706
185.56,8255,10736
185.58,8336,10759
185.6,8289,10712
185.62,8289,10722
185.64,8250,10716
185.66,8273,10654
185.68,8274,10691
185.7,8264,10711
185.72,8272,10679
185.74,8336,10728
185.76,8271,10716
185.78,8234,10658
185.8,8312,10682
185.82,8266,10729
185.84,8276,10723
185.86,8273,10692
185.88,8329,10687
185.9,8327,10767
185.92,8270,10717
185.94,8235,10701
185.96,8323,10725
185.98,8261,10762
186,8269,108308
186.02,8285,10634
186.04,8232,10622
186.06,8325,10641
186.08,8311,10646
186.1,8317,10604
186.12,8251,10679
186.14,8273,10603
186.16,8307,10659
186.18,8293,10668
186.2,8283,10571
186.22,8304,10644
186.24,8269,10569
186.26,8284,10573
186.28,8254,10551
186.3,8310,10633
186.32,8264,10545
186.34,8280,10612
186.36,8247,10599
186.38,8341,10675
186.4,8276,10602
186.42,8249,10621
186.44,8343,10688
186.46,8292,10660
186.48,8346,10662
186.5,8267,10592
186.52,8265,10634
186.54,8274,10685
186.56,8292,10648
186.58,8327,10657
186.6,8260,10683
186.62,8282,10638
186.64,8337,10678
186.66,8254,10674
186.68,8278,10649
186.7,8312,10696
186.72,8242,10664
186.74,8278,10649
186.76,8333,10669
186.78,8290,10673
186.8,8273,10641
186.82,8335,10754
186.84,8295,10755
186.86,8280,10721
186.88,8326,10750
186.9,8347,10751
186.92,8255,10697
186.94,8349,10677
186.96,8288,10640
186.98,8297,10595
187,8338,10688
187.02,8280,10636
187.04,8336,10663
187.06,8323,10676
187.08,8275,10632
187.1,8303,10690
187.12,8271,10672
187.14,8273,10620
187.16,8322,10705
187.18,8281,10668
187.2,8241,10655
187.22,8290,10655
187.24,8336,10624
187.26,8283,10724
187.28,8272,10637
187.3,8314,10705
187.32,8265,10669
187.34,8317,10684
187.36,8322,10694
187.38,8262,10641
187.4,8230,10651
187.42,8302,10742
187.44,8259,10672
187.46,8311,10699
187.48,8246,10679
187.5,8320,10705
187.52,8325,10708
187.54,8282,10731
187.56,8265,10690
187.58,8343,10749
187.6,8240,10665
187.62,8334,10738
187.64,8311,10755
187.66,8286,10755
187.68,8295,10705
187.7,8323,10679
187.72,8321,10794
187.74,8294,10695
187.76,8334,10714
187.78,8268,10723
187.8,8308,10735
187.82,8314,10703
187.84,8344,10814
187.86,8308,10770
187.88,8331,10723
187.9,8380,10840
187.92,8308,10806
187.94,8277,10782
187.96,8325,10770
187.98,8365,10768
188,8290,10831
188.02,8324,10795
188.04,8283,10772
188.06,8368,10806
188.08,8291,10768
188.1,8309,10787
188.12,8346,10807
188.14,8299,10836
188.16,8310,10794
188.18,8374,10763
188.2,8338,10892
188.22,8328,10863
188.24,8361,10887
188.26,8297,10773
188.28,8385,10781
188.3,8304,10828
188.32,8304,10797
188.34,8356,10799
188.36,8277,10821
188.38,8309,10850
188.4,8305,10771
188.42,8351,10786
188.44,8349,10812
188.46,8350,10837
188.48,8277,10825
188.5,8334,10793
188.52,8374,10833
188.54,8308,10778
188.56,8360,10733
188.58,8300,10734
188.6,8304,10738
188.62,8351,10738
188.64,8343,10814
188.66,8297,10735
188.68,8344,10773
188.7,8340,10759
188.72,8319,10777
188.74,8274,10792
188.76,8299,10731
188.78,8309,10788
188.8,8293,10764
188.82,8347,10711
188.84,8297,10702
188.86,8288,10698
188.88,8325,10762
