72,31,
42,45,
83,86,
39,59,
99,84,
58,76,
36,47,
93,60,
71,73,
81,52,
62,104,
58,47,
49,56,
92,62,
49,50,
76,44,
81,46,
68,25,
105,60,
97,48,
46,30,
67,81,
38,79,
66,46,
70,43,
42,28,
91,64,
40,61,
77,29,
56,73,
36,95,
27,83,
43,52,
77,117,
57,87,
35,56,
61,23,
63,103,
49,58,
53,47,
83,52,
46,130,
59,94,
32,26,
105,81,
71,54,
67,50,
43,61,
116,114,
73,73,
62,77,
50,45,
73,117,
44,63,
107,73,
25,25,
91,125,
20,102,
72,82,
37,48,
89,70,
43,57,
53,40,
72,92,
96,34,
62,68,
53,56,
66,94,
93,58,
74,33,
100,80,
43,59,
50,105,
72,39,
89,12,
35,72,
42,69,
66,21,
96,93,
51,39,
77,61,
91,78,
40,90,
64,31,
95,40,
63,110,
44,47,
53,49,
199,38,
125,79,
50,49,
78,27,
58,85,
66,29,
74,32,
79,17,
46,57,
90,64,
90,63,
53,22,
72,31,
42,45,
83,86,
39,59,
99,84,
58,76,
36,47,
93,60,
71,73,
81,52,
62,104,
58,47,
49,56,
92,62,
49,50,
76,44,
81,46,
68,25,
105,60,
97,48,
46,30,
67,81,
38,79,
66,46,
70,43,
42,28,
91,64,
40,61,
77,29,
56,73,
36,95,
27,83,
43,52,
77,117,
57,87,
35,56,
61,23,
63,103,
49,58,
53,47,
83,52,
46,130,
59,94,
32,26,
105,81,
71,54,
67,50,
43,61,
116,114,
73,73,
62,77,
50,45,
73,117,
44,63,
107,73,
25,25,
91,125,
20,102,
72,82,
37,48,
89,70,
43,57,
53,40,
72,92,
96,34,
62,68,
53,56,
66,94,
93,58,
74,33,
100,80,
43,59,
50,105,
72,39,
89,12,
35,72,
42,69,
66,21,
96,93,
51,39,
77,61,
91,78,
40,90,
64,31,
95,40,
63,110,
44,47,
53,49,
199,38,
125,79,
50,49,
78,27,
58,85,
66,29,
74,32,
79,17,
46,57,
90,64,
90,63,
53,22,
59,94,
54,20,
71,63,
56,59,
85,67,
53,69,
69,17,
109,100,
60,48,
91,82,
50,20,
60,39,
103,46,
37,74,
53,60,
99,75,
32,53,
130,75,
88,48,
40,85,
50,79,
28,62,
87,79,
68,36,
40,61,
30,67,
95,54,
68,112,
61,21,
94,64,
70,45,
99,68,
29,80,
35,68,
47,90,
56,28,
95,81,
141,40,
88,83,
62,39,
85,72,
62,37,
62,87,
81,58,
50,89,
45,39,
58,103,
49,12,
101,35,
57,42,
76,65,
58,23,
92,73,
43,33,
86,58,
30,42,
70,84,
82,53,
75,22,
100,83,
39,79,
33,49,
93,74,
46,55,
53,20,
88,92,
90,55,
93,44,
59,85,
53,30,
79,83,
63,122,
45,60,
50,35,
40,85,
54,22,
60,76,
52,31,
94,59,
47,85,
84,58,
41,59,
58,34,
97,51,
49,98,
59,22,
73,50,
102,59,
33,63,
65,38,
61,71,
81,28,
106,90,
48,76,
47,67,
74,123,
49,36,
48,55,
58,106,
44,24,
72,31,
42,45,
83,86,
39,59,
99,84,
58,76,
36,47,
93,60,
71,73,
81,52,
62,104,
58,47,
49,56,
92,62,
49,50,
76,44,
81,46,
68,25,
105,60,
97,48,
46,30,
67,81,
38,79,
66,46,
70,43,
42,28,
