time(second),IR,RED
113.12,8417,10384
113.14,8419,10374
113.16,8422,10396
113.18,8369,10346
113.2,8420,10399
113.22,8381,10358
113.24,8344,10344
113.26,8426,10349
113.28,8396,10345
113.3,8389,10287
113.32,8421,10357
113.34,8372,10378
113.36,8427,10326
113.38,8411,10312
113.4,8381,10309
113.42,8364,10372
113.44,8359,10365
113.46,8397,10399
113.48,8366,10334
113.5,8404,10342
113.52,8412,10346
113.54,8325,10326
113.56,8424,10359
113.58,8384,10394
113.6,8336,10383
113.62,8358,10319
113.64,8399,10325
113.66,8371,10341
113.68,8341,10373
113.7,8336,10321
113.72,8341,10300
113.74,8379,10327
113.76,8347,10365
113.78,8346,10338
113.8,8391,10358
113.82,8356,10358
113.84,8350,10401
113.86,8371,10311
113.88,8413,10362
113.9,8393,10373
113.92,8316,10299
113.94,8351,10402
113.96,8346,10354
113.98,8413,10400
114,8382,10385
114.02,8359,10360
114.04,8345,10309
114.06,8364,10405
114.08,8386,10380
114.1,8367,10362
114.12,8336,10388
114.14,8374,10436
114.16,8384,10328
114.18,8415,10404
114.2,8448,10353
114.22,8412,10405
114.24,8431,10369
114.26,8403,10409
114.28,8420,10408
114.3,8387,10451
114.32,8363,10420
114.34,8394,10361
114.36,8436,10463
114.38,8399,10465
114.4,8362,10408
114.42,8443,10454
114.44,8411,10430
114.46,8371,10365
114.48,8449,10438
114.5,8401,10451
114.52,8358,10402
114.54,8448,10403
114.56,8419,10457
114.58,8414,10387
114.6,8446,10410
114.62,8402,10465
114.64,8377,10437
114.66,8400,10377
114.68,8442,10448
114.7,8405,10454
114.72,8416,10446
114.74,8401,10434
114.76,8434,10408
114.78,8442,10480
114.8,8420,10432
114.82,8413,10363
114.84,8453,10456
114.86,8407,10453
114.88,8394,10385
114.9,8438,10423
114.92,8379,10382
114.94,8411,10331
114.96,8387,10419
114.98,8365,10389
115,8422,10405
115.02,8367,10440
115.04,8408,10357
115.06,8423,10435
115.08,8390,10414
115.1,8370,10389
115.12,8401,10433
115.14,8393,10338
115.16,8432,10400
115.18,8382,10421
115.2,8349,10431
115.22,8385,10398
115.24,8392,10407
115.26,8385,10351
115.28,8413,10433
115.3,8383,10433
115.32,8348,10362
115.34,8413,10364
115.36,8302,10243
115.38,8281,10274
115.4,8299,10239
115.42,8322,10272
115.44,8334,10307
115.46,8304,10295
115.48,8317,10218
115.5,8358,10322
115.52,8322,10289
115.54,8314,10222
115.56,8280,10240
115.58,8349,10241
115.6,8299,10268
115.62,8294,10256
115.64,8321,10179
115.66,8359,10298
115.68,8294,10300
115.7,8418,10261
115.72,8315,10279
115.74,8316,10228
115.76,8317,10320
115.78,8321,10237
115.8,8342,10328
115.82,8288,10263
115.84,8348,10280
115.86,8358,10266
115.88,8370,10320
115.9,8312,10315
115.92,8325,10278
115.94,8371,10252
115.96,8364,10383
115.98,8313,10322
116,8371,10314
116.02,8322,10287
116.04,8347,10310
116.06,8321,10339
116.08,8331,10251
116.1,8357,10298
116.12,8328,10321
116.14,8290,10261
116.16,8313,10268
116.18,8368,10269
116.2,8298,10251
116.22,8311,10266
116.24,8357,10259
116.26,8302,10320
116.28,8313,10263
116.3,8376,10203
116.32,8369,10256
116.34,8338,10287
116.36,8338,10190
116.38,8356,10262
116.4,8312,10287
116.42,8287,10246
116.44,8354,10243
116.46,8343,10238
116.48,8367,10250
116.5,8332,10263
116.52,8321,10247
116.54,8365,10295
116.56,8325,10236
116.58,8341,10231
116.6,8328,10336
116.62,8325,10311
116.64,8323,10344
116.66,8343,10234
116.68,8378,10312
116.7,8308,10296
116.72,8373,10294
116.74,8343,10284
116.76,8372,10355
116.78,8331,10364
116.8,8353,10316
116.82,8393,10351
116.84,8329,10311
116.86,8373,10330
116.88,8369,10365
116.9,8373,10280
116.92,8334,10323
116.94,8383,10384
116.96,8320,10340
116.98,8364,10311
117,8415,10362
117.02,8387,10390
117.04,8334,10371
117.06,8394,10358
117.08,8381,10433
117.1,8382,10333
117.12,8417,10384
117.14,8419,10374
117.16,8422,10396
117.18,8369,10346
117.2,8420,10399
117.22,8381,10358
117.24,8344,10344
117.26,8426,10349
117.28,8396,10345
117.3,8389,10287
117.32,8421,10357
117.34,8372,10378
117.36,8427,10326
117.38,8411,10312
117.4,8381,10309
117.42,8364,10372
117.44,8359,10365
117.46,8397,10399
117.48,8366,10334
117.5,8404,10342
117.52,8412,10346
117.54,8325,10326
117.56,8424,10359
117.58,8384,10394
117.6,8336,10383
117.62,8358,10319
117.64,8399,10325
117.66,8371,10341
117.68,8341,10373
117.7,8336,10321
117.72,8341,10300
117.74,8379,10327
117.76,8347,10365
117.78,8346,10338
117.8,8391,10358
117.82,8356,10358
117.84,8350,10401
117.86,8371,10311
117.88,8413,10362
117.9,8393,10373
117.92,8316,10299
117.94,8351,10402
117.96,8346,10354
117.98,8413,10400
118,8382,10385
118.02,8359,10360
118.04,8345,10309
118.06,8364,10405
118.08,8386,10380
118.1,8367,10362
118.12,8336,10388
118.14,8374,10436
118.16,8384,10328
118.18,8415,10404
118.2,8448,10353
118.22,8412,10405
118.24,8431,10369
118.26,8403,10409
118.28,8420,10408
118.3,8387,10451
118.32,8363,10420
118.34,8394,10361
118.36,8436,10463
118.38,8399,10465
118.4,8362,10408
118.42,8443,10454
118.44,8411,10430
118.46,8371,10365
118.48,8449,10438
118.5,8401,10451
118.52,8358,10402
118.54,8448,10403
118.56,8419,10457
118.58,8414,10387
118.6,8446,10410
118.62,8402,10465
118.64,8377,10437
118.66,8400,10377
118.68,8442,10448
118.7,8405,10454
118.72,8416,10446
118.74,8401,10434
118.76,8434,10408
118.78,8442,10480
118.8,8420,10432
118.82,8413,10363
118.84,8453,10456
118.86,8407,10453
118.88,8394,10385
118.9,8438,10423
118.92,8379,10382
118.94,8411,10331
118.96,8387,10419
118.98,8365,10389
119,8422,10405
119.02,8367,10440
119.04,8408,10357
119.06,8423,10435
119.08,8390,10414
119.1,8370,10389
119.12,8401,10433
119.14,8393,10338
119.16,8432,10400
119.18,8382,10421
119.2,8349,10431
119.22,8385,10398
119.24,8392,10407
119.26,8385,10351
119.28,8413,10433
119.3,8383,10433
119.32,8348,10362
119.34,8413,10364
119.36,8304,10334
119.38,8363,10387
119.4,8407,10373
119.42,8389,10413
119.44,8367,10306
119.46,8387,10363
119.48,8341,10320
119.5,8379,10359
119.52,8387,10407
119.54,8371,10329
119.56,8378,10410
119.58,8337,10422
119.6,8356,10362
119.62,8351,10356
119.64,8362,10424
119.66,8356,10353
119.68,8375,10356
119.7,8361,10441
119.72,8382,10400
119.74,8348,10360
119.76,8326,10338
119.78,8335,10294
119.8,8412,10351
119.82,8368,10347
119.84,8331,10390
119.86,8362,10341
119.88,8377,10298
119.9,8382,10401
119.92,8373,10297
119.94,8347,10313
119.96,8387,10353
119.98,8317,10331
120,8353,10347
120.02,8351,10399
120.04,8396,10368
120.06,8340,10392
120.08,8332,10420
120.1,8347,10346
120.12,8357,10379
120.14,8393,10375
120.16,8324,10384
120.18,8328,10353
120.2,8389,10303
120.22,8381,10327
120.24,8379,10317
120.26,8356,10420
120.28,8355,10350
120.3,8341,10360
120.32,8370,10362
120.34,8326,10413
120.36,8317,10368
120.38,8383,10365
120.4,8345,10351
120.42,8361,10330
120.44,8361,10443
120.46,8363,10361
120.48,8392,10380
120.5,8352,10344
120.52,8402,10414
120.54,8357,10410
120.56,8310,10412
120.58,8378,10394
120.6,8401,10389
120.62,8366,10376
120.64,8403,108302
120.66,8281,10274
120.68,8299,10239
120.7,8322,10272
120.72,8334,10307
120.74,8304,10295
120.76,8317,10218
120.78,8358,10322
120.8,8322,10289
120.82,8314,10222
120.84,8280,10240
120.86,8349,10241
120.88,8299,10268
120.9,8294,10256
120.92,8321,10179
120.94,8359,10298
120.96,8294,10300
120.98,8418,10261
121,8315,10279
121.02,8316,10228
121.04,8317,10320
121.06,8321,10237
121.08,8342,10328
121.1,8288,10263
121.12,8348,10280
121.14,8358,10266
121.16,8370,10320
121.18,8312,10315
121.2,8325,10278
121.22,8371,10252
121.24,8364,10383
121.26,8313,10322
121.28,8371,10314
121.3,8322,10287
121.32,8347,10310
121.34,8321,10339
121.36,8331,10251
121.38,8357,10298
121.4,8328,10321
121.42,8290,10261
121.44,8313,10268
121.46,8368,10269
121.48,8298,10251
121.5,8311,10266
121.52,8357,10259
121.54,8302,10320
121.56,8313,10263
121.58,8376,10203
121.6,8369,10256
121.62,8338,10287
121.64,8338,10190
121.66,8356,10262
121.68,8312,10287
121.7,8287,10246
121.72,8354,10243
121.74,8343,10238
121.76,8367,10250
121.78,8332,10263
121.8,8321,10247
121.82,8365,10295
121.84,8325,10236
121.86,8341,10231
121.88,8328,10336
121.9,8325,10311
121.92,8323,10344
121.94,8343,10234
121.96,8378,10312
121.98,8308,10296
122,8373,10294
122.02,8343,10284
122.04,8372,10355
122.06,8331,10364
122.08,8353,10316
122.1,8393,10351
122.12,8329,10311
122.14,8373,10330
122.16,8369,10365
122.18,8373,10280
122.2,8334,10323
122.22,8383,10384
122.24,8320,10340
122.26,8364,10311
122.28,8415,10362
122.3,8387,10390
122.32,8334,10371
122.34,8394,10358
122.36,8381,10433
122.38,8382,10333
122.4,8417,10384
122.42,8419,10374
122.44,8422,10396
122.46,8369,10346
122.48,8420,10399
122.5,8381,10358
122.52,8344,10344
122.54,8426,10349
122.56,8396,10345
122.58,8389,10287
122.6,8421,10357
122.62,8372,10378
122.64,8427,10326
122.66,8411,10312
122.68,8381,10309
122.7,8364,10372
122.72,8359,10365
122.74,8397,10399
122.76,8366,10334
122.78,8404,10342
122.8,8412,10346
122.82,8325,10326
122.84,8424,10359
122.86,8384,10394
122.88,8336,10383
122.9,8358,10319
122.92,8399,10325
122.94,8371,10341
122.96,8341,10373
122.98,8336,10321
123,8341,10300
123.02,8379,10327
123.04,8347,10365
123.06,8346,10338
123.08,8391,10358
123.1,8356,10358
123.12,8350,10401
123.14,8371,10311
123.16,8413,10362
123.18,8393,10373
123.2,8316,10299
123.22,8351,10402
123.24,8346,10354
123.26,8413,10400
123.28,8382,10385
123.3,8359,10360
123.32,8345,10309
123.34,8364,10405
123.36,8386,10380
123.38,8367,10362
123.4,8336,10388
123.42,8374,10436
123.44,8384,10328
123.46,8415,10404
123.48,8448,10353
123.5,8412,10405
123.52,8431,10369
123.54,8403,10409
123.56,8420,10408
123.58,8387,10451
123.6,8363,10420
123.62,8394,10361
123.64,8436,10463
123.66,8399,10465
123.68,8362,10408
123.7,8443,10454
123.72,8411,10430
123.74,8371,10365
123.76,8449,10438
123.78,8401,10451
123.8,8358,10402
123.82,8448,10403
123.84,8419,10457
123.86,8414,10387
123.88,8446,10410
123.9,8402,10465
123.92,8377,10437
123.94,8400,10377
123.96,8442,10448
123.98,8405,10454
124,8416,10446
124.02,8401,10434
124.04,8434,10408
124.06,8442,10480
124.08,8420,10432
124.1,8413,10363
124.12,8453,10456
124.14,8407,10453
124.16,8394,10385
124.18,8438,10423
124.2,8379,10382
124.22,8411,10331
124.24,8387,10419
124.26,8365,10389
124.28,8422,10405
124.3,8367,10440
124.32,8408,10357
124.34,8423,10435
124.36,8390,10414
124.38,8370,10389
124.4,8401,10433
124.42,8393,10338
124.44,8432,10400
124.46,8382,10421
124.48,8349,10431
124.5,8385,10398
124.52,8392,10407
124.54,8385,10351
124.56,8413,10433
124.58,8383,10433
124.6,8348,10362
124.62,8413,10364
124.64,8304,10334
124.66,8363,10387
124.68,8407,10373
124.7,8389,10413
124.72,8367,10306
124.74,8387,10363
124.76,8341,10320
124.78,8379,10359
124.8,8387,10407
124.82,8371,10329
124.84,8378,10410
124.86,8337,10422
124.88,8356,10362
124.9,8351,10356
124.92,8362,10424
124.94,8356,10353
124.96,8375,10356
124.98,8361,10441
125,8382,10400
125.02,8348,10360
125.04,8326,10338
125.06,8335,10294
125.08,8412,10351
125.1,8368,10347
125.12,8331,10390
125.14,8362,10341
125.16,8377,10298
125.18,8382,10401
125.2,8373,10297
125.22,8347,10313
125.24,8387,10353
125.26,8317,10331
125.28,8353,10347
125.3,8351,10399
125.32,8396,10368
125.34,8340,10392
125.36,8332,10420
125.38,8347,10346
125.4,8357,10379
125.42,8393,10375
125.44,8324,10384
125.46,8328,10353
125.48,8389,10303
125.5,8381,10327
125.52,8379,10317
125.54,8356,10420
125.56,8355,10350
125.58,8341,10360
125.6,8370,10362
125.62,8326,10413
125.64,8317,10368
125.66,8383,10365
125.68,8345,10351
125.7,8361,10330
125.72,8361,10443
125.74,8363,10361
125.76,8392,10380
125.78,8352,10344
125.8,8402,10414
125.82,8357,10410
125.84,8310,10412
125.86,8378,10394
125.88,8401,10389
125.9,8366,10376
125.92,8403,108302
125.94,8281,10274
125.96,8299,10239
125.98,8322,10272
126,8334,10307
126.02,8304,10295
126.04,8317,10218
126.06,8358,10322
126.08,8322,10289
126.1,8314,10222
126.12,8280,10240
126.14,8349,10241
126.16,8299,10268
126.18,8294,10256
126.2,8321,10179
126.22,8359,10298
126.24,8294,10300
126.26,8418,10261
126.28,8315,10279
126.3,8316,10228
126.32,8317,10320
126.34,8321,10237
126.36,8342,10328
126.38,8288,10263
126.4,8348,10280
126.42,8358,10266
126.44,8370,10320
126.46,8312,10315
126.48,8325,10278
126.5,8371,10252
126.52,8364,10383
126.54,8313,10322
126.56,8371,10314
126.58,8322,10287
126.6,8347,10310
126.62,8321,10339
126.64,8331,10251
126.66,8357,10298
126.68,8328,10321
126.7,8290,10261
126.72,8313,10268
126.74,8368,10269
126.76,8298,10251
126.78,8311,10266
126.8,8357,10259
126.82,8302,10320
126.84,8313,10263
126.86,8376,10203
126.88,8369,10256
126.9,8338,10287
126.92,8338,10190
126.94,8356,10262
126.96,8312,10287
126.98,8287,10246
127,8354,10243
127.02,8343,10238
127.04,8367,10250
127.06,8332,10263
127.08,8321,10247
127.1,8365,10295
127.12,8325,10236
127.14,8341,10231
127.16,8328,10336
127.18,8325,10311
127.2,8323,10344
127.22,8343,10234
127.24,8378,10312
127.26,8308,10296
127.28,8373,10294
127.3,8343,10284
127.32,8372,10355
127.34,8331,10364
127.36,8353,10316
127.38,8393,10351
127.4,8329,10311
127.42,8373,10330
127.44,8369,10365
127.46,8373,10280
127.48,8334,10323
127.5,8383,10384
127.52,8320,10340
127.54,8364,10311
127.56,8415,10362
127.58,8387,10390
127.6,8334,10371
127.62,8394,10358
127.64,8381,10433
127.66,8382,10333
127.68,8417,10384
127.7,8419,10374
127.72,8422,10396
127.74,8369,10346
127.76,8420,10399
127.78,8381,10358
127.8,8344,10344
127.82,8426,10349
127.84,8396,10345
127.86,8389,10287
127.88,8421,10357
127.9,8372,10378
127.92,8427,10326
127.94,8411,10312
127.96,8381,10309
127.98,8364,10372
128,8359,10365
128.02,8397,10399
128.04,8366,10334
128.06,8404,10342
128.08,8412,10346
128.1,8325,10326
128.12,8424,10359
128.14,8384,10394
128.16,8336,10383
128.18,8358,10319
128.2,8399,10325
128.22,8371,10341
128.24,8341,10373
128.26,8336,10321
128.28,8341,10300
128.3,8379,10327
128.32,8347,10365
128.34,8346,10338
128.36,8391,10358
128.38,8356,10358
128.4,8350,10401
128.42,8371,10311
128.44,8413,10362
128.46,8393,10373
128.48,8316,10299
128.5,8351,10402
128.52,8346,10354
128.54,8413,10400
128.56,8382,10385
128.58,8359,10360
128.6,8345,10309
128.62,8364,10405
128.64,8386,10380
128.66,8367,10362
128.68,8336,10388
128.7,8374,10436
128.72,8384,10328
128.74,8415,10404
128.76,8448,10353
128.78,8412,10405
128.8,8431,10369
128.82,8403,10409
128.84,8420,10408
128.86,8387,10451
128.88,8363,10420
128.9,8394,10361
128.92,8436,10463
128.94,8399,10465
128.96,8362,10408
128.98,8443,10454
129,8411,10430
129.02,8371,10365
129.04,8449,10438
129.06,8401,10451
129.08,8358,10402
129.1,8448,10403
129.12,8419,10457
129.14,8414,10387
129.16,8446,10410
129.18,8402,10465
129.2,8377,10437
129.22,8400,10377
129.24,8442,10448
129.26,8405,10454
129.28,8416,10446
129.3,8401,10434
129.32,8434,10408
129.34,8442,10480
129.36,8420,10432
129.38,8413,10363
129.4,8453,10456
129.42,8407,10453
129.44,8394,10385
129.46,8438,10423
129.48,8379,10382
129.5,8411,10331
129.52,8387,10419
129.54,8365,10389
129.56,8422,10405
129.58,8367,10440
129.6,8408,10357
129.62,8423,10435
129.64,8390,10414
129.66,8370,10389
129.68,8401,10433
129.7,8393,10338
129.72,8432,10400
129.74,8382,10421
129.76,8349,10431
129.78,8385,10398
129.8,8392,10407
129.82,8385,10351
129.84,8413,10433
129.86,8383,10433
129.88,8348,10362
129.9,8413,10364
129.92,8304,10334
129.94,8363,10387
129.96,8407,10373
129.98,8389,10413
130,8367,10306
130.02,8387,10363
130.04,8341,10320
130.06,8379,10359
130.08,8387,10407
130.1,8371,10329
130.12,8378,10410
130.14,8337,10422
130.16,8356,10362
130.18,8351,10356
130.2,8362,10424
130.22,8356,10353
130.24,8375,10356
130.26,8361,10441
130.28,8382,10400
130.3,8348,10360
130.32,8326,10338
130.34,8335,10294
130.36,8412,10351
130.38,8368,10347
130.4,8331,10390
130.42,8362,10341
130.44,8377,10298
130.46,8382,10401
130.48,8373,10297
130.5,8347,10313
130.52,8387,10353
130.54,8317,10331
130.56,8353,10347
130.58,8351,10399
130.6,8396,10368
130.62,8340,10392
130.64,8332,10420
130.66,8347,10346
130.68,8357,10379
130.7,8393,10375
130.72,8324,10384
130.74,8328,10353
130.76,8389,10303
130.78,8381,10327
130.8,8379,10317
130.82,8356,10420
130.84,8355,10350
130.86,8341,10360
130.88,8370,10362
130.9,8326,10413
130.92,8317,10368
130.94,8383,10365
130.96,8345,10351
130.98,8361,10330
131,8361,10443
131.02,8363,10361
131.04,8392,10380
131.06,8352,10344
131.08,8402,10414
131.1,8357,10410
131.12,8310,10412
131.14,8378,10394
131.16,8401,10389
131.18,8366,10376
131.2,8403,108261
131.22,8327,10344
131.24,8303,10313
131.26,8341,10356
131.28,8343,10413
131.3,8299,10357
131.32,8272,10400
131.34,8302,10356
131.36,8353,10370
131.38,8314,10393
131.4,8282,10386
131.42,8314,10363
131.44,8326,10379
131.46,8311,10437
131.48,8308,10416
131.5,8289,10362
131.52,8359,10442
131.54,8337,10455
131.56,8284,10422
131.58,8361,10451
131.6,8309,10388
131.62,8302,10354
131.64,8366,10415
131.66,8327,10380
131.68,8333,10349
131.7,8361,10407
131.72,8367,10394
131.74,8296,10335
131.76,8354,10370
131.78,8334,10422
131.8,8323,10376
131.82,8385,10420
131.84,8300,10379
131.86,8363,10444
131.88,8314,10427
131.9,8361,10427
131.92,8387,10424
131.94,8379,10477
131.96,8326,10426
131.98,8310,10427
132,8373,10431
132.02,8334,10452
132.04,8300,10417
132.06,8353,10352
132.08,8375,10342
132.1,8330,10355
132.12,8378,10399
132.14,8333,10419
132.16,8287,10396
132.18,8335,10372
132.2,8377,10392
132.22,8309,10383
132.24,8308,10440
132.26,8323,10355
132.28,8297,10377
132.3,8310,10386
132.32,8339,10383
132.34,8319,10416
132.36,8319,10355
132.38,8377,10394
132.4,8346,10381
132.42,8363,10362
132.44,8327,10455
132.46,8310,10352
132.48,8316,10378
132.5,8364,10395
132.52,8287,10417
132.54,8301,10311
132.56,8347,10324
132.58,8299,10318
132.6,8300,10321
132.62,8334,10325
132.64,8303,10369
132.66,8328,10332
132.68,8337,10327
132.7,8266,10377
132.72,8313,10368
132.74,8256,10335
132.76,8315,10322
132.78,8353,10337
132.8,8269,10340
132.82,8336,10382
132.84,8304,10350
132.86,8285,10342
132.88,8312,10347
132.9,8288,10287
132.92,8326,10300
132.94,8302,10389
132.96,8285,10303
132.98,8320,10340
133,8294,10385
133.02,8345,10335
133.04,8292,10391
133.06,8295,10298
133.08,8333,10345
133.1,8319,10368
133.12,8249,10367
133.14,8298,10383
133.16,8325,10418
133.18,8308,10371
133.2,8261,10380
133.22,8327,10344
133.24,8303,10313
133.26,8341,10356
133.28,8343,10413
133.3,8299,10357
133.32,8272,10400
133.34,8302,10356
133.36,8353,10370
133.38,8314,10393
133.4,8282,10386
133.42,8314,10363
133.44,8326,10379
133.46,8311,10437
133.48,8308,10416
133.5,8289,10362
133.52,8359,10442
133.54,8337,10455
133.56,8284,10422
133.58,8361,10451
133.6,8309,10388
133.62,8302,10354
133.64,8366,10415
133.66,8327,10380
133.68,8333,10349
133.7,8361,10407
133.72,8367,10394
133.74,8296,10335
133.76,8354,10370
133.78,8334,10422
133.8,8323,10376
133.82,8385,10420
133.84,8300,10379
133.86,8363,10444
133.88,8314,10427
133.9,8361,10427
133.92,8387,10424
133.94,8379,10477
133.96,8326,10426
133.98,8310,10427
134,8373,10431
134.02,8334,10452
134.04,8300,10417
134.06,8353,10352
134.08,8375,10342
134.1,8330,10355
134.12,8378,10399
134.14,8333,10419
134.16,8287,10396
134.18,8335,10372
134.2,8377,10392
134.22,8309,10383
134.24,8308,10440
134.26,8323,10355
134.28,8297,10377
134.3,8310,10386
134.32,8339,10383
134.34,8319,10416
134.36,8319,10355
134.38,8377,10394
134.4,8346,10381
134.42,8363,10362
134.44,8327,10455
134.46,8310,10352
134.48,8316,10378
134.5,8364,10395
134.52,8287,10417
134.54,8301,10311
134.56,8347,10324
134.58,8299,10318
134.6,8300,10321
134.62,8334,10325
134.64,8303,10369
134.66,8328,10332
134.68,8337,10327
134.7,8266,10377
134.72,8313,10368
134.74,8256,10335
134.76,8315,10322
134.78,8353,10337
134.8,8269,10340
134.82,8336,10382
134.84,8304,10350
134.86,8285,10342
134.88,8312,10347
134.9,8288,10287
134.92,8326,10300
134.94,8302,10389
134.96,8285,10303
134.98,8320,10340
135,8294,10385
135.02,8345,10335
135.04,8292,10391
135.06,8295,10298
135.08,8333,10345
135.1,8319,10368
135.12,8249,10367
135.14,8298,10383
135.16,8325,10418
135.18,8308,10371
135.2,8352,10378
135.22,8266,10346
135.24,8333,10320
135.26,8306,10383
135.28,8283,10294
135.3,8382,10355
135.32,8263,10334
135.34,8309,10317
135.36,8281,10350
135.38,8286,10262
135.4,8324,10322
135.42,8286,10333
135.44,8231,10353
135.46,8339,10370
135.48,8273,10314
135.5,8279,10341
135.52,8275,10320
135.54,8322,10286
135.56,8340,10388
135.58,8287,10343
135.6,8286,10360
135.62,8241,10348
135.64,8341,10328
135.66,8298,10374
135.68,8268,10335
135.7,8295,10273
135.72,8340,10354
135.74,8328,10371
135.76,8334,10340
135.78,8310,10344
135.8,8285,10384
135.82,8295,10335
135.84,8288,10379
135.86,8268,10349
135.88,8339,10352
135.9,8285,10354
135.92,8308,10358
135.94,8327,10393
135.96,8278,10355
135.98,8311,10354
136,8341,10359
136.02,8285,10449
136.04,8290,10333
136.06,8347,10387
136.08,8315,10337
136.1,8355,10323
136.12,8308,10348
136.14,8319,10346
136.16,8287,10386
136.18,8347,10357
136.2,8305,10375
136.22,8308,10412
136.24,8287,10349
136.26,8280,10290
136.28,8336,10423
136.3,8303,10370
136.32,8351,10407
136.34,8263,10412
136.36,8346,10383
136.38,8326,10350
136.4,8352,10418
136.42,8354,10453
136.44,8306,10406
136.46,8354,10435
136.48,8293,10446
136.5,8302,10422
136.52,8354,10426
136.54,8321,10423
136.56,8325,10365
136.58,8348,10362
136.6,8349,10434
136.62,8298,10383
136.64,8326,10429
136.66,8277,10356
136.68,8349,10371
136.7,8352,10377
136.72,8280,10376
136.74,8315,10390
136.76,8356,10386
136.78,8312,10461
136.8,8307,10383
136.82,8334,10377
136.84,8308,10394
136.86,8364,10413
136.88,8328,10386
136.9,8275,10343
136.92,8318,10464
136.94,8361,10402
136.96,8345,10416
136.98,8288,10464
137,8313,10437
137.02,8324,10365
137.04,8348,10394
137.06,8334,10408
137.08,8272,10366
137.1,8320,10366
137.12,8314,10397
137.14,8309,10371
137.16,8275,10374
137.18,8337,10352
137.2,8261,10380
137.22,8327,10344
137.24,8303,10313
137.26,8341,10356
137.28,8343,10413
137.3,8299,10357
137.32,8272,10400
137.34,8302,10356
137.36,8353,10370
137.38,8314,10393
137.4,8282,10386
137.42,8314,10363
137.44,8326,10379
137.46,8311,10437
137.48,8308,10416
137.5,8289,10362
137.52,8359,10442
137.54,8337,10455
137.56,8284,10422
137.58,8361,10451
137.6,8309,10388
137.62,8302,10354
137.64,8366,10415
137.66,8327,10380
137.68,8333,10349
137.7,8361,10407
137.72,8367,10394
137.74,8296,10335
137.76,8354,10370
137.78,8334,10422
137.8,8323,10376
137.82,8385,10420
137.84,8300,10379
137.86,8363,10444
137.88,8314,10427
137.9,8361,10427
137.92,8387,10424
137.94,8379,10477
137.96,8326,10426
137.98,8310,10427
138,8373,10431
138.02,8334,10452
138.04,8300,10417
138.06,8353,10352
138.08,8375,10342
138.1,8330,10355
138.12,8378,10399
138.14,8333,10419
138.16,8287,10396
138.18,8335,10372
138.2,8377,10392
138.22,8309,10383
138.24,8308,10440
138.26,8323,10355
138.28,8297,10377
138.3,8310,10386
138.32,8339,10383
138.34,8319,10416
138.36,8319,10355
138.38,8377,10394
138.4,8346,10381
138.42,8363,10362
138.44,8327,10455
138.46,8310,10352
138.48,8316,10378
138.5,8364,10395
138.52,8287,10417
138.54,8301,10311
138.56,8347,10324
138.58,8299,10318
138.6,8300,10321
138.62,8334,10325
138.64,8303,10369
138.66,8328,10332
138.68,8337,10327
138.7,8266,10377
138.72,8313,10368
138.74,8256,10335
138.76,8315,10322
138.78,8353,10337
138.8,8269,10340
138.82,8336,10382
138.84,8304,10350
138.86,8285,10342
138.88,8312,10347
138.9,8288,10287
138.92,8326,10300
138.94,8302,10389
138.96,8285,10303
138.98,8320,10340
139,8294,10385
139.02,8345,10335
139.04,8292,10391
139.06,8295,10298
139.08,8333,10345
139.1,8319,10368
139.12,8249,10367
139.14,8298,10383
139.16,8325,10418
139.18,8308,10371
139.2,8352,10378
139.22,8266,10346
139.24,8333,10320
139.26,8306,10383
139.28,8283,10294
139.3,8382,10355
139.32,8263,10334
139.34,8309,10317
139.36,8281,10350
139.38,8286,10262
139.4,8324,10322
139.42,8286,10333
139.44,8231,10353
139.46,8339,10370
139.48,8273,10314
139.5,8279,10341
139.52,8275,10320
139.54,8322,10286
139.56,8340,10388
139.58,8287,10343
139.6,8286,10360
139.62,8241,10348
139.64,8341,10328
139.66,8298,10374
139.68,8268,10335
139.7,8295,10273
139.72,8340,10354
139.74,8328,10371
139.76,8334,10340
139.78,8310,10344
139.8,8285,10384
139.82,8295,10335
139.84,8288,10379
139.86,8268,10349
139.88,8339,10352
139.9,8285,10354
139.92,8308,10358
139.94,8327,10393
139.96,8278,10355
139.98,8311,10354
140,8341,10359
140.02,8285,10449
140.04,8290,10333
140.06,8347,10387
140.08,8315,10337
140.1,8355,10323
140.12,8308,10348
140.14,8319,10346
140.16,8287,10386
140.18,8347,10357
140.2,8305,10375
140.22,8308,10412
140.24,8287,10349
140.26,8280,10290
140.28,8336,10423
140.3,8303,10370
140.32,8351,10407
140.34,8263,10412
140.36,8346,10383
140.38,8326,10350
140.4,8352,10418
140.42,8354,10453
140.44,8306,10406
140.46,8354,10435
140.48,8293,10446
140.5,8302,10422
140.52,8354,10426
140.54,8321,10423
140.56,8325,10365
140.58,8348,10362
140.6,8349,10434
140.62,8298,10383
140.64,8326,10429
140.66,8277,10356
140.68,8349,10371
140.7,8352,10377
140.72,8280,10376
140.74,8315,10390
140.76,8356,10386
140.78,8312,10461
140.8,8307,10383
140.82,8334,10377
140.84,8308,10394
140.86,8364,10413
140.88,8328,10386
140.9,8275,10343
140.92,8318,10464
140.94,8361,10402
140.96,8345,10416
140.98,8288,10464
141,8313,10437
141.02,8324,10365
141.04,8348,10394
141.06,8334,10408
141.08,8272,10366
141.1,8320,10366
141.12,8314,10397
141.14,8309,10371
141.16,8275,10374
141.18,8337,10352
