X,Y,Z,IR,RED,Heart Rate,Respiration Rate,SpO2
0.08,-0.14,1.05,11166,10321,,,
0.03,-0.15,1.06,11118,10242,,,
0.04,-0.19,1.08,11188,10276,,,
0.01,-0.16,1.08,11105,10245,,,
0.01,-0.16,1.04,11194,10300,,,
0.04,-0.19,1.01,11159,10282,,,
0.04,-0.19,1.02,11136,10261,,,
0.06,-0.15,0.98,11177,10283,,,
0.04,-0.16,1.02,11142,10258,,,
0.06,-0.17,1.05,11211,10283,,,
0.03,-0.19,1.09,11146,10273,,,
0.08,-0.17,1.02,11184,10313,,,
0.03,-0.16,1.05,11145,10250,,,
0,-0.17,1.06,11158,10304,,,
0,-0.16,1.08,11179,10263,,,
0.04,-0.19,1.06,11158,10321,,,
0.01,-0.17,1.05,11185,10277,,,
0.05,-0.16,1.05,11130,10244,,,
0.04,-0.16,1.05,11223,10297,,,
0.04,-0.19,1.11,11156,10252,,,
0.05,-0.2,1.06,11163,10305,,,
0.05,-0.17,0.99,11195,10262,,,
0,-0.17,1,11122,10255,,,
0.06,-0.17,1.02,11230,10306,,,
0.01,-0.16,1.09,11182,10251,,,
0.04,-0.19,1.05,11185,10308,,,
0.06,-0.19,1.01,11144,10223,,,
0.09,-0.16,1.04,11148,10272,,,
-0.01,-0.17,1.05,11159,10316,,,
0.03,-0.17,1.04,11131,10253,,,
0.03,-0.17,1.05,11182,10306,,,
0.04,-0.17,1.12,11126,10262,,,
0.04,-0.16,1.02,11199,10238,,,
0.03,-0.19,1.06,11146,10258,,,
0.06,-0.15,1.06,11153,10314,,,
0.03,-0.17,1.04,11158,10248,,,
0.03,-0.17,1.05,11137,10275,,,
0.03,-0.17,1.01,11145,10316,,,
0.08,-0.16,1.05,11142,10276,,,
0.08,-0.16,1.02,11231,10286,,,
0.08,-0.15,1.1,11165,10274,,,
0.01,-0.17,1.08,11180,10306,,,
0.04,-0.16,1.08,11164,10224,,,
0.03,-0.16,1.05,11200,10320,,,
0.04,-0.19,1.05,11162,10264,,,
0.06,-0.19,1.12,11142,10294,,,
0.04,-0.17,1.06,11183,10300,,,
0.01,-0.16,1.1,11162,10202,,,
0,-0.17,1.05,11217,10299,,,
0,-0.16,1.04,11155,10249,,,
0.04,-0.19,1.09,11155,10250,,,
0.08,-0.17,1.05,11206,10318,,,
0.06,-0.19,1.05,11145,10248,,,
0.06,-0.16,1.05,11159,10287,,,
0.05,-0.17,1.05,11164,10297,,,
0.03,-0.17,1.05,11120,10266,,,
0.05,-0.17,1.08,11171,10257,,,
0,-0.17,1.08,11150,10282,,,
0.01,-0.16,1.08,11152,10302,,,
0.08,-0.16,1.06,11096,10319,,,
0.01,-0.17,1.04,11234,10251,,,
0.03,-0.15,1.06,11178,10273,,,
0.01,-0.19,1.06,11165,10269,,,
0.05,-0.17,1.05,11190,10238,,,
0.01,-0.19,1.05,11200,10234,,,
0.03,-0.17,1,11214,10269,,,
0.01,-0.19,1,11116,10280,,,
0.03,-0.17,1.09,11176,10318,,,
0.03,-0.16,1.04,11193,10278,,,
-0.03,-0.16,1.06,11152,10233,,,
0.01,-0.15,1.08,11168,10312,,,
0.03,-0.17,1.05,11184,10252,,,
0.03,-0.17,1.05,11106,10273,,,
0.03,-0.17,1.05,11137,10273,,,
0.03,-0.16,1.08,11175,10305,,,
0.03,-0.19,1,11143,10288,,,
0.04,-0.17,1.08,11165,10292,,,
0.03,-0.19,1.08,11130,10260,,,
0.06,-0.17,1.05,11158,10315,,,
0.05,-0.16,1.06,11135,10221,,,
0.04,-0.16,1.04,11203,10300,,,
0.04,-0.15,1.04,11138,10274,,,
0.04,-0.17,1.09,11149,10276,,,
0.03,-0.16,1.08,11133,10226,,,
0.01,-0.17,1.06,11212,10291,,,
0.01,-0.17,1.09,11188,10271,,,
0.04,-0.17,1.04,11151,10243,,,
0.06,-0.19,1.01,11157,10276,,,
0.04,-0.14,1.01,11122,10264,,,
0.04,-0.19,1.05,11184,10297,,,
0.03,-0.16,1.02,11170,10243,,,
0.03,-0.16,1.06,11162,10248,,,
0.01,-0.19,1.05,11106,10280,,,
0.05,-0.17,1.06,11131,10245,,,
0.01,-0.17,1.01,11200,10259,,,
0.01,-0.19,1.05,11134,10248,,,
0.06,-0.19,1.08,11169,10308,,,
-0.01,-0.17,1.06,11159,10272,,,
0.04,-0.17,1.08,11156,10273,,,
0.03,-0.17,1.08,11149,10303,,,
0.03,-0.16,1.02,11162,10286,,,
0.05,-0.16,1.08,11153,10244,,,
0.06,-0.17,1.06,11153,10311,,,
0.05,-0.19,0.99,11140,10238,,,
0.06,-0.16,1.04,11162,10288,,,
0.04,-0.15,1.05,11146,10241,,,
0.04,-0.15,1.08,11178,10300,,,
0.06,-0.16,1.06,11141,10269,,,
0.05,-0.2,1.04,11208,10319,,,
0.03,-0.19,1.06,11162,10295,,,
0.04,-0.19,1.04,11160,10326,,,
0.03,-0.17,1.06,11124,10224,,,
0.06,-0.16,1.01,11166,10272,,,
0.05,-0.16,0.99,11160,10317,,,
0.08,-0.17,1.05,11175,10287,,,
0.01,-0.17,1.04,11185,10248,,,
0.01,-0.17,1.01,11171,10251,,,
0.05,-0.16,1.08,11135,10238,,,
0.04,-0.15,1.08,11176,10252,,,
0.04,-0.17,1.06,11155,10251,,,
0.03,-0.16,1.09,11140,10256,,,
0,-0.17,1.04,11149,10302,,,
0.04,-0.15,1.08,11142,10242,,,
0.01,-0.17,1.04,11129,10263,,,
0.04,-0.17,1.06,11123,10305,,,
0.03,-0.17,1.01,11184,10286,,,
0.09,-0.16,1.06,11137,10257,,,
0.04,-0.19,1.04,11170,10301,,,
0.04,-0.19,1.05,11207,10327,,,
0.05,-0.19,1.1,11138,10279,,,
0.01,-0.17,1.1,11135,10307,,,
0.08,-0.19,1.01,11147,10232,,,
0.03,-0.17,1.06,11155,10301,,,
0.08,-0.19,1.08,11143,10276,,,
0.04,-0.17,1.06,11140,10295,,,
0.03,-0.17,1.04,11162,10314,,,
0,-0.19,1.08,11117,10231,,,
0.03,-0.16,1.01,11216,10262,,,
0.05,-0.17,1.08,11182,10264,,,
0.04,-0.16,1.05,11231,10270,,,
0.03,-0.17,1.08,11128,10255,,,
0.03,-0.17,1.02,11139,10292,,,
-0.01,-0.19,1.08,11180,10248,,,
0.04,-0.17,0.99,11157,10330,,,
0.04,-0.17,1.01,11156,10303,,,
0.05,-0.19,1.12,11184,10282,,,
0.04,-0.19,1.1,11146,10227,,,
0.04,-0.19,1.05,11158,10311,,,
0.06,-0.16,1.06,11158,10276,,,
0.01,-0.19,1.01,11203,10287,,,
0.03,-0.17,1.04,11197,10287,,,
0.04,-0.16,1.02,11157,10311,,,
0.05,-0.16,1.04,11138,10303,,,
0.05,-0.19,1.06,11197,10262,,,
0.04,-0.19,1.1,11125,10269,,,
0.03,-0.17,1.04,11141,10300,,,
0.01,-0.19,1.06,11142,10259,,,
0.05,-0.19,1.08,11170,10301,,,
0.03,-0.19,1.1,11188,10274,,,
0.01,-0.17,1.06,11124,10266,,,
0.03,-0.17,1.05,11159,10233,,,
0.05,-0.16,1.04,11177,10282,,,
0.05,-0.19,1.09,11133,10281,,,
0.01,-0.19,1.09,11120,10304,,,
0.04,-0.17,1.06,11215,10295,,,
0.03,-0.14,1.08,11163,10248,,,
0.05,-0.19,1,11177,10296,,,
0.06,-0.16,1.08,11154,10239,,,
0.04,-0.17,1.04,11130,10304,,,
0.01,-0.17,1.05,11153,10314,,,
0.01,-0.19,1.1,11128,10232,,,
0.04,-0.16,1.05,11090,10267,,,
0.01,-0.19,1.04,11204,10321,,,
0.04,-0.17,1.04,11130,10274,,,
0.03,-0.16,1.05,11187,10302,,,
0.04,-0.16,1.08,11128,10237,,,
0,-0.16,1.05,11116,10272,,,
0.01,-0.17,1.06,11159,10316,,,
0.05,-0.17,1.02,11145,10273,,,
0.04,-0.17,1.11,11170,10280,,,
0.03,-0.15,1.05,11115,10239,,,
0.08,-0.17,1.05,11161,10222,,,
0.04,-0.16,1.02,11141,10289,,,
0.06,-0.17,1.04,11101,10301,,,
0.04,-0.15,1.05,11241,10294,,,
0.05,-0.17,1.04,11142,10240,,,
0.04,-0.15,1.06,11198,10231,,,
0,-0.17,1.05,11168,10224,,,
0.03,-0.17,1.11,11190,10259,,,
0.04,-0.17,1.08,11137,10255,,,
0.04,-0.19,1.01,11188,10289,,,
0.04,-0.15,1.04,11164,10274,,,
0.05,-0.19,1.06,11210,10297,,,
0.01,-0.16,1.08,11131,10264,,,
0.01,-0.19,1.04,11190,10240,,,
0.01,-0.15,1.06,11150,10263,,,
0.06,-0.17,1.09,11157,10243,,,
0.03,-0.17,1.05,11175,10260,,,
0.04,-0.19,1.04,11134,10293,,,
0.06,-0.19,1.05,11206,10258,,,
0.04,-0.17,1.08,11191,10302,,,
0.03,-0.16,1.02,11156,10273,,,
0.05,-0.16,1.08,11198,10312,,,
0.08,-0.16,1.05,11172,10216,,,
0.06,-0.19,1.08,11135,10263,,,
0.04,-0.17,1.02,11109,10296,,,
0.05,-0.16,1.08,11148,10314,,,
0.03,-0.15,1.04,11081,10279,,,
0.01,-0.16,1.05,11191,10244,,,
0.04,-0.17,1.05,11222,10255,,,
0.04,-0.17,1.04,11155,10246,,,
0.08,-0.16,1.08,11101,10241,,,
0.06,-0.19,1.08,11198,10282,,,
0.06,-0.16,1.04,11160,10268,,,
0.03,-0.17,1.1,11138,10232,,,
0.01,-0.19,1.06,11176,10259,,,
0.03,-0.19,1.06,11184,10238,,,
0.09,-0.17,1.1,11200,10260,,,
0.09,-0.16,1.08,11146,10245,,,
0.03,-0.16,1.06,11131,10256,,,
0.04,-0.17,1.04,11153,10304,,,
0.01,-0.16,1,11118,10242,,,
0.03,-0.16,1.05,11153,10266,,,
0.06,-0.19,1.04,11146,10298,,,
0.03,-0.17,1.08,11183,10299,,,
0.01,-0.19,1.09,11151,10280,,,
0.08,-0.16,1.02,11125,10297,,,
0.06,-0.17,1.08,11152,10271,,,
0.01,-0.19,1.04,11156,10305,,,
0.04,-0.19,1.06,11160,10254,,,
0.04,-0.17,1.05,11187,10290,,,
0.03,-0.14,1.06,11162,10263,,,
0.04,-0.17,1.1,11222,10240,,,
0.05,-0.19,1.05,11197,10262,,,
0.04,-0.19,1.08,11157,10226,,,
0.04,-0.19,1.08,11136,10307,,,
0.03,-0.17,1.01,11196,10241,,,
0.03,-0.19,1.02,11116,10254,,,
0.01,-0.19,1.04,11168,10290,,,
0.03,-0.16,1.04,11139,10250,,,
0.05,-0.16,1.09,11204,10318,,,
0.09,-0.17,1.08,11132,10253,,,
0.05,-0.16,1.09,11184,10336,,,
0.04,-0.16,1.04,11167,10243,,,
0.03,-0.17,1.08,11179,10289,,,
0.04,-0.16,1.02,11172,10229,,,
0.03,-0.15,1.08,11145,10276,,,
0.01,-0.17,0.99,11169,10269,,,
0.01,-0.19,1.12,11128,10253,,,
0.05,-0.16,1.02,11160,10296,,,
0.04,-0.17,1.08,11130,10235,,,
0.01,-0.16,1.04,11182,10300,,,
0.04,-0.17,1.1,11175,10270,,,
0.05,-0.17,1.05,11107,10297,,,
0.01,-0.17,1.02,11162,10251,,,
0.05,-0.15,1.02,11109,10242,,,
0.05,-0.19,1.09,11214,10276,,,
0.01,-0.17,1.04,11163,10301,,,
0.03,-0.17,1.09,11195,10248,,,
0.04,-0.16,1.04,11170,10264,,,
0.03,-0.17,1.06,11187,10283,,,
0.04,-0.15,1.02,11172,10252,,,
0.03,-0.17,1.04,11149,10308,,,
0,-0.17,1.01,11193,10243,,,
0.06,-0.19,1.04,11142,10271,,,
0.05,-0.17,1.01,11109,10274,,,
0.04,-0.17,1.09,11201,10311,,,
0.05,-0.15,1.04,11156,10246,,,
0.08,-0.16,1.02,11093,10294,,,
0.01,-0.19,1.08,11213,10286,,,
0.01,-0.15,1.01,11179,10247,,,
0.06,-0.17,1.08,11158,10302,,,
0.06,-0.17,1.02,11135,10260,,,
0.01,-0.19,0.99,11160,10292,,,
0.04,-0.16,1.08,11187,10272,,,
0.05,-0.19,1.04,11160,10243,,,
0.03,-0.19,1.09,11108,10265,,,
0.03,-0.19,1.09,11121,10303,,,
0.04,-0.16,1.05,11208,10253,,,
-0.01,-0.16,1.08,11115,10260,,,
0.04,-0.17,1.1,11153,10260,,,
0.06,-0.17,1.06,11156,10256,,,
0.01,-0.17,1.02,11195,10257,,,
0.04,-0.19,1.04,11110,10261,,,
0.04,-0.17,1.06,11239,10265,,,
0.04,-0.17,1,11201,10264,,,
0.05,-0.15,1.08,11188,10266,,,
0.05,-0.17,1.06,11111,10235,,,
0.03,-0.17,1.02,11192,10254,,,
0.01,-0.17,1.02,11151,10245,,,
0.05,-0.19,1.06,11194,10275,,,
0.06,-0.17,1.09,11190,10259,,,
0.05,-0.16,1.08,11103,10277,,,
0.04,-0.19,1.08,11184,10309,,,
0.01,-0.17,1.01,11202,10256,,,
0.03,-0.16,1.05,11163,10260,,,
0.04,-0.17,1.08,11185,10265,,,
0.06,-0.17,1.08,11122,10217,,,
0.03,-0.14,1.02,11173,10266,,,
0.05,-0.17,1.1,11171,10295,,,
0.01,-0.17,1.02,11145,10239,,,
0.04,-0.15,1.05,11227,10242,,,
0.03,-0.19,1.06,11121,10263,,,
0.05,-0.17,1.11,11187,10300,,,
-0.01,-0.19,1.06,11207,10260,,,
0.03,-0.17,1.06,11176,10262,,,
0.04,-0.16,1.09,11121,10290,,,
0.03,-0.16,1.04,11214,10258,,,
0.05,-0.16,1.02,11124,10260,,,
0.03,-0.17,1.02,11169,10300,,,
0.01,-0.16,1.09,11199,10279,,,
0.05,-0.19,1,11154,10296,,,
0.05,-0.19,1.06,11127,10253,,,
0.03,-0.17,1.06,11147,10302,,,
0.04,-0.17,1.08,11159,10304,,,
0.03,-0.16,1.04,11150,10243,,,
0.04,-0.19,1.05,11155,10269,,,
0.01,-0.19,1.06,11150,10261,,,
0.04,-0.17,1,11142,10218,,,
0.04,-0.17,1.05,11145,10252,,,
0.04,-0.17,1.05,11102,10307,,,
0.06,-0.16,1.08,11145,10249,,,
0.01,-0.16,1.02,11116,10259,,,
0.06,-0.17,1.08,11198,10301,,,
0.05,-0.16,1.08,11196,10287,,,
0.01,-0.14,1.04,11113,10257,,,
0.04,-0.16,1.01,11147,10310,,,
0.03,-0.17,1.06,11137,10227,,,
0.05,-0.17,1,11139,10287,,,
0.08,-0.19,1.08,11165,10306,,,
0.05,-0.19,1.08,11175,10246,,,
0.04,-0.19,1.05,11115,10261,,,
0.04,-0.17,1.01,11143,10229,,,
0.03,-0.17,1.06,11202,10263,,,
0.05,-0.16,0.98,11175,10298,,,
0.06,-0.17,1.06,11173,10243,,,
0.04,-0.14,1.05,11151,10256,,,
0.03,-0.19,1.05,11198,10293,,,
0.04,-0.17,1.05,11128,10272,,,
0.03,-0.17,1.09,11151,10258,,,
0.04,-0.17,1.06,11155,10268,,,
0.04,-0.14,1.1,11115,10258,,,
0.01,-0.15,1.04,11225,10277,,,
0.03,-0.17,1.05,11130,10249,,,
0.04,-0.19,1.04,11170,10275,,,
0.04,-0.19,1.06,11160,10268,,,
0.05,-0.16,1.1,11218,10298,,,
0.04,-0.15,1.04,11184,10278,,,
0.06,-0.17,1.01,11117,10275,,,
0.04,-0.19,1.06,11157,10239,,,
0.03,-0.19,1.02,11144,10287,,,
0.03,-0.19,1.04,11107,10275,,,
0.03,-0.15,1.06,11170,10272,,,
0.03,-0.16,1.05,11112,10270,,,
0,-0.16,1.11,11219,10316,,,
0.06,-0.15,1.06,11137,10243,,,
0.04,-0.16,1.05,11173,10237,,,
0.09,-0.16,1,11176,10225,,,
0.05,-0.19,1.06,11123,10252,,,
0.03,-0.15,1.06,11138,10278,,,
-0.01,-0.17,1.04,11212,10290,,,
0.01,-0.19,1.01,11114,10294,,,
0.04,-0.17,1.01,11188,10286,,,
0.06,-0.16,1.01,11118,10251,,,
0.06,-0.17,1.08,11168,10232,,,
0.06,-0.17,1.08,11109,10265,,,
0.1,-0.17,1.02,11192,10304,,,
0.01,-0.2,1.08,11167,10248,,,
0.04,-0.16,1.02,11137,10252,,,
0.05,-0.14,1.05,11093,10246,,,
0.06,-0.16,1.06,11152,10267,,,
0.04,-0.16,1,11181,10290,,,
0.03,-0.19,1.11,11110,10209,,,
0.04,-0.19,1.12,11237,10294,,,
0,-0.16,1.06,11198,10236,,,
0.05,-0.16,1.06,11194,10266,,,
0.06,-0.16,1.08,11144,10217,,,
0.01,-0.19,1.05,11143,10262,,,
0.03,-0.15,1.06,11095,10260,,,
0.05,-0.17,1.09,11148,10259,,,
0.05,-0.17,1.01,11167,10266,,,
0.05,-0.19,1.05,11162,10257,,,
0.04,-0.19,1.06,11195,10252,,,
0.04,-0.16,1.02,11126,10285,,,
0.04,-0.15,1.11,11127,10278,,,
0.03,-0.19,1.09,11137,10230,,,
0.04,-0.16,1.02,11139,10295,,,
-0.03,-0.17,1.06,11197,10262,,,
0,-0.17,1.01,11145,10262,,,
0.06,-0.19,1.02,11182,10275,,,
0.05,-0.17,1.08,11156,10247,,,
0.01,-0.17,0.99,11105,10280,,,
0.05,-0.15,1.04,11221,10277,,,
0.04,-0.17,1.09,11132,10254,,,
0.04,-0.16,1.08,11210,10289,,,
0.05,-0.17,1.02,11153,10281,,,
0.01,-0.17,1.04,11160,10221,,,
0.05,-0.19,1.08,11214,10294,,,
0.01,-0.19,1.06,11179,10263,,,
0.04,-0.16,1.01,11118,10246,,,
0.04,-0.16,1.09,11167,10273,,,
0.05,-0.19,1.09,11160,10227,,,
0.03,-0.19,1.02,11214,10259,,,
0.01,-0.17,1.05,11147,10239,,,
0.03,-0.17,1.09,11155,10255,,,
0.04,-0.16,1.08,11174,10271,,,
0.05,-0.17,1.05,11136,10226,,,
0.01,-0.17,1.04,11197,10290,,,
0.01,-0.19,1.01,11145,10267,,,
0.03,-0.19,1.04,11097,10299,,,
0.01,-0.16,1.08,11238,10270,,,
0.03,-0.17,1.08,11154,10270,,,
0,-0.16,1.02,11126,10246,,,
0.01,-0.16,0.99,11208,10266,,,
0.06,-0.17,1.02,11124,10244,,,
0.05,-0.19,1.02,11144,10286,,,
0.03,-0.16,1.01,11124,10231,,,
0.01,-0.17,1.01,11245,10263,,,
0.08,-0.16,1.04,11129,10263,,,
0.05,-0.19,1.1,11130,10287,,,
0.03,-0.19,1.06,11167,10274,,,
0.01,-0.17,1.04,11195,10299,,,
0.04,-0.16,1.01,11106,10261,,,
0.03,-0.19,1.05,11180,10276,,,
0.04,-0.16,1.05,11179,10240,,,
0.04,-0.17,0.99,11159,10255,,,
0.04,-0.19,1.02,11172,10292,,,
0.03,-0.16,1.06,11141,10261,,,
0.04,-0.16,1,11189,10275,,,
0.04,-0.19,1.04,11162,10223,,,
0.05,-0.19,1.04,11138,10286,,,
0.04,-0.2,1.09,11151,10285,,,
0.05,-0.16,1.09,11133,10261,,,
0.05,-0.15,1.04,11156,10241,,,
0.03,-0.17,1.08,11125,10259,,,
0.01,-0.16,0.99,11135,10298,,,
0.04,-0.17,1.05,11153,10287,,,
0.09,-0.19,1,11231,10279,,,
0.03,-0.16,1.05,11096,10253,,,
0.05,-0.17,1.06,11158,10293,,,
0.06,-0.19,1.12,11182,10260,,,
0.08,-0.16,1.09,11220,10257,,,
0.04,-0.17,1.01,11125,10270,,,
0.04,-0.17,1.05,11209,10305,,,
0.03,-0.17,1.05,11220,10264,,,
0,-0.17,1.06,11118,10264,,,
0.04,-0.16,1.08,11184,10264,,,
0.04,-0.2,1.06,11188,10237,,,
0.03,-0.19,1.02,11173,10248,,,
0.09,-0.19,1.1,11171,10275,,,
0.01,-0.17,1.04,11209,10246,,,
0.01,-0.2,1.06,11146,10216,,,
0.01,-0.17,1.04,11145,10289,,,
0.03,-0.2,1.06,11140,10234,,,
0.05,-0.17,1.08,11234,10272,,,
0.03,-0.16,1.05,11132,10246,,,
0.04,-0.17,1.08,11153,10291,,,
0.06,-0.16,1.09,11182,10294,,,
0.05,-0.19,1.06,11128,10249,,,
0.03,-0.17,1.08,11205,10302,,,
0.01,-0.19,1.02,11145,10253,,,
0.05,-0.16,1.06,11109,10283,,,
0.04,-0.19,1.08,11107,10248,,,
0.04,-0.17,1.04,11119,10282,,,
0.05,-0.17,1.08,11089,10249,,,
0.01,-0.17,1.08,11216,10315,,,
0.03,-0.19,1.04,11177,10257,,,
0.03,-0.2,1.01,11100,10214,,,
0.03,-0.17,1,11169,10254,,,
0.05,-0.19,1.05,11128,10269,,,
0.04,-0.17,1.02,11142,10291,,,
0.03,-0.19,1,11161,10300,,,
0.05,-0.19,1.02,11179,10243,,,
0.04,-0.19,1.02,11112,10252,,,
0,-0.16,1.04,11149,10236,,,
0,-0.19,1.01,11136,10291,,,
-0.01,-0.16,1.09,11166,10287,,,
0.06,-0.17,1.01,11159,10250,,,
0.06,-0.19,1.05,11169,10275,,,
0,-0.19,1.05,11118,10265,,,
0.01,-0.16,1.08,11102,10313,,,
0.04,-0.16,1.08,11215,10307,,,
0.05,-0.16,1.08,11136,10284,,,
0.04,-0.19,1.08,11156,10301,,,
0.03,-0.17,1.01,11192,10268,,,
0.08,-0.17,1.12,11174,10247,,,
0.03,-0.19,1.09,11088,10262,,,
0.05,-0.19,1.05,11200,10239,,,
0.01,-0.16,1.09,11128,10253,,,
0.04,-0.17,1.01,11178,10246,,,
0.04,-0.17,1.02,11127,10248,,,
0.04,-0.19,1.02,11129,10241,,,
0.03,-0.19,1.08,11201,10289,,,
0.05,-0.19,1.04,11102,10257,,,
0.01,-0.19,1.09,11108,10252,,,
0.03,-0.19,1.12,11141,10233,,,
0.05,-0.16,1.02,11189,10308,,,
0.03,-0.16,1.04,11160,10257,,,
0.05,-0.17,1.05,11103,10301,,,
0.05,-0.17,1.06,11124,10289,,,
0.03,-0.19,1.02,11129,10298,,,
0.06,-0.16,1.04,11207,10270,,,
0.01,-0.19,1.02,11139,10261,,,
0.05,-0.14,1.05,11184,10274,,,
0.03,-0.17,1.09,11163,10256,,,
0.04,-0.19,1.04,11159,10281,,,
0.06,-0.16,1.05,11166,10302,,,
0.05,-0.17,1.05,11122,10223,,,
0.04,-0.17,1.11,11187,10242,,,
0.06,-0.16,1.05,11178,10255,,,
0.05,-0.17,1.09,11086,10273,,,
0.05,-0.17,0.99,11190,10318,,,
0.06,-0.19,1.02,11176,10264,,,
0.06,-0.17,1.08,11118,10238,,,
-0.01,-0.14,1.04,11194,10304,,,
0.01,-0.16,1.08,11180,10238,,,
0.05,-0.19,1.04,11120,10274,,,
0.08,-0.16,1.01,11173,10314,,,
0.05,-0.17,1.05,11126,10242,,,
0.06,-0.16,1.06,11187,10304,,,
0.05,-0.19,1.04,11101,10300,,,
0.06,-0.16,1.08,11197,10284,,,
0.03,-0.16,1.05,11147,10251,,,
0.04,-0.17,1.05,11120,10298,,,
0.03,-0.17,1.02,11207,10264,,,
0.05,-0.19,1.06,11119,10297,,,
0.06,-0.14,1.02,11244,10260,,,
0.03,-0.16,1.05,11141,10257,,,
0.04,-0.19,1.09,11109,10261,,,
0.01,-0.19,1.06,11179,10305,,,
0.01,-0.19,1.08,11213,10252,,,
0.06,-0.16,1.05,11158,10251,,,
0.01,-0.19,1.02,11168,10230,,,
0.04,-0.17,1.05,11203,10249,,,
0.03,-0.17,0.98,11094,10264,,,
0.03,-0.19,1.05,11163,10277,,,
0.04,-0.16,1.08,11107,10261,,,
0.04,-0.19,1.05,11174,10295,,,
0.06,-0.19,1.06,11143,10233,,,
0.05,-0.14,1.08,11156,10281,,,
0.05,-0.16,1.06,11144,10267,,,
0.04,-0.17,1.06,11151,10291,,,
0.03,-0.17,1.06,11198,10247,,,
0.06,-0.16,1.05,11154,10238,,,
0.06,-0.19,1.06,11184,10256,,,
0.01,-0.16,1.01,11204,10262,,,
0.03,-0.19,0.99,11191,10292,,,
0.04,-0.17,1.05,11145,10199,,,
0.05,-0.16,1.04,11211,10282,,,
0.05,-0.16,0.99,11193,10289,,,
0.03,-0.16,1.09,11158,10312,,,
0.06,-0.17,1.04,11147,10240,,,
0.04,-0.17,1.01,11158,10293,,,
0.01,-0.17,1.05,11179,10288,,,
0.04,-0.19,1.1,11127,10243,,,
0.05,-0.17,1.04,11149,10248,,,
0.05,-0.19,1.06,11136,10292,,,
0,-0.17,1.06,11161,10201,,,
0.03,-0.17,1.05,11156,10296,,,
0.04,-0.19,0.98,11128,10241,,,
0.03,-0.15,1.08,11132,10304,,,
0,-0.16,1.02,11154,10234,,,
0.03,-0.19,1.02,11129,10282,,,
0.04,-0.17,1.05,11148,10229,,,
0.06,-0.17,1.09,11134,10297,,,
0.04,-0.16,1.08,11112,10253,,,
0.05,-0.17,1.11,11141,10222,,,
0.05,-0.17,1.09,11154,10292,,,
0.05,-0.17,1.11,11133,10270,,,
0.08,-0.16,1.08,11154,10255,,,
0.04,-0.16,1.04,11148,10304,,,
0.04,-0.17,1.04,11099,10271,,,
0.04,-0.17,1.01,11213,10257,,,
0.03,-0.19,1.06,11186,10309,,,
0.04,-0.19,1.02,11182,10262,,,
0.06,-0.17,1.08,11139,10253,,,
0.03,-0.16,1.08,11103,10247,,,
0.04,-0.16,1.1,11169,10294,,,
0.05,-0.16,1.06,11144,10288,,,
0.08,-0.16,1.08,11126,10276,,,
0.05,-0.17,1.04,11196,10235,,,
0.05,-0.17,1.05,11124,10260,,,
0.06,-0.17,1.09,11146,10293,,,
0.05,-0.19,1.06,11102,10254,,,
0.06,-0.16,1.09,11148,10250,,,
0.08,-0.19,1.1,11170,10293,,,
0.05,-0.19,1.09,11185,10291,,,
0,-0.17,1,11121,10273,,,
0.04,-0.16,1.02,11173,10252,,,
0.03,-0.19,1.04,11185,10308,,,
0.03,-0.17,1.02,11105,10242,,,
0.04,-0.16,1.08,11206,10287,,,
0,-0.19,1.06,11157,10252,,,
0.04,-0.17,1.04,11116,10265,,,
0.03,-0.14,1.05,11128,10238,,,
0.08,-0.15,1.04,11211,10256,,,
0.01,-0.19,1.04,11137,10252,,,
0.05,-0.17,0.99,11177,10265,,,
0.03,-0.17,1.01,11149,10231,,,
0.08,-0.17,1.06,11131,10292,,,
0.05,-0.17,1,11196,10244,,,
0.06,-0.17,1,11131,10258,,,
0.01,-0.15,1.08,11181,10281,,,
0.05,-0.2,1.02,11209,10259,,,
0.03,-0.19,1.06,11223,10295,,,
0.04,-0.19,1.08,11123,10273,,,
0.05,-0.14,1.06,11204,10312,,,
0,-0.17,1.02,11146,10232,,,
0.03,-0.17,1.08,11194,10300,,,
0.01,-0.16,1.05,11121,10296,,,
0.03,-0.19,1.01,11142,10233,,,
0.04,-0.15,1.06,11151,10279,,,
0.04,-0.17,1.06,11124,10300,,,
0.08,-0.17,1.04,11191,10268,,,
0.06,-0.19,1.04,11160,10285,,,
0.04,-0.17,1.05,11176,10291,,,
0.03,-0.17,1.08,11122,10223,,,
0.01,-0.17,0.99,11138,10253,,,
0.05,-0.17,1.04,11178,10273,,,
0.05,-0.15,1.01,11162,10269,,,
0,-0.17,1,11128,10301,,,
0.03,-0.16,1.04,11196,10246,,,
0.06,-0.19,1.02,11141,10242,,,
0.03,-0.16,1.01,11106,10297,,,
0.04,-0.17,1.02,11107,10250,,,
0.04,-0.17,1.05,11190,10242,,,
0.01,-0.19,1.1,11147,10243,,,
0.05,-0.14,1.06,11121,10261,,,
0.04,-0.19,1.06,11153,10288,,,
0.01,-0.16,1.04,11123,10257,,,
0.03,-0.19,1.01,11135,10248,,,
0.04,-0.17,1.09,11175,10278,,,
0.05,-0.19,1.04,11129,10216,,,
0.01,-0.17,1.06,11163,10300,,,
0.04,-0.19,1,11180,10271,,,
0.05,-0.17,1.06,11223,10257,,,
0.05,-0.19,1.01,11169,10253,,,
0.01,-0.19,1.04,11085,10210,,,
