X,Y,Z,IR,RED,Heart Rate,Respiration Rate,SpO2
0.04,-0.15,1.04,262143,262143,,,
0.08,-0.16,1.01,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.06,-0.19,0.99,262143,262143,,,
0.05,-0.19,1.01,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.01,-0.16,1.06,262143,262143,,,
0.04,-0.15,1.05,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.05,-0.17,1,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.06,-0.17,1.11,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.08,-0.16,1.09,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.08,-0.15,1.02,262143,262143,,,
0.08,-0.2,1.08,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.1,262143,262143,,,
0.06,-0.17,1.01,262143,262143,,,
0.05,-0.15,1.04,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.08,-0.17,1.08,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.05,-0.19,1.01,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.01,-0.19,1.05,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.04,-0.14,1.01,262143,262143,,,
0.04,-0.13,1.04,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.03,-0.15,1.09,262143,262143,,,
0.04,-0.15,1.05,262143,262143,,,
0.08,-0.19,1.06,262143,262143,,,
0.06,-0.16,1.06,262143,262143,,,
0.03,-0.19,1.08,262143,262143,,,
0.01,-0.16,1.06,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.06,-0.16,1.1,262143,262143,,,
0.06,-0.17,1,262143,262143,,,
0.06,-0.19,1.04,262143,262143,,,
0.06,-0.16,1.08,262143,262143,,,
0.04,-0.15,1.05,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.08,-0.19,1.02,262143,262143,,,
0.01,-0.19,1.01,262143,262143,,,
0.05,-0.19,1.12,262143,262143,,,
0.04,-0.19,1,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.05,-0.14,1.01,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.01,-0.16,1.02,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.04,-0.19,0.99,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.08,-0.16,1.11,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.06,-0.16,1.08,262143,262143,,,
0.01,-0.17,0.99,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0,-0.16,1.04,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.04,-0.15,1.09,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.19,1.04,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.01,-0.16,1.06,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.03,-0.15,1.09,262143,262143,,,
-0.01,-0.17,1.01,262143,262143,,,
0.01,-0.16,1.04,262143,262143,,,
0.05,-0.17,1.01,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0,-0.17,1.04,262143,262143,,,
-0.01,-0.17,1.08,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.08,-0.19,1.04,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.05,-0.19,1.09,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.04,-0.2,1.01,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.09,-0.17,1.02,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.08,-0.16,1.06,262143,262143,,,
0.06,-0.19,1.01,262143,262143,,,
0.05,-0.16,1.14,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.08,-0.17,1.06,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.01,-0.17,1.04,262143,262143,,,
0,-0.17,1.09,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.15,1.09,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0,-0.19,1.05,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.01,-0.15,1.02,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
-0.01,-0.19,1.06,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.08,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.03,-0.15,1.08,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.1,-0.17,1.01,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.03,-0.16,1.02,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.01,262143,262143,,,
0.06,-0.19,1.09,262143,262143,,,
0,-0.19,1.08,262143,262143,,,
0,-0.19,1.05,262143,262143,,,
0.04,-0.15,1.06,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.01,-0.17,1.01,262143,262143,,,
0.04,-0.15,1.05,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.1,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.05,-0.14,1.05,262143,262143,,,
0.08,-0.15,1.06,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.05,-0.15,1.06,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.08,-0.17,1.1,262143,262143,,,
0.06,-0.19,1.1,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.08,-0.16,1.05,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.05,-0.19,1.09,262143,262143,,,
0.04,-0.15,1.11,262143,262143,,,
0.06,-0.16,1.01,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.06,-0.16,1,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.03,-0.15,1,262143,262143,,,
0,-0.17,1.05,262143,262143,,,
0.03,-0.17,1,262143,262143,,,
0.05,-0.15,1.02,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.05,-0.16,1.09,262143,262143,,,
0.05,-0.15,1.06,262143,262143,,,
0.04,-0.19,1.01,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.19,1.01,262143,262143,,,
0.01,-0.15,1.04,262143,262143,,,
0,-0.16,1.04,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.08,-0.19,1.08,262143,262143,,,
0.08,-0.16,1.04,262143,262143,,,
0.01,-0.16,1.01,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.06,-0.15,1.05,262143,262143,,,
0.08,-0.17,1,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.03,-0.14,1.08,262143,262143,,,
0.05,-0.16,1,262143,262143,,,
0.05,-0.17,0.99,262143,262143,,,
0.08,-0.17,1.04,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.05,-0.16,1.09,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.04,-0.16,1,262143,262143,,,
0.01,-0.15,1.05,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.04,-0.15,1.06,262143,262143,,,
0.04,-0.17,0.99,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.04,-0.14,1.05,262143,262143,,,
0.01,-0.15,1.02,262143,262143,,,
0.05,-0.15,1.01,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.06,-0.16,1.06,262143,262143,,,
0.01,-0.16,1.04,262143,262143,,,
0.08,-0.19,1.04,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.05,-0.19,1,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.08,-0.16,1.06,262143,262143,,,
0.08,-0.19,1.01,262143,262143,,,
0.09,-0.19,1.04,262143,262143,,,
0.04,-0.19,0.99,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.06,-0.14,1.02,262143,262143,,,
0.01,-0.2,1.06,262143,262143,,,
0.03,-0.16,1.09,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.08,-0.17,1.01,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.05,-0.16,1.1,262143,262143,,,
0,-0.17,1.06,262143,262143,,,
0.04,-0.15,1.09,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.06,-0.15,1.05,262143,262143,,,
0.06,-0.19,1.09,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.15,1.06,262143,262143,,,
0.06,-0.19,1.11,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0,-0.16,1.04,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.08,-0.15,1.08,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.09,-0.16,1.05,262143,262143,,,
0.05,-0.17,1.11,262143,262143,,,
0.04,-0.19,1.04,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.01,-0.17,1.09,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.09,-0.14,1.06,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.05,-0.15,1.08,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.03,-0.19,1.06,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.04,-0.17,1.1,262143,262143,,,
0.03,-0.19,1.06,262143,262143,,,
0.01,-0.16,1.06,262143,262143,,,
0.03,-0.17,1.1,262143,262143,,,
0.05,-0.15,1.05,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.15,1.08,262143,262143,,,
0.08,-0.16,0.99,262143,262143,,,
-0.01,-0.17,1.08,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.09,-0.19,1.06,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.01,-0.15,1.05,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.01,-0.19,1.04,262143,262143,,,
0,-0.17,1.05,262143,262143,,,
0.06,-0.17,1.1,262143,262143,,,
0.06,-0.17,1.1,262143,262143,,,
0.01,-0.17,1.08,262143,262143,,,
0.04,-0.17,1,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.03,-0.16,1.01,262143,262143,,,
0.01,-0.17,1.02,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.03,-0.16,1.1,262143,262143,,,
0.09,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.05,-0.17,0.99,262143,262143,,,
0.04,-0.15,1.11,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.08,-0.15,1.02,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.01,-0.19,1.11,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.15,1.04,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.08,-0.16,1.04,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.06,-0.19,1.01,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.01,-0.19,1.1,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.08,-0.16,1.01,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.06,-0.16,1.08,262143,262143,,,
0.06,-0.19,1.09,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.03,-0.19,1.05,262143,262143,,,
0.04,-0.2,1.02,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.09,-0.14,1.05,262143,262143,,,
0.05,-0.17,1.11,262143,262143,,,
0.01,-0.17,1.05,262143,262143,,,
0.01,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.05,-0.2,1.02,262143,262143,,,
0.08,-0.16,1.04,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.01,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.04,-0.15,1.11,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.05,-0.15,1.08,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.04,-0.19,1.01,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.01,-0.19,1.06,262143,262143,,,
0.03,-0.17,1.09,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.08,-0.14,1.08,262143,262143,,,
0.03,-0.19,1.08,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.01,-0.16,1.02,262143,262143,,,
0.09,-0.17,1.02,262143,262143,,,
0.05,-0.15,1.06,262143,262143,,,
0.08,-0.16,1.01,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.06,-0.16,1.08,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.1,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.08,-0.16,1.01,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.04,-0.16,0.99,262143,262143,,,
0.06,-0.19,1.09,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.08,-0.19,1.08,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.01,-0.16,1.01,262143,262143,,,
0.01,-0.19,1.05,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.01,-0.16,1.06,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.09,-0.19,1.02,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.04,-0.19,1.08,262143,262143,,,
0.03,-0.16,1.08,262143,262143,,,
0.05,-0.17,1.01,262143,262143,,,
0.05,-0.17,0.96,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.08,-0.17,1.04,262143,262143,,,
0.06,-0.15,1,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.03,-0.16,1.09,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.06,-0.16,1.09,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0,-0.16,1.05,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.06,-0.16,1.09,262143,262143,,,
0.04,-0.17,1.01,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.05,-0.16,0.99,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.09,-0.16,1.01,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0,-0.17,1.04,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.08,-0.17,1.08,262143,262143,,,
0.08,-0.16,1.05,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.01,-0.19,1.02,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.08,-0.17,1.02,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.09,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.01,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.16,1,262143,262143,,,
0.03,-0.17,1.09,262143,262143,,,
0.01,-0.17,1.04,262143,262143,,,
0.08,-0.16,1.08,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.06,-0.16,1,262143,262143,,,
0.05,-0.17,0.99,262143,262143,,,
0.04,-0.15,1.04,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.15,1,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.08,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.17,1.09,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.01,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.16,1.14,262143,262143,,,
0.09,-0.16,1.1,262143,262143,,,
0.01,-0.16,1.04,262143,262143,,,
0,-0.17,1.08,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.03,-0.16,1.11,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.04,-0.19,1.08,262143,262143,,,
0.01,-0.17,1.05,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.03,-0.16,1.01,262143,262143,,,
-0.01,-0.16,1.01,262143,262143,,,
0.06,-0.16,1.01,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.01,-0.19,1.05,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.1,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0,-0.16,1.05,262143,262143,,,
0.01,-0.19,1.09,262143,262143,,,
0.08,-0.16,1.08,262143,262143,,,
0.05,-0.19,1.09,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.15,1.02,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.03,-0.19,0.98,262143,262143,,,
0.03,-0.16,1.02,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.01,-0.17,1.08,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.15,1.05,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.03,-0.19,1.06,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.06,-0.15,1.08,262143,262143,,,
0.01,-0.17,1,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.09,-0.17,1.08,262143,262143,,,
0.03,-0.15,1.01,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.06,-0.19,1.04,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.03,-0.16,0.99,262143,262143,,,
0,-0.17,1.09,262143,262143,,,
-0.01,-0.16,1.08,262143,262143,,,
0.05,-0.15,1.04,262143,262143,,,
0.05,-0.19,1.01,262143,262143,,,
0.05,-0.19,1.1,262143,262143,,,
0.09,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0,-0.16,1.06,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0,-0.16,0.98,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.09,-0.17,1.06,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.09,-0.17,1.06,262143,262143,,,
0.01,-0.19,1.04,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.05,-0.16,1.09,262143,262143,,,
0.06,-0.16,1.11,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.08,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.03,-0.16,1.02,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
-0.01,-0.17,1.02,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.03,-0.15,1.08,262143,262143,,,
0.05,-0.14,1.08,262143,262143,,,
0.09,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.03,-0.17,1.09,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.05,-0.16,1,262143,262143,,,
0.05,-0.14,1.05,262143,262143,,,
0.05,-0.19,1.14,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.17,1.11,262143,262143,,,
0.09,-0.17,1.01,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.04,-0.15,1.08,262143,262143,,,
0.03,-0.16,1.02,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.05,-0.16,1.1,262143,262143,,,
0.05,-0.15,1.04,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
